chr	start	end	CpG_count	mean_delta_methylation	category
chr1	678672	678761	4	-0.087	non-DMR
chr1	680707	680787	4	0.039	non-DMR
chr1	697400	697468	4	-0.052	non-DMR
chr1	699759	700682	40	-0.287	good-DMR
chr1	720048	720141	4	-0.005	non-DMR
chr1	728310	729130	4	0.062	non-DMR
chr1	730801	731333	4	-0.041	non-DMR
chr1	733554	733653	4	0.011	non-DMR
chr1	736478	737398	35	0.31	good-DMR
chr1	740998	741053	4	-0.018	non-DMR
chr1	743437	743549	4	0.025	non-DMR
chr1	745253	745328	4	-0.038	non-DMR
chr1	747747	747810	4	-0.028	non-DMR
chr1	749455	749525	4	0.025	non-DMR
chr1	750989	751034	4	0.01	non-DMR
chr1	753110	753207	4	0.095	non-DMR
chr1	755406	756375	39	0.282	good-DMR
chr1	758197	758269	4	0.024	non-DMR
chr1	760484	761163	4	0.028	non-DMR
chr1	763116	763201	4	0.066	non-DMR
chr1	765997	766117	4	-0.005	non-DMR
chr1	771299	772397	6	-0.011	non-DMR
chr1	774351	775379	7	0.292	good-DMR
chr1	776822	776865	4	-0.08	non-DMR
chr1	782469	782557	4	0.037	non-DMR
chr1	806210	807088	37	0.221	good-DMR
chr1	818893	819965	44	-0.312	good-DMR
chr1	820579	820668	4	0.021	non-DMR
chr1	827336	827408	4	-0.018	non-DMR
chr1	834516	834594	4	0.007	non-DMR
chr1	837255	837350	4	-0.042	non-DMR
chr1	839771	839818	4	-0.04	non-DMR
chr1	851324	852246	38	0.216	good-DMR
chr1	853391	853448	4	-0.018	non-DMR
chr1	858785	858874	4	-0.077	non-DMR
chr1	863085	863164	4	0.017	non-DMR
chr1	865176	865228	4	0.016	non-DMR
chr1	867786	867901	4	0.071	non-DMR
chr1	876827	876882	4	-0.055	non-DMR
chr1	881389	882456	41	0.318	good-DMR
chr1	883133	883192	4	0.001	non-DMR
chr1	885623	885721	4	-0.024	non-DMR
chr1	887097	887172	4	-0.013	non-DMR
chr1	888635	888714	4	0.029	non-DMR
chr1	901168	901263	4	-0.076	non-DMR
chr1	905474	905559	4	0.016	non-DMR
chr1	910968	911037	4	0.022	non-DMR
chr1	913318	913425	4	0.092	non-DMR
chr1	917133	917203	4	-0.069	non-DMR
chr1	918720	919468	4	-0.029	non-DMR
chr1	924864	924950	4	0.005	non-DMR
chr1	933287	934159	36	0.256	good-DMR
chr1	936496	936575	4	-0.031	non-DMR
chr1	938073	938197	4	-0.033	non-DMR
chr1	944013	944542	4	-0.037	non-DMR
chr1	946635	946687	4	-0.058	non-DMR
chr1	952026	952110	4	-0.052	non-DMR
chr1	956312	956424	4	-0.009	non-DMR
chr1	958821	959812	5	0.068	non-DMR
chr1	961031	961118	4	-0.05	non-DMR
chr1	969971	970943	35	0.298	good-DMR
chr1	971792	971892	4	0.063	non-DMR
chr1	976627	976726	4	0.004	non-DMR
chr1	979302	979399	4	-0.061	non-DMR
chr1	980821	980881	4	-0.077	non-DMR
chr1	982571	982623	4	-0.02	non-DMR
chr1	985375	986149	4	0.001	non-DMR
chr1	1003759	1003807	4	0.056	non-DMR
chr1	1006163	1006238	4	0.073	non-DMR
chr1	1008977	1010143	50	-0.222	good-DMR
chr1	1012126	1013082	5	-0.007	non-DMR
chr1	1014784	1015777	37	0.394	good-DMR
chr1	1018975	1019045	4	0.024	non-DMR
chr1	1023613	1024633	40	0.364	good-DMR
chr1	1028306	1028916	7	0.239	sub-DMR
chr1	1039629	1040547	6	-0.336	good-DMR
chr1	1044130	1044219	4	0.078	non-DMR
chr1	1046348	1046425	4	-0.02	non-DMR
chr1	1051092	1051175	4	0.0	non-DMR
chr1	1057120	1058027	38	0.322	good-DMR
chr1	1059375	1060492	6	-0.301	good-DMR
chr1	1061491	1061557	4	0.043	non-DMR
chr1	1067688	1068548	4	0.034	non-DMR
chr1	1074026	1074118	4	0.034	non-DMR
chr1	1089487	1089538	4	-0.014	non-DMR
chr1	1093730	1093765	4	0.087	non-DMR
chr1	1099428	1099873	4	0.043	non-DMR
chr1	1102077	1102164	4	-0.01	non-DMR
chr1	1105133	1106189	5	0.254	good-DMR
chr1	1106910	1107011	4	0.03	non-DMR
chr1	1116792	1117590	5	0.265	good-DMR
chr1	1118421	1118481	4	-0.033	non-DMR
chr1	1120346	1120392	4	0.011	non-DMR
chr1	1124546	1124627	4	-0.043	non-DMR
chr1	1133000	1134165	47	0.308	good-DMR
chr1	1142367	1142492	4	-0.026	non-DMR
chr1	1147189	1147252	4	-0.063	non-DMR
chr1	1163989	1164059	4	-0.013	non-DMR
chr1	1166837	1167934	6	-0.09	non-DMR
chr1	1168707	1168775	4	0.008	non-DMR
chr1	1170286	1170343	4	-0.019	non-DMR
chr1	1171918	1172008	4	-0.066	non-DMR
chr1	1178261	1179103	4	0.059	non-DMR
chr1	1198801	1198869	4	0.057	non-DMR
chr1	1201650	1201723	4	-0.022	non-DMR
chr1	1206535	1206614	4	-0.052	non-DMR
chr1	1209026	1209067	4	0.028	non-DMR
chr1	1210657	1211230	4	0.062	non-DMR
chr1	1212912	1213967	41	0.259	good-DMR
chr1	1214638	1215634	39	0.265	good-DMR
chr1	1216303	1216353	4	-0.017	non-DMR
chr1	1218705	1219455	5	0.258	good-DMR
chr1	1220633	1220715	4	0.027	non-DMR
chr1	1222708	1222776	4	0.057	non-DMR
chr1	1233862	1233967	4	-0.005	non-DMR
chr1	1237691	1237780	4	0.072	non-DMR
chr1	1242218	1242296	4	0.044	non-DMR
chr1	1244427	1245405	6	0.047	non-DMR
chr1	1248734	1249745	44	0.23	good-DMR
chr1	1250347	1250412	4	0.068	non-DMR
chr1	1254910	1255019	4	-0.011	non-DMR
chr1	1266842	1266920	4	0.009	non-DMR
chr1	1269403	1270278	33	0.243	good-DMR
chr1	1273952	1274048	4	-0.01	non-DMR
chr1	1280491	1280615	4	0.038	non-DMR
chr1	1282503	1282581	4	-0.096	non-DMR
chr1	1285171	1285702	4	-0.033	non-DMR
chr1	1287325	1287369	4	0.004	non-DMR
chr1	1290008	1290100	4	0.071	non-DMR
chr1	1295442	1296384	35	0.175	inconsistent-DMR
chr1	1299301	1299359	4	-0.028	non-DMR
chr1	1303982	1304084	4	0.002	non-DMR
chr1	1305856	1306637	32	0.226	good-DMR
chr1	1318296	1318997	4	0.047	non-DMR
chr1	1320981	1321072	4	-0.013	non-DMR
chr1	1324773	1324811	4	0.007	non-DMR
chr1	1326368	1326471	4	-0.099	non-DMR
chr1	1330204	1330258	4	0.067	non-DMR
chr1	1333235	1333314	4	-0.043	non-DMR
chr1	1339755	1339870	4	-0.068	non-DMR
chr1	1341536	1341633	4	-0.025	non-DMR
chr1	1348294	1348345	4	0.095	non-DMR
chr1	1350570	1350677	4	-0.086	non-DMR
chr1	1354911	1354991	4	-0.014	non-DMR
chr1	1357302	1358267	40	0.312	good-DMR
chr1	1361588	1362780	49	0.256	good-DMR
chr1	1363727	1363824	4	0.041	non-DMR
chr1	1370792	1370876	4	0.094	non-DMR
chr1	1374382	1374487	4	-0.048	non-DMR
chr1	1379916	1380805	34	-0.257	good-DMR
chr1	1384696	1385596	5	0.015	non-DMR
chr1	1392000	1392064	4	0.024	non-DMR
chr1	1395885	1396874	4	0.09	non-DMR
chr1	1400982	1401052	4	-0.096	non-DMR
chr1	1403013	1403145	4	-0.015	non-DMR
chr1	1407513	1408362	4	-0.074	non-DMR
chr1	1413134	1413261	4	-0.017	non-DMR
chr1	1431375	1431505	4	0.036	non-DMR
chr1	1438761	1439842	48	-0.217	good-DMR
chr1	1440456	1441347	4	0.029	non-DMR
chr1	1444771	1444891	4	0.006	non-DMR
chr1	1448061	1448130	4	-0.082	non-DMR
chr1	1450148	1451294	7	0.262	good-DMR
chr1	1455058	1455137	4	-0.019	non-DMR
chr1	1456698	1456792	4	0.037	non-DMR
chr1	1459191	1459280	4	-0.036	non-DMR
chr1	1470496	1470557	4	-0.02	non-DMR
chr1	1474362	1475276	34	0.195	good-DMR
chr1	1479398	1479454	4	0.03	non-DMR
chr1	1483582	1483702	4	-0.007	non-DMR
chr1	1492117	1493020	5	0.187	good-DMR
chr1	1494428	1494510	4	-0.04	non-DMR
chr1	1500758	1501725	36	0.349	good-DMR
chr1	1503324	1504242	5	0.283	good-DMR
chr1	1507975	1508034	4	-0.005	non-DMR
chr1	1518788	1518856	4	0.046	non-DMR
chr1	1524386	1524465	4	-0.083	non-DMR
chr1	1534243	1534306	4	0.091	non-DMR
chr1	1539095	1540087	36	0.236	good-DMR
chr1	1546384	1546446	4	0.039	non-DMR
chr1	1548709	1548774	4	-0.026	non-DMR
chr1	1554647	1555120	6	0.28	sub-DMR
chr1	1555697	1555713	4	0.087	non-DMR
chr1	1561919	1562059	4	0.007	non-DMR
chr1	1566449	1566538	4	-0.099	non-DMR
chr1	1569362	1570306	5	-0.239	good-DMR
chr1	1574688	1574761	4	0.027	non-DMR
chr1	1577361	1577427	4	0.014	non-DMR
chr1	1590101	1590226	4	-0.074	non-DMR
chr1	1592940	1593886	38	0.264	good-DMR
chr1	1597824	1598343	4	0.04	non-DMR
chr1	1604513	1604550	4	0.021	non-DMR
chr1	1609314	1609386	4	0.028	non-DMR
chr1	1614492	1614584	4	-0.025	non-DMR
chr1	1616601	1616694	4	-0.008	non-DMR
chr1	1621350	1621397	4	-0.082	non-DMR
chr1	1622776	1622828	4	-0.01	non-DMR
chr1	1636922	1637016	4	-0.02	non-DMR
chr1	1639759	1640691	35	-0.246	good-DMR
chr1	1641923	1641983	4	-0.067	non-DMR
chr1	1646776	1646855	4	-0.027	non-DMR
chr1	1653175	1654309	7	-0.392	good-DMR
chr1	1657552	1658513	39	0.2	notable-DMR
chr1	1660321	1661235	6	-0.052	non-DMR
chr1	1663159	1663185	4	0.044	non-DMR
chr1	1677296	1677368	4	-0.015	non-DMR
chr1	1682174	1682245	4	0.054	non-DMR
chr1	1686521	1686587	4	-0.025	non-DMR
chr1	1693296	1693372	4	0.011	non-DMR
chr1	1697546	1697603	4	0.083	non-DMR
chr1	1700080	1700174	4	0.038	non-DMR
chr1	1704544	1704633	4	-0.07	non-DMR
chr1	1707465	1707547	4	-0.056	non-DMR
chr1	1711709	1711773	4	0.019	non-DMR
chr1	1720541	1721462	4	0.019	non-DMR
chr1	1724518	1724617	4	0.012	non-DMR
chr1	1726875	1727570	4	0.096	non-DMR
chr1	1731931	1732983	45	0.258	good-DMR
chr1	1734068	1734165	4	-0.097	non-DMR
chr1	1736094	1736162	4	0.056	non-DMR
chr1	1738637	1738703	4	-0.041	non-DMR
chr1	1744436	1745447	41	0.323	good-DMR
chr1	1746266	1746342	4	-0.038	non-DMR
chr1	1750014	1750139	4	-0.036	non-DMR
chr1	1752794	1752849	4	-0.07	non-DMR
chr1	1757555	1757631	4	0.037	non-DMR
chr1	1761912	1762003	4	-0.01	non-DMR
chr1	1763986	1765200	5	0.384	good-DMR
chr1	1789710	1790443	30	0.242	good-DMR
chr1	1793575	1793654	4	0.041	non-DMR
chr1	1798428	1798490	4	-0.028	non-DMR
chr1	1804063	1805124	5	0.043	non-DMR
chr1	1806604	1806699	4	0.051	non-DMR
chr1	1815596	1815654	4	-0.066	non-DMR
chr1	1817700	1818325	4	0.07	non-DMR
chr1	1822700	1822804	4	-0.074	non-DMR
chr1	1826878	1827000	4	-0.013	non-DMR
chr1	1829824	1829892	4	-0.047	non-DMR
chr1	1833372	1834491	4	0.096	non-DMR
chr1	1840775	1841609	4	-0.008	non-DMR
chr1	1847401	1848296	4	0.042	non-DMR
chr1	1852841	1852870	4	0.067	non-DMR
chr1	1857962	1858075	4	-0.056	non-DMR
chr1	1862646	1863425	4	0.086	non-DMR
chr1	1864337	1864409	4	-0.022	non-DMR
chr1	1866400	1866479	4	0.024	non-DMR
chr1	1884846	1884906	4	0.038	non-DMR
chr1	1887557	1887655	4	0.048	non-DMR
chr1	1890163	1890209	4	-0.001	non-DMR
chr1	1898739	1898775	4	0.053	non-DMR
chr1	1906441	1907288	7	0.009	non-DMR
chr1	1908972	1909705	4	0.003	non-DMR
chr1	1911327	1911388	4	-0.029	non-DMR
chr1	1918571	1918667	4	0.033	non-DMR
chr1	1922795	1922856	4	0.048	non-DMR
chr1	1925209	1925312	4	0.065	non-DMR
chr1	1927012	1927968	48	0.329	good-DMR
chr1	1929606	1930647	4	-0.028	non-DMR
chr1	1932073	1933100	5	-0.02	non-DMR
chr1	1937295	1937375	4	0.094	non-DMR
chr1	1951244	1951331	4	-0.019	non-DMR
chr1	1958328	1958377	4	-0.008	non-DMR
chr1	1962150	1962224	4	0.009	non-DMR
chr1	1968865	1969576	6	0.356	sub-DMR
chr1	1972943	1972961	4	-0.027	non-DMR
chr1	1975004	1975055	4	0.023	non-DMR
chr1	1977561	1978336	4	0.033	non-DMR
chr1	1984866	1984981	4	-0.06	non-DMR
chr1	1989463	1989555	4	-0.065	non-DMR
chr1	1991290	1991346	4	-0.1	non-DMR
chr1	1993467	1993554	4	0.007	non-DMR
chr1	2010172	2010262	4	-0.039	non-DMR
chr1	2011986	2012049	4	-0.003	non-DMR
chr1	2034151	2035168	39	0.237	good-DMR
chr1	2039387	2040323	37	-0.281	good-DMR
chr1	2043258	2044202	34	0.111	inconsistent-DMR
chr1	2045944	2045994	4	0.003	non-DMR
chr1	2050724	2050834	4	0.015	non-DMR
chr1	2063423	2063500	4	-0.021	non-DMR
chr1	2067065	2067123	4	0.089	non-DMR
chr1	2077829	2077861	4	-0.021	non-DMR
chr1	2079840	2079916	4	0.007	non-DMR
chr1	2082105	2082160	4	0.086	non-DMR
chr1	2085984	2087139	41	0.266	good-DMR
chr1	2088383	2088422	4	0.053	non-DMR
chr1	2090992	2091586	4	0.046	non-DMR
chr1	2101332	2101390	4	-0.091	non-DMR
chr1	2103314	2103437	4	-0.001	non-DMR
chr1	2110034	2110102	4	0.056	non-DMR
chr1	2111719	2111780	4	0.01	non-DMR
chr1	2118156	2118483	4	-0.021	non-DMR
chr1	2120664	2120742	4	0.037	non-DMR
chr1	2132920	2132969	4	0.04	non-DMR
chr1	2134934	2135036	4	-0.096	non-DMR
chr1	2136948	2137961	35	0.266	good-DMR
chr1	2139795	2140810	40	0.241	good-DMR
chr1	2143666	2143717	4	-0.039	non-DMR
chr1	2146472	2146534	4	0.09	non-DMR
chr1	2150885	2151864	44	0.195	good-DMR
chr1	2156126	2157146	5	-0.073	non-DMR
chr1	2158677	2158763	4	0.014	non-DMR
chr1	2169251	2170270	7	-0.015	non-DMR
chr1	2173326	2173377	4	0.052	non-DMR
chr1	2186910	2188023	45	0.336	good-DMR
chr1	2194358	2195397	38	0.236	good-DMR
chr1	2199718	2199820	4	0.032	non-DMR
chr1	2202356	2203290	38	0.226	good-DMR
chr1	2210114	2210177	4	-0.045	non-DMR
chr1	2215893	2215980	4	-0.02	non-DMR
chr1	2217553	2218417	37	-0.236	good-DMR
chr1	2219959	2220014	4	-0.083	non-DMR
chr1	2221350	2221441	4	-0.001	non-DMR
chr1	2228646	2228719	4	-0.07	non-DMR
chr1	2230563	2230650	4	0.028	non-DMR
chr1	2240372	2240449	4	-0.033	non-DMR
chr1	2243258	2243349	4	0.07	non-DMR
chr1	2253110	2253190	4	0.051	non-DMR
chr1	2267602	2267646	4	0.066	non-DMR
chr1	2274514	2274606	4	-0.028	non-DMR
chr1	2282416	2282439	4	-0.004	non-DMR
chr1	2285342	2285420	4	-0.034	non-DMR
chr1	2290282	2290375	4	-0.044	non-DMR
chr1	2297125	2297201	4	-0.049	non-DMR
chr1	2301762	2301835	4	0.015	non-DMR
chr1	2303681	2303745	4	0.087	non-DMR
chr1	2305594	2305696	4	0.038	non-DMR
chr1	2308362	2308447	4	0.033	non-DMR
chr1	2313951	2314006	4	-0.042	non-DMR
chr1	2318210	2318238	4	-0.03	non-DMR
chr1	2320444	2320512	4	0.012	non-DMR
chr1	2326774	2326830	4	0.004	non-DMR
chr1	2328614	2328742	4	-0.095	non-DMR
chr1	2330986	2331028	4	0.021	non-DMR
chr1	2336310	2336399	4	0.055	non-DMR
chr1	2340337	2341269	6	0.221	good-DMR
chr1	2355131	2356088	6	-0.005	non-DMR
chr1	2369535	2369610	4	0.062	non-DMR
chr1	2374779	2374827	4	-0.056	non-DMR
chr1	2386340	2386414	4	-0.095	non-DMR
chr1	2390889	2390982	4	0.036	non-DMR
chr1	2400076	2400857	4	-0.017	non-DMR
chr1	2401757	2402835	44	0.219	good-DMR
chr1	2409796	2409879	4	-0.06	non-DMR
chr1	2414584	2414640	4	0.044	non-DMR
chr1	2420285	2420384	4	-0.026	non-DMR
chr1	2432970	2433892	3	-0.048	non-DMR
chr1	2434977	2435077	4	-0.072	non-DMR
chr1	2439585	2439622	4	-0.07	non-DMR
chr1	2443796	2443865	4	0.081	non-DMR
chr1	2448195	2448283	4	0.012	non-DMR
chr1	2459485	2459563	4	-0.018	non-DMR
chr1	2464075	2465025	38	0.255	good-DMR
chr1	2466213	2466284	4	0.053	non-DMR
chr1	2477447	2477512	4	-0.009	non-DMR
chr1	2479310	2479379	4	-0.033	non-DMR
chr1	2480960	2481090	4	0.059	non-DMR
chr1	2482581	2482663	4	-0.015	non-DMR
chr1	2484387	2484443	4	-0.027	non-DMR
chr1	2494692	2494796	4	-0.068	non-DMR
chr1	2497486	2497542	4	0.003	non-DMR
chr1	2500751	2500815	4	0.038	non-DMR
chr1	2505701	2506597	37	0.2	good-DMR
chr1	2517143	2518286	52	0.251	good-DMR
chr1	2523133	2524172	40	0.254	good-DMR
chr1	2527663	2527709	4	0.073	non-DMR
chr1	2529658	2529748	4	-0.016	non-DMR
chr1	2534941	2535016	4	0.03	non-DMR
chr1	2540005	2540078	4	0.01	non-DMR
chr1	2555188	2556198	38	-0.247	good-DMR
chr1	2559431	2559530	4	-0.006	non-DMR
chr1	2561177	2561218	4	-0.039	non-DMR
chr1	2566094	2566968	5	0.087	non-DMR
chr1	2568806	2569819	40	-0.265	good-DMR
chr1	2570943	2571971	43	-0.319	good-DMR
chr1	2575104	2575142	4	-0.078	non-DMR
chr1	2582332	2583359	6	0.155	inconsistent-DMR
chr1	2592995	2593099	4	-0.019	non-DMR
chr1	2598203	2598876	4	0.08	non-DMR
chr1	2600839	2600945	4	0.086	non-DMR
chr1	2611498	2612535	46	0.301	good-DMR
chr1	2616369	2616464	4	0.089	non-DMR
chr1	2621011	2621060	4	0.002	non-DMR
chr1	2627030	2628008	4	-0.075	non-DMR
chr1	2629359	2629398	4	-0.031	non-DMR
chr1	2631867	2631954	4	0.023	non-DMR
chr1	2636558	2636665	4	0.089	non-DMR
chr1	2639153	2639252	4	0.082	non-DMR
chr1	2646604	2646677	4	-0.043	non-DMR
chr1	2653144	2653182	4	-0.027	non-DMR
chr1	2655170	2656156	6	-0.285	good-DMR
chr1	2656711	2657583	37	-0.387	good-DMR
chr1	2658813	2658893	4	0.068	non-DMR
chr1	2661131	2661176	4	0.001	non-DMR
chr1	2669090	2669146	4	-0.025	non-DMR
chr1	2672836	2672945	4	0.042	non-DMR
chr1	2677960	2678036	4	-0.089	non-DMR
chr1	2679738	2679810	4	0.031	non-DMR
chr1	2682612	2682713	4	0.057	non-DMR
chr1	2684450	2685162	31	-0.242	good-DMR
chr1	2686987	2687036	4	-0.073	non-DMR
chr1	2689610	2689704	4	-0.023	non-DMR
chr1	2692400	2693338	39	0.318	good-DMR
chr1	2695056	2695178	4	-0.034	non-DMR
chr1	2696565	2697566	43	0.244	good-DMR
chr1	2698519	2699590	4	0.019	non-DMR
chr1	2701901	2702913	35	0.217	good-DMR
chr1	2708280	2708925	4	-0.055	non-DMR
chr1	2715286	2715344	4	-0.042	non-DMR
chr1	2730132	2730177	4	0.02	non-DMR
chr1	2734658	2734699	4	-0.019	non-DMR
chr1	2737545	2737657	4	-0.02	non-DMR
chr1	2739123	2740275	39	0.235	good-DMR
chr1	2741580	2742532	45	0.335	good-DMR
chr1	2749277	2750154	34	-0.234	good-DMR
chr1	2751965	2752774	4	0.04	non-DMR
chr1	2757338	2758220	4	0.017	non-DMR
chr1	2774759	2775648	7	0.274	good-DMR
chr1	2776953	2777002	4	-0.06	non-DMR
chr1	2782057	2783016	48	0.269	notable-DMR
chr1	2797876	2797945	4	-0.068	non-DMR
chr1	2801727	2801802	4	0.054	non-DMR
chr1	2804408	2804449	4	-0.022	non-DMR
chr1	2807284	2807363	4	-0.018	non-DMR
chr1	2809894	2810830	38	0.273	good-DMR
chr1	2818649	2818947	4	0.056	non-DMR
chr1	2821488	2821535	4	0.02	non-DMR
chr1	2823791	2823909	4	-0.035	non-DMR
chr1	2826765	2827841	5	-0.392	good-DMR
chr1	2828840	2829821	34	0.38	good-DMR
chr1	2836466	2837294	3	-0.066	non-DMR
chr1	2840634	2840680	4	-0.004	non-DMR
chr1	2847508	2847560	4	0.054	non-DMR
chr1	2849111	2849163	4	0.016	non-DMR
chr1	2851243	2851356	4	0.016	non-DMR
chr1	2853769	2853832	4	0.063	non-DMR
chr1	2860580	2860697	4	-0.02	non-DMR
chr1	2863003	2863121	4	-0.004	non-DMR
chr1	2864938	2865815	36	0.302	good-DMR
chr1	2867248	2867282	4	0.002	non-DMR
chr1	2875374	2875462	4	0.047	non-DMR
chr1	2879981	2880113	4	-0.013	non-DMR
chr1	2882245	2883312	5	0.048	non-DMR
chr1	2885207	2886135	39	-0.268	good-DMR
chr1	2897612	2898423	6	0.262	good-DMR
chr1	2905453	2906537	39	-0.329	good-DMR
chr1	2918547	2919315	4	-0.018	non-DMR
chr1	2920309	2920416	4	0.016	non-DMR
chr1	2924366	2924429	4	0.001	non-DMR
chr1	2934201	2934268	4	-0.021	non-DMR
chr1	2935845	2936717	4	-0.036	non-DMR
chr1	2942532	2943650	44	-0.228	good-DMR
chr1	2944719	2945696	40	0.329	good-DMR
chr1	2950225	2950297	4	-0.05	non-DMR
chr1	2951951	2952028	4	-0.064	non-DMR
chr1	2954546	2954648	4	-0.091	non-DMR
chr1	2957211	2957340	4	-0.043	non-DMR
chr1	2964428	2964521	4	0.06	non-DMR
chr1	2966710	2967541	37	0.23	notable-DMR
chr1	2968068	2968145	4	-0.005	non-DMR
chr1	2972646	2973666	40	0.224	good-DMR
chr1	2979810	2979891	4	-0.011	non-DMR
chr1	2982872	2983922	37	-0.233	good-DMR
chr1	2987094	2987195	4	-0.06	non-DMR
chr1	2992763	2992864	4	0.066	non-DMR
chr1	2995485	2995584	4	-0.087	non-DMR
chr1	2997327	2998344	42	0.234	good-DMR
chr1	2999045	2999956	4	-0.053	non-DMR
chr1	3005831	3005902	4	0.026	non-DMR
chr1	3010135	3010220	4	-0.0	non-DMR
chr1	3014446	3015340	37	0.187	good-DMR
chr1	3019821	3019888	4	0.023	non-DMR
chr1	3028969	3029591	4	-0.027	non-DMR
chr1	3030677	3030738	4	-0.009	non-DMR
chr1	3037371	3037496	4	0.03	non-DMR
chr1	3041823	3041905	4	-0.029	non-DMR
chr1	3044543	3044595	4	-0.061	non-DMR
chr1	3045969	3046922	6	0.266	good-DMR
chr1	3048174	3049210	44	0.224	good-DMR
