chr	start	end	coverage	methylation_level
chr1	120501	120502	30	0.7078	non-DMR
chr1	120529	120530	18	0.7062	non-DMR
chr1	120560	120561	28	0.7214	non-DMR
chr1	120599	120600	27	0.6853	non-DMR
chr1	120615	120616	28	0.6264	non-DMR
chr1	120715	120716	23	0.6607	non-DMR
chr1	120810	120811	30	0.8087	non-DMR
chr1	120910	120911	28	0.8017	non-DMR
chr1	121010	121011	35	0.788	non-DMR
chr1	121060	121061	26	0.7946	flank-DMR
chr1	121084	121085	23	0.8673	flank-DMR
chr1	121125	121126	32	0.4646	non-DMR
chr1	121158	121159	40	0.475	non-DMR
chr1	121205	121206	28	0.554	non-DMR
chr1	121221	121222	30	0.5458	non-DMR
chr1	121248	121249	29	0.5617	non-DMR
chr1	121274	121275	33	0.683	non-DMR
chr1	121306	121307	27	0.5128	non-DMR
chr1	121356	121357	37	0.7093	non-DMR
chr1	121378	121379	31	0.606	non-DMR
chr1	121419	121420	38	0.5449	non-DMR
chr1	121469	121470	33	0.6141	non-DMR
chr1	121489	121490	30	0.4347	non-DMR
chr1	121521	121522	27	0.3864	non-DMR
chr1	121553	121554	37	0.5107	non-DMR
chr1	121569	121570	36	0.5412	non-DMR
chr1	121609	121610	31	0.7712	non-DMR
chr1	121709	121710	31	0.5869	non-DMR
chr1	121776	121777	28	0.6559	non-DMR
chr1	121860	121861	32	0.4928	non-DMR
chr1	121910	121911	28	0.7383	non-DMR
chr1	122010	122011	33	0.5581	non-DMR
chr1	122064	122065	32	0.6809	flank-DMR
chr1	122089	122090	34	0.0993	non-DMR
chr1	122134	122135	38	0.1896	non-DMR
chr1	122154	122155	28	0.2231	non-DMR
chr1	122185	122186	32	0.1373	non-DMR
chr1	122203	122204	29	0.2154	non-DMR
chr1	122229	122230	29	0.3034	non-DMR
chr1	122253	122254	29	0.2766	non-DMR
chr1	122282	122283	31	0.1972	non-DMR
chr1	122332	122333	25	0.2477	non-DMR
chr1	122382	122383	36	0.2171	non-DMR
chr1	122410	122411	34	0.1175	non-DMR
chr1	122437	122438	33	0.1511	non-DMR
chr1	122458	122459	29	0.2475	non-DMR
chr1	122476	122477	27	0.23	non-DMR
chr1	122504	122505	28	0.0911	non-DMR
chr1	122531	122532	33	0.0945	non-DMR
chr1	122581	122582	27	0.2648	non-DMR
chr1	122681	122682	32	0.1591	non-DMR
chr1	122781	122782	29	0.164	non-DMR
chr1	122831	122832	34	0.2827	non-DMR
chr1	122931	122932	27	0.2933	non-DMR
chr1	122965	122966	33	0.2684	flank-DMR
chr1	122967	122968	32	0.0676	flank-DMR
chr1	122972	122973	23	0.2072	good-DMR
chr1	122987	122988	20	0.3045	good-DMR
chr1	123020	123021	29	0.3257	good-DMR
chr1	123062	123063	28	0.3486	good-DMR
chr1	123097	123098	25	0.3642	good-DMR
chr1	123118	123119	29	0.3707	good-DMR
chr1	123140	123141	29	0.416	good-DMR
chr1	123190	123191	22	0.2837	good-DMR
chr1	123226	123227	22	0.3496	good-DMR
chr1	123241	123242	33	0.4152	good-DMR
chr1	123264	123265	27	0.257	good-DMR
chr1	123291	123292	39	0.2519	good-DMR
chr1	123307	123308	26	0.2685	good-DMR
chr1	123335	123336	27	0.1621	good-DMR
chr1	123358	123359	22	0.3346	good-DMR
chr1	123391	123392	32	0.3698	good-DMR
chr1	123417	123418	34	0.3908	good-DMR
chr1	123438	123439	21	0.3695	good-DMR
chr1	123463	123464	28	0.3078	good-DMR
chr1	123490	123491	20	0.3095	good-DMR
chr1	123590	123591	29	0.4395	good-DMR
chr1	123678	123679	26	0.4008	good-DMR
chr1	123778	123779	25	0.3508	good-DMR
chr1	123878	123879	29	0.35	good-DMR
chr1	123929	123930	16	0.3044	good-DMR
chr1	123963	123964	31	0.1419	flank-DMR
chr1	123967	123968	24	0.0221	flank-DMR
chr1	124047	124048	30	0.3186	flank-DMR
chr1	124195	124196	31	0.0279	flank-DMR
chr1	124263	124264	26	0.1714	flank-DMR
chr1	124373	124374	28	0.0067	flank-DMR
chr1	124415	124416	25	0.1382	flank-DMR
chr1	124435	124436	33	0.5922	non-DMR
chr1	124458	124459	32	0.6636	non-DMR
chr1	124489	124490	28	0.549	non-DMR
chr1	124512	124513	38	0.7274	non-DMR
chr1	124545	124546	29	0.5411	non-DMR
chr1	124576	124577	26	0.4466	non-DMR
chr1	124596	124597	31	0.5923	non-DMR
chr1	124641	124642	33	0.6803	non-DMR
chr1	124656	124657	32	0.6447	non-DMR
chr1	124706	124707	29	0.4349	non-DMR
chr1	124741	124742	30	0.7022	non-DMR
chr1	124781	124782	30	0.627	non-DMR
chr1	124796	124797	33	0.5941	non-DMR
chr1	124825	124826	28	0.5708	non-DMR
chr1	124875	124876	28	0.624	non-DMR
chr1	124903	124904	30	0.4993	non-DMR
chr1	124935	124936	34	0.6821	non-DMR
chr1	124952	124953	21	0.6754	non-DMR
chr1	124967	124968	23	0.7647	non-DMR
chr1	124969	124970	29	0.6618	non-DMR
chr1	125036	125037	34	0.6889	non-DMR
chr1	125108	125109	28	0.5987	non-DMR
chr1	125208	125209	25	0.5251	non-DMR
chr1	125308	125309	33	0.47	non-DMR
chr1	125408	125409	29	0.5645	non-DMR
chr1	125462	125463	35	0.6756	flank-DMR
chr1	125496	125497	21	0.9084	non-DMR
chr1	125519	125520	29	0.6976	non-DMR
chr1	125535	125536	29	0.6083	non-DMR
chr1	125560	125561	33	0.7486	non-DMR
chr1	125604	125605	28	0.7803	non-DMR
chr1	125648	125649	21	0.6912	non-DMR
chr1	125672	125673	29	0.6869	non-DMR
chr1	125692	125693	27	0.57	non-DMR
chr1	125710	125711	39	0.755	non-DMR
chr1	125738	125739	25	0.7659	non-DMR
chr1	125770	125771	37	0.6978	non-DMR
chr1	125820	125821	36	0.5612	non-DMR
chr1	125852	125853	31	0.6926	non-DMR
chr1	125893	125894	30	0.8834	non-DMR
chr1	125913	125914	28	0.744	non-DMR
chr1	125944	125945	31	0.6295	non-DMR
chr1	125976	125977	32	0.6531	non-DMR
chr1	126004	126005	29	0.6258	non-DMR
chr1	126022	126023	30	0.7166	non-DMR
chr1	126122	126123	28	0.5206	non-DMR
chr1	126222	126223	34	0.6105	non-DMR
chr1	126322	126323	31	0.6675	non-DMR
chr1	126372	126373	29	0.7039	non-DMR
chr1	126472	126473	36	0.6901	non-DMR
chr1	126522	126523	32	0.5974	non-DMR
chr1	126544	126545	31	0.9042	flank-DMR
chr1	126606	126607	30	0.7237	flank-DMR
chr1	126645	126646	27	0.6104	non-DMR
chr1	126679	126680	40	0.4543	non-DMR
chr1	126702	126703	35	0.5918	non-DMR
chr1	126745	126746	14	0.5019	non-DMR
