chr	start	end	coverage	methylation_level
chr1	115692	115693	27	0.5649	non-DMR
chr1	115739	115740	27	0.5292	non-DMR
chr1	115772	115773	34	0.4231	non-DMR
chr1	115809	115810	26	0.4326	non-DMR
chr1	115837	115838	35	0.5552	non-DMR
chr1	115867	115868	31	0.6483	non-DMR
chr1	115891	115892	26	0.6128	non-DMR
chr1	115941	115942	30	0.476	non-DMR
chr1	115962	115963	24	0.401	non-DMR
chr1	115997	115998	40	0.5624	non-DMR
chr1	116025	116026	36	0.4996	non-DMR
chr1	116059	116060	34	0.6021	non-DMR
chr1	116159	116160	34	0.6114	non-DMR
chr1	116259	116260	36	0.7049	non-DMR
chr1	116359	116360	38	0.475	non-DMR
chr1	116414	116415	31	0.4702	non-DMR
chr1	116514	116515	25	0.52	non-DMR
chr1	116608	116609	22	0.6463	non-DMR
chr1	116626	116627	20	0.6819	flank-DMR
chr1	116676	116677	39	0.6331	non-DMR
chr1	116726	116727	24	0.6661	non-DMR
chr1	116744	116745	28	0.601	non-DMR
chr1	116764	116765	29	0.6604	non-DMR
chr1	116814	116815	23	0.751	non-DMR
chr1	116832	116833	32	0.5184	non-DMR
chr1	116855	116856	37	0.5942	non-DMR
chr1	116905	116906	24	0.6019	non-DMR
chr1	116955	116956	32	0.5956	non-DMR
chr1	116970	116971	25	0.8072	non-DMR
chr1	117014	117015	39	0.6775	non-DMR
chr1	117041	117042	23	0.6598	non-DMR
chr1	117069	117070	23	0.8188	non-DMR
chr1	117119	117120	21	0.6854	non-DMR
chr1	117144	117145	34	0.4017	non-DMR
chr1	117167	117168	27	0.5817	non-DMR
chr1	117193	117194	28	0.7214	non-DMR
chr1	117202	117203	29	0.7709	non-DMR
chr1	117302	117303	36	0.7193	non-DMR
chr1	117402	117403	37	0.7423	non-DMR
chr1	117502	117503	32	0.7281	non-DMR
chr1	117601	117602	44	0.715	non-DMR
chr1	117701	117702	34	0.6069	non-DMR
chr1	117745	117746	33	0.7197	flank-DMR
chr1	117750	117751	37	0.7548	good-DMR
chr1	117765	117766	28	0.7966	good-DMR
chr1	117809	117810	27	0.6418	good-DMR
chr1	117846	117847	28	0.6771	good-DMR
chr1	117891	117892	28	0.7486	good-DMR
chr1	117932	117933	34	0.7735	good-DMR
chr1	117965	117966	30	0.8805	good-DMR
chr1	118009	118010	33	0.9888	good-DMR
chr1	118033	118034	34	0.8688	good-DMR
chr1	118073	118074	35	0.8377	good-DMR
chr1	118096	118097	33	0.8203	good-DMR
chr1	118137	118138	27	0.6363	good-DMR
chr1	118164	118165	22	0.8492	good-DMR
chr1	118202	118203	35	0.699	good-DMR
chr1	118209	118210	26	0.794	good-DMR
chr1	118294	118295	33	0.7735	good-DMR
chr1	118381	118382	32	0.8094	good-DMR
chr1	118431	118432	22	0.8296	good-DMR
chr1	118531	118532	40	0.858	good-DMR
chr1	118631	118632	24	0.779	good-DMR
chr1	118633	118634	34	0.8254	flank-DMR
chr1	118717	118718	37	0.84	flank-DMR
chr1	118803	118804	20	0.8135	flank-DMR
chr1	118807	118808	22	0.8537	flank-DMR
chr1	119041	119042	33	0.801	flank-DMR
chr1	119053	119054	28	0.0492	non-DMR
chr1	119068	119069	33	0.0883	non-DMR
chr1	119092	119093	24	0.0789	non-DMR
chr1	119110	119111	29	0.0984	non-DMR
chr1	119160	119161	28	0.0143	non-DMR
chr1	119206	119207	21	0.1257	non-DMR
chr1	119224	119225	32	0.0888	non-DMR
chr1	119263	119264	34	0.1608	non-DMR
chr1	119280	119281	30	0.0436	non-DMR
chr1	119295	119296	30	0.0813	non-DMR
chr1	119316	119317	38	0.2347	non-DMR
chr1	119344	119345	29	0.2185	non-DMR
chr1	119380	119381	32	0.0362	non-DMR
chr1	119426	119427	32	0.0633	non-DMR
chr1	119451	119452	25	0.0898	non-DMR
chr1	119493	119494	32	0.1877	non-DMR
chr1	119508	119509	29	0.0476	non-DMR
chr1	119546	119547	34	0.0727	non-DMR
chr1	119596	119597	26	0.0557	non-DMR
chr1	119670	119671	29	0.1537	non-DMR
chr1	119736	119737	32	0.0613	non-DMR
chr1	119786	119787	39	0.0856	non-DMR
chr1	119886	119887	26	0.0774	non-DMR
chr1	119986	119987	37	0.1687	non-DMR
chr1	120036	120037	23	0.1188	non-DMR
chr1	120046	120047	23	0.2292	flank-DMR
chr1	120088	120089	31	0.1401	flank-DMR
chr1	120134	120135	34	0.8494	non-DMR
chr1	120184	120185	23	0.8229	non-DMR
chr1	120225	120226	27	0.8475	non-DMR
chr1	120256	120257	38	0.7134	non-DMR
chr1	120284	120285	27	0.7669	non-DMR
chr1	120333	120334	31	0.8206	non-DMR
chr1	120355	120356	29	0.6215	non-DMR
chr1	120370	120371	23	0.7628	non-DMR
chr1	120401	120402	39	0.7986	non-DMR
chr1	120451	120452	34	0.6625	non-DMR
chr1	120501	120502	28	0.8113	non-DMR
chr1	120529	120530	31	0.815	non-DMR
chr1	120560	120561	35	0.6553	non-DMR
chr1	120599	120600	33	0.6751	non-DMR
chr1	120615	120616	24	0.5956	non-DMR
chr1	120715	120716	30	0.6808	non-DMR
chr1	120810	120811	31	0.798	non-DMR
chr1	120910	120911	32	0.9184	non-DMR
chr1	121010	121011	28	0.6442	non-DMR
chr1	121060	121061	29	0.8154	flank-DMR
chr1	121084	121085	25	0.7935	flank-DMR
chr1	121125	121126	28	0.5838	non-DMR
chr1	121158	121159	27	0.6379	non-DMR
chr1	121205	121206	25	0.6322	non-DMR
chr1	121221	121222	25	0.6263	non-DMR
chr1	121248	121249	29	0.6799	non-DMR
chr1	121274	121275	33	0.6873	non-DMR
chr1	121306	121307	30	0.4981	non-DMR
chr1	121356	121357	36	0.8325	non-DMR
chr1	121378	121379	29	0.6599	non-DMR
chr1	121419	121420	36	0.5241	non-DMR
chr1	121469	121470	27	0.4539	non-DMR
chr1	121489	121490	33	0.706	non-DMR
chr1	121521	121522	29	0.4329	non-DMR
chr1	121553	121554	28	0.5968	non-DMR
chr1	121569	121570	28	0.5486	non-DMR
chr1	121609	121610	29	0.7949	non-DMR
chr1	121709	121710	22	0.5302	non-DMR
chr1	121776	121777	24	0.7028	non-DMR
chr1	121860	121861	25	0.535	non-DMR
chr1	121910	121911	27	0.6312	non-DMR
chr1	122010	122011	25	0.6486	non-DMR
chr1	122064	122065	23	0.6603	flank-DMR
chr1	122089	122090	38	0.021	non-DMR
chr1	122134	122135	25	0.056	non-DMR
chr1	122154	122155	39	0.138	non-DMR
chr1	122185	122186	29	0.1355	non-DMR
chr1	122203	122204	34	0.1447	non-DMR
chr1	122229	122230	21	0.312	non-DMR
chr1	122253	122254	32	0.1202	non-DMR
chr1	122282	122283	28	0.156	non-DMR
chr1	122332	122333	29	0.2485	non-DMR
chr1	122382	122383	28	0.1305	non-DMR
chr1	122410	122411	21	0.1849	non-DMR
chr1	122437	122438	20	0.1176	non-DMR
chr1	122458	122459	21	0.1535	non-DMR
chr1	122476	122477	29	0.2592	non-DMR
chr1	122504	122505	34	0.0994	non-DMR
chr1	122531	122532	21	0.0681	non-DMR
chr1	122581	122582	40	0.19	non-DMR
chr1	122681	122682	25	0.116	non-DMR
chr1	122781	122782	28	0.1122	non-DMR
chr1	122831	122832	34	0.2102	non-DMR
chr1	122931	122932	23	0.3083	non-DMR
chr1	122965	122966	27	0.1199	flank-DMR
chr1	122967	122968	22	0.0367	flank-DMR
chr1	122972	122973	31	0.0	good-DMR
chr1	122987	122988	23	0.1546	good-DMR
chr1	123020	123021	33	0.0955	good-DMR
chr1	123062	123063	35	0.1291	good-DMR
chr1	123097	123098	31	0.0677	good-DMR
chr1	123118	123119	36	0.0814	good-DMR
chr1	123140	123141	32	0.1537	good-DMR
chr1	123190	123191	30	0.0	good-DMR
chr1	123226	123227	31	0.1927	good-DMR
chr1	123241	123242	27	0.1139	good-DMR
chr1	123264	123265	34	0.0732	good-DMR
chr1	123291	123292	36	0.0827	good-DMR
chr1	123307	123308	34	0.0	good-DMR
chr1	123335	123336	30	0.0	good-DMR
chr1	123358	123359	28	0.0326	good-DMR
chr1	123391	123392	28	0.0598	good-DMR
chr1	123417	123418	36	0.2044	good-DMR
chr1	123438	123439	23	0.1951	good-DMR
chr1	123463	123464	30	0.0968	good-DMR
chr1	123490	123491	37	0.1397	good-DMR
chr1	123590	123591	33	0.1627	good-DMR
chr1	123678	123679	31	0.0517	good-DMR
chr1	123778	123779	42	0.0	good-DMR
chr1	123878	123879	26	0.0	good-DMR
chr1	123929	123930	34	0.0655	good-DMR
chr1	123963	123964	29	0.2043	flank-DMR
chr1	123967	123968	23	0.0932	flank-DMR
chr1	124047	124048	29	0.1621	flank-DMR
chr1	124195	124196	30	0.0817	flank-DMR
chr1	124263	124264	34	0.1265	flank-DMR
chr1	124373	124374	29	0.1033	flank-DMR
chr1	124415	124416	28	0.1668	flank-DMR
chr1	124435	124436	25	0.5911	non-DMR
chr1	124458	124459	39	0.7344	non-DMR
chr1	124489	124490	41	0.5503	non-DMR
chr1	124512	124513	21	0.8366	non-DMR
chr1	124545	124546	26	0.6549	non-DMR
chr1	124576	124577	23	0.5481	non-DMR
chr1	124596	124597	23	0.6253	non-DMR
chr1	124641	124642	27	0.7675	non-DMR
chr1	124656	124657	33	0.6731	non-DMR
chr1	124706	124707	32	0.5455	non-DMR
chr1	124741	124742	27	0.7465	non-DMR
chr1	124781	124782	29	0.6213	non-DMR
chr1	124796	124797	31	0.6303	non-DMR
chr1	124825	124826	37	0.5945	non-DMR
chr1	124875	124876	30	0.6118	non-DMR
chr1	124903	124904	33	0.639	non-DMR
chr1	124935	124936	29	0.8274	non-DMR
chr1	124952	124953	13	0.8201	non-DMR
chr1	124967	124968	34	0.6702	non-DMR
chr1	124969	124970	34	0.7909	non-DMR
chr1	125036	125037	32	0.637	non-DMR
chr1	125108	125109	33	0.7174	non-DMR
chr1	125208	125209	27	0.6461	non-DMR
chr1	125308	125309	28	0.6613	non-DMR
chr1	125408	125409	28	0.581	non-DMR
chr1	125462	125463	29	0.5459	flank-DMR
chr1	125496	125497	25	0.8453	non-DMR
chr1	125519	125520	42	0.7668	non-DMR
chr1	125535	125536	32	0.8188	non-DMR
chr1	125560	125561	25	0.7905	non-DMR
chr1	125604	125605	27	0.6801	non-DMR
chr1	125648	125649	37	0.7077	non-DMR
chr1	125672	125673	25	0.6818	non-DMR
chr1	125692	125693	34	0.6336	non-DMR
chr1	125710	125711	26	0.7555	non-DMR
chr1	125738	125739	29	0.8871	non-DMR
chr1	125770	125771	30	0.8262	non-DMR
chr1	125820	125821	37	0.6604	non-DMR
chr1	125852	125853	22	0.7225	non-DMR
chr1	125893	125894	27	0.7249	non-DMR
chr1	125913	125914	33	0.844	non-DMR
chr1	125944	125945	20	0.7953	non-DMR
chr1	125976	125977	26	0.6402	non-DMR
chr1	126004	126005	34	0.6464	non-DMR
chr1	126022	126023	35	0.525	non-DMR
chr1	126122	126123	28	0.6177	non-DMR
chr1	126222	126223	36	0.6398	non-DMR
chr1	126322	126323	28	0.702	non-DMR
chr1	126372	126373	33	0.5855	non-DMR
chr1	126472	126473	34	0.6635	non-DMR
chr1	126522	126523	31	0.6613	non-DMR
chr1	126544	126545	31	0.8106	flank-DMR
chr1	126606	126607	36	0.7602	flank-DMR
chr1	126645	126646	29	0.6971	non-DMR
chr1	126679	126680	21	0.5493	non-DMR
chr1	126702	126703	36	0.6351	non-DMR
chr1	126745	126746	20	0.4763	non-DMR
chr1	126760	126761	28	0.6808	non-DMR
chr1	126810	126811	25	0.646	non-DMR
