chr	start	end	coverage	methylation_level
chr1	104563	104564	33	0.7966	flank-DMR
chr1	104607	104608	22	0.643	non-DMR
chr1	104629	104630	37	0.6467	non-DMR
chr1	104659	104660	29	0.7012	non-DMR
chr1	104688	104689	29	0.8045	non-DMR
chr1	104703	104704	24	0.5247	non-DMR
chr1	104722	104723	37	0.6979	non-DMR
chr1	104745	104746	25	0.6962	non-DMR
chr1	104760	104761	34	0.6314	non-DMR
chr1	104791	104792	22	0.7375	non-DMR
chr1	104817	104818	32	0.6652	non-DMR
chr1	104832	104833	34	0.7901	non-DMR
chr1	104869	104870	28	0.6202	non-DMR
chr1	104912	104913	37	0.6659	non-DMR
chr1	104946	104947	30	0.4771	non-DMR
chr1	104972	104973	27	0.7047	non-DMR
chr1	105012	105013	24	0.5816	non-DMR
chr1	105054	105055	31	0.6479	non-DMR
chr1	105089	105090	35	0.8587	non-DMR
chr1	105109	105110	40	0.6071	non-DMR
chr1	105143	105144	25	0.7465	non-DMR
chr1	105158	105159	34	0.748	non-DMR
chr1	105228	105229	26	0.6932	non-DMR
chr1	105328	105329	24	0.7542	non-DMR
chr1	105401	105402	33	0.5699	non-DMR
chr1	105501	105502	30	0.5498	non-DMR
chr1	105568	105569	31	0.7368	non-DMR
chr1	105668	105669	20	0.574	non-DMR
chr1	105676	105677	21	0.6932	flank-DMR
chr1	105762	105763	26	0.5976	flank-DMR
chr1	105768	105769	33	0.7721	good-DMR
chr1	105810	105811	37	0.7416	good-DMR
chr1	105839	105840	33	0.6644	good-DMR
chr1	105883	105884	35	0.6204	good-DMR
chr1	105924	105925	26	0.7107	good-DMR
chr1	105951	105952	31	0.8178	good-DMR
chr1	105966	105967	27	0.6025	good-DMR
chr1	105989	105990	24	0.7771	good-DMR
chr1	106039	106040	31	0.6712	good-DMR
chr1	106075	106076	27	0.7118	good-DMR
chr1	106097	106098	19	0.6163	good-DMR
chr1	106131	106132	29	0.5855	good-DMR
chr1	106173	106174	31	0.714	good-DMR
chr1	106195	106196	35	0.7135	good-DMR
chr1	106235	106236	28	0.7501	good-DMR
chr1	106335	106336	24	0.7519	good-DMR
chr1	106387	106388	28	0.7051	good-DMR
chr1	106487	106488	36	0.7337	good-DMR
chr1	106565	106566	33	0.8852	good-DMR
chr1	106655	106656	26	0.7449	good-DMR
chr1	106679	106680	28	0.6461	flank-DMR
chr1	106735	106736	24	0.6319	flank-DMR
chr1	106787	106788	12	0.7563	flank-DMR
chr1	106915	106916	34	0.7147	flank-DMR
chr1	106975	106976	27	0.7971	flank-DMR
chr1	106977	106978	29	0.8178	flank-DMR
chr1	106987	106988	24	0.7314	flank-DMR
chr1	107013	107014	24	0.6881	flank-DMR
chr1	107061	107062	34	0.6562	flank-DMR
chr1	107149	107150	28	0.6937	flank-DMR
chr1	107168	107169	29	0.7834	non-DMR
chr1	107190	107191	32	0.8191	non-DMR
chr1	107231	107232	31	0.7826	non-DMR
chr1	107281	107282	20	0.7787	non-DMR
chr1	107301	107302	29	0.8054	non-DMR
chr1	107335	107336	18	0.814	non-DMR
chr1	107385	107386	24	0.9831	non-DMR
chr1	107400	107401	40	0.7628	non-DMR
chr1	107445	107446	34	0.8331	non-DMR
chr1	107462	107463	26	0.7482	non-DMR
chr1	107495	107496	32	0.8022	non-DMR
chr1	107545	107546	23	0.717	non-DMR
chr1	107560	107561	28	0.716	non-DMR
chr1	107604	107605	27	0.797	non-DMR
chr1	107654	107655	27	0.6862	non-DMR
chr1	107677	107678	34	0.8336	non-DMR
chr1	107717	107718	31	0.7594	non-DMR
chr1	107767	107768	38	0.6914	non-DMR
chr1	107773	107774	24	0.7656	non-DMR
chr1	107873	107874	23	0.8675	non-DMR
chr1	107973	107974	38	0.7194	non-DMR
chr1	108073	108074	40	0.859	non-DMR
chr1	108173	108174	30	0.6051	non-DMR
chr1	108228	108229	31	0.7665	non-DMR
chr1	108328	108329	33	0.8079	non-DMR
chr1	108408	108409	30	0.7263	flank-DMR
chr1	108416	108417	31	0.7558	flank-DMR
chr1	108431	108432	31	0.7663	non-DMR
chr1	108468	108469	32	0.8797	non-DMR
chr1	108500	108501	28	0.7224	non-DMR
chr1	108534	108535	35	0.7906	non-DMR
chr1	108584	108585	27	0.8892	non-DMR
chr1	108622	108623	29	0.8036	non-DMR
chr1	108672	108673	26	0.7426	non-DMR
chr1	108696	108697	22	0.7287	non-DMR
chr1	108711	108712	33	0.9984	non-DMR
chr1	108732	108733	34	0.6519	non-DMR
chr1	108755	108756	22	0.8687	non-DMR
chr1	108805	108806	28	0.8247	non-DMR
chr1	108848	108849	34	0.5665	non-DMR
chr1	108870	108871	28	0.7561	non-DMR
chr1	108915	108916	25	0.775	non-DMR
chr1	108943	108944	36	0.7692	non-DMR
chr1	108993	108994	38	0.8088	non-DMR
chr1	108995	108996	40	0.8281	non-DMR
chr1	109045	109046	31	0.6969	non-DMR
chr1	109134	109135	28	0.8672	non-DMR
chr1	109216	109217	25	0.6612	non-DMR
chr1	109266	109267	33	0.8355	non-DMR
chr1	109366	109367	25	0.6325	non-DMR
chr1	109466	109467	37	0.7962	non-DMR
chr1	109517	109518	22	0.8267	non-DMR
chr1	109599	109600	28	0.7728	flank-DMR
chr1	109601	109602	26	0.8144	flank-DMR
chr1	109613	109614	22	0.8485	non-DMR
chr1	109636	109637	29	0.7652	non-DMR
chr1	109668	109669	30	0.8021	non-DMR
chr1	109697	109698	41	0.749	non-DMR
chr1	109747	109748	19	0.817	non-DMR
chr1	109773	109774	20	0.8979	non-DMR
chr1	109805	109806	20	0.7569	non-DMR
chr1	109820	109821	30	1.0	non-DMR
chr1	109855	109856	29	0.8081	non-DMR
chr1	109875	109876	30	0.8986	non-DMR
chr1	109890	109891	35	0.9267	non-DMR
chr1	109940	109941	27	1.0	non-DMR
chr1	109969	109970	31	0.9723	non-DMR
chr1	109984	109985	33	0.7983	non-DMR
chr1	110004	110005	36	0.9138	non-DMR
chr1	110034	110035	26	0.846	non-DMR
chr1	110065	110066	28	0.9592	non-DMR
chr1	110088	110089	30	0.8931	non-DMR
chr1	110103	110104	23	0.9354	non-DMR
chr1	110126	110127	23	0.9951	non-DMR
chr1	110127	110128	34	0.8644	non-DMR
chr1	110227	110228	31	0.7488	non-DMR
chr1	110296	110297	26	0.8143	non-DMR
chr1	110396	110397	39	0.8925	non-DMR
chr1	110446	110447	23	0.6896	non-DMR
chr1	110508	110509	22	0.8301	non-DMR
chr1	110608	110609	36	0.8358	non-DMR
chr1	110666	110667	37	0.815	flank-DMR
chr1	110716	110717	33	0.7331	non-DMR
chr1	110741	110742	26	0.851	non-DMR
chr1	110768	110769	24	0.8738	non-DMR
chr1	110788	110789	27	0.9108	non-DMR
chr1	110810	110811	24	0.7674	non-DMR
chr1	110860	110861	27	0.8829	non-DMR
chr1	110908	110909	27	0.8124	non-DMR
chr1	110923	110924	30	0.777	non-DMR
chr1	110973	110974	33	0.9719	non-DMR
chr1	111023	111024	27	0.7857	non-DMR
chr1	111049	111050	25	0.7112	non-DMR
chr1	111084	111085	31	0.8368	non-DMR
chr1	111114	111115	31	0.8886	non-DMR
chr1	111164	111165	36	0.8239	non-DMR
chr1	111184	111185	34	0.8432	non-DMR
chr1	111216	111217	24	0.8946	non-DMR
chr1	111240	111241	25	0.7983	non-DMR
chr1	111255	111256	29	0.8297	non-DMR
chr1	111305	111306	25	0.684	non-DMR
chr1	111318	111319	28	0.7627	non-DMR
chr1	111418	111419	25	0.8843	non-DMR
chr1	111468	111469	23	0.8786	non-DMR
chr1	111547	111548	35	0.8965	non-DMR
chr1	111647	111648	31	0.8698	non-DMR
chr1	111708	111709	29	0.8888	non-DMR
chr1	111808	111809	28	0.881	non-DMR
chr1	111893	111894	28	0.8196	non-DMR
chr1	111931	111932	21	0.8116	flank-DMR
chr1	111971	111972	35	0.9437	flank-DMR
chr1	111995	111996	27	0.1168	non-DMR
chr1	112029	112030	25	0.0	non-DMR
chr1	112067	112068	26	0.031	non-DMR
chr1	112103	112104	28	0.0	non-DMR
chr1	112128	112129	26	0.0304	non-DMR
chr1	112170	112171	26	0.1602	non-DMR
chr1	112186	112187	33	0.14	non-DMR
chr1	112233	112234	32	0.0916	non-DMR
chr1	112257	112258	29	0.1361	non-DMR
chr1	112292	112293	25	0.1091	non-DMR
chr1	112317	112318	33	0.0558	non-DMR
chr1	112367	112368	24	0.0258	non-DMR
chr1	112404	112405	20	0.1322	non-DMR
chr1	112435	112436	33	0.1708	non-DMR
chr1	112535	112536	30	0.1892	non-DMR
chr1	112622	112623	31	0.1221	non-DMR
chr1	112722	112723	26	0.0264	non-DMR
chr1	112822	112823	27	0.0866	non-DMR
chr1	112920	112921	32	0.084	flank-DMR
chr1	112928	112929	33	0.194	good-DMR
chr1	112978	112979	30	0.0903	good-DMR
chr1	113006	113007	33	0.1149	good-DMR
chr1	113021	113022	30	0.0965	good-DMR
chr1	113045	113046	26	0.2928	good-DMR
chr1	113081	113082	19	0.3015	good-DMR
chr1	113104	113105	27	0.2398	good-DMR
chr1	113134	113135	26	0.1801	good-DMR
chr1	113177	113178	37	0.1711	good-DMR
chr1	113204	113205	36	0.2581	good-DMR
chr1	113223	113224	24	0.1878	good-DMR
chr1	113249	113250	22	0.0326	good-DMR
chr1	113299	113300	25	0.0942	good-DMR
chr1	113349	113350	30	0.1096	good-DMR
chr1	113364	113365	30	0.2716	good-DMR
chr1	113414	113415	33	0.1557	good-DMR
chr1	113448	113449	39	0.1429	good-DMR
chr1	113461	113462	27	0.1907	good-DMR
chr1	113533	113534	24	0.0671	good-DMR
chr1	113583	113584	34	0.1458	good-DMR
chr1	113683	113684	23	0.0075	good-DMR
chr1	113740	113741	30	0.2571	good-DMR
chr1	113790	113791	35	0.1025	good-DMR
chr1	113840	113841	40	0.1098	good-DMR
chr1	113940	113941	29	0.0356	good-DMR
chr1	113960	113961	27	0.2416	flank-DMR
chr1	114012	114013	37	0.0585	flank-DMR
chr1	114032	114033	32	0.2193	flank-DMR
chr1	114086	114087	30	0.0008	flank-DMR
chr1	114096	114097	31	0.2971	flank-DMR
chr1	114116	114117	25	0.0983	flank-DMR
chr1	114216	114217	24	0.0	flank-DMR
chr1	114298	114299	35	0.1088	flank-DMR
chr1	114404	114405	37	0.1799	flank-DMR
chr1	114437	114438	26	0.7225	non-DMR
chr1	114452	114453	33	0.7384	non-DMR
chr1	114496	114497	33	0.6974	non-DMR
chr1	114524	114525	30	0.6975	non-DMR
chr1	114553	114554	31	0.7365	non-DMR
chr1	114603	114604	26	0.5904	non-DMR
chr1	114618	114619	28	0.7457	non-DMR
chr1	114635	114636	31	0.6518	non-DMR
chr1	114670	114671	28	0.7444	non-DMR
chr1	114685	114686	28	0.6734	non-DMR
chr1	114707	114708	38	0.579	non-DMR
chr1	114756	114757	28	0.6872	non-DMR
chr1	114784	114785	33	0.8261	non-DMR
chr1	114799	114800	25	0.703	non-DMR
chr1	114832	114833	30	0.7429	non-DMR
chr1	114857	114858	28	0.7406	non-DMR
chr1	114878	114879	23	0.7905	non-DMR
chr1	114928	114929	33	0.6943	non-DMR
chr1	114951	114952	34	0.6998	non-DMR
chr1	115035	115036	25	0.7433	non-DMR
chr1	115135	115136	30	0.7821	non-DMR
chr1	115219	115220	26	0.6219	non-DMR
chr1	115292	115293	40	0.6762	non-DMR
chr1	115392	115393	33	0.6578	non-DMR
chr1	115462	115463	32	0.5885	flank-DMR
chr1	115464	115465	27	0.6848	flank-DMR
chr1	115491	115492	31	0.6156	non-DMR
chr1	115528	115529	26	0.5403	non-DMR
chr1	115563	115564	33	0.4242	non-DMR
chr1	115582	115583	29	0.4398	non-DMR
chr1	115602	115603	31	0.7391	non-DMR
chr1	115652	115653	29	0.4921	non-DMR
chr1	115692	115693	33	0.5418	non-DMR
chr1	115739	115740	37	0.4934	non-DMR
chr1	115772	115773	27	0.4641	non-DMR
chr1	115809	115810	33	0.4626	non-DMR
chr1	115837	115838	41	0.6146	non-DMR
chr1	115867	115868	25	0.6281	non-DMR
chr1	115891	115892	28	0.5499	non-DMR
chr1	115941	115942	28	0.5049	non-DMR
chr1	115962	115963	33	0.3247	non-DMR
chr1	115997	115998	26	0.5467	non-DMR
chr1	116025	116026	35	0.4673	non-DMR
chr1	116059	116060	31	0.5506	non-DMR
chr1	116159	116160	35	0.6218	non-DMR
chr1	116259	116260	30	0.6583	non-DMR
chr1	116359	116360	20	0.5684	non-DMR
chr1	116414	116415	32	0.3773	non-DMR
chr1	116514	116515	23	0.5036	non-DMR
chr1	116608	116609	31	0.6295	non-DMR
chr1	116626	116627	27	0.5122	flank-DMR
chr1	116676	116677	31	0.774	non-DMR
chr1	116726	116727	34	0.6861	non-DMR
chr1	116744	116745	19	0.6582	non-DMR
chr1	116764	116765	33	0.5732	non-DMR
chr1	116814	116815	32	0.7024	non-DMR
chr1	116832	116833	28	0.55	non-DMR
chr1	116855	116856	29	0.6459	non-DMR
chr1	116905	116906	32	0.543	non-DMR
chr1	116955	116956	29	0.5958	non-DMR
chr1	116970	116971	31	0.6721	non-DMR
chr1	117014	117015	27	0.7052	non-DMR
chr1	117041	117042	30	0.6682	non-DMR
chr1	117069	117070	35	0.7938	non-DMR
chr1	117119	117120	31	0.6731	non-DMR
chr1	117144	117145	35	0.5612	non-DMR
chr1	117167	117168	34	0.5417	non-DMR
chr1	117193	117194	23	0.7801	non-DMR
chr1	117202	117203	33	0.7228	non-DMR
chr1	117302	117303	32	0.6414	non-DMR
chr1	117402	117403	34	0.8276	non-DMR
chr1	117502	117503	35	0.7852	non-DMR
chr1	117601	117602	35	0.6529	non-DMR
chr1	117701	117702	32	0.7308	non-DMR
chr1	117745	117746	32	0.667	flank-DMR
chr1	117750	117751	31	0.7046	good-DMR
chr1	117765	117766	34	0.6034	good-DMR
chr1	117809	117810	22	0.6795	good-DMR
chr1	117846	117847	42	0.7368	good-DMR
chr1	117891	117892	30	0.7798	good-DMR
chr1	117932	117933	25	0.7638	good-DMR
chr1	117965	117966	25	0.8011	good-DMR
chr1	118009	118010	32	0.9328	good-DMR
chr1	118033	118034	30	0.8997	good-DMR
chr1	118073	118074	31	0.8226	good-DMR
chr1	118096	118097	31	0.6959	good-DMR
chr1	118137	118138	26	0.6188	good-DMR
chr1	118164	118165	26	0.7977	good-DMR
chr1	118202	118203	28	0.7403	good-DMR
chr1	118209	118210	32	0.7895	good-DMR
chr1	118294	118295	35	0.7549	good-DMR
chr1	118381	118382	25	0.8725	good-DMR
chr1	118431	118432	27	0.8217	good-DMR
chr1	118531	118532	31	0.7899	good-DMR
chr1	118631	118632	27	0.8147	good-DMR
chr1	118633	118634	29	0.9176	flank-DMR
chr1	118717	118718	27	0.7366	flank-DMR
chr1	118803	118804	30	0.7859	flank-DMR
chr1	118807	118808	21	0.8638	flank-DMR
chr1	119041	119042	34	0.8847	flank-DMR
chr1	119053	119054	33	0.0641	non-DMR
chr1	119068	119069	32	0.1358	non-DMR
chr1	119092	119093	34	0.112	non-DMR
chr1	119110	119111	31	0.0436	non-DMR
chr1	119160	119161	25	0.0598	non-DMR
chr1	119206	119207	36	0.0333	non-DMR
chr1	119224	119225	30	0.0593	non-DMR
chr1	119263	119264	28	0.2028	non-DMR
chr1	119295	119296	26	0.1568	non-DMR
chr1	119316	119317	22	0.0988	non-DMR
chr1	119344	119345	26	0.1305	non-DMR
chr1	119380	119381	29	0.1456	non-DMR
chr1	119426	119427	35	0.073	non-DMR
chr1	119451	119452	34	0.0638	non-DMR
chr1	119493	119494	31	0.004	non-DMR
chr1	119508	119509	23	0.1106	non-DMR
chr1	119546	119547	30	0.1001	non-DMR
chr1	119596	119597	37	0.0731	non-DMR
chr1	119670	119671	28	0.1894	non-DMR
chr1	119736	119737	30	0.0628	non-DMR
chr1	119786	119787	33	0.1191	non-DMR
chr1	119886	119887	25	0.0235	non-DMR
chr1	119986	119987	34	0.093	non-DMR
chr1	120036	120037	24	0.11	non-DMR
chr1	120046	120047	24	0.0412	flank-DMR
chr1	120088	120089	30	0.1553	flank-DMR
chr1	120134	120135	25	0.8217	non-DMR
chr1	120184	120185	35	0.7672	non-DMR
chr1	120225	120226	38	0.8964	non-DMR
chr1	120256	120257	34	0.7791	non-DMR
chr1	120284	120285	30	0.7505	non-DMR
chr1	120333	120334	29	0.6025	non-DMR
chr1	120355	120356	32	0.7159	non-DMR
chr1	120370	120371	25	0.6606	non-DMR
chr1	120401	120402	37	0.8389	non-DMR
chr1	120451	120452	34	0.7582	non-DMR
chr1	120501	120502	25	0.8714	non-DMR
chr1	120529	120530	27	0.7807	non-DMR
chr1	120560	120561	33	0.6896	non-DMR
chr1	120599	120600	32	0.6859	non-DMR
chr1	120615	120616	34	0.7718	non-DMR
chr1	120715	120716	31	0.7872	non-DMR
chr1	120810	120811	35	0.898	non-DMR
chr1	120910	120911	27	0.889	non-DMR
chr1	121010	121011	32	0.6769	non-DMR
chr1	121060	121061	24	0.7903	flank-DMR
chr1	121084	121085	24	0.7492	flank-DMR
chr1	121125	121126	31	0.5215	non-DMR
chr1	121158	121159	28	0.4482	non-DMR
chr1	121205	121206	23	0.6291	non-DMR
chr1	121221	121222	32	0.6344	non-DMR
chr1	121248	121249	24	0.6804	non-DMR
chr1	121274	121275	41	0.6631	non-DMR
chr1	121306	121307	30	0.5916	non-DMR
chr1	121356	121357	29	0.717	non-DMR
chr1	121378	121379	30	0.7134	non-DMR
chr1	121419	121420	29	0.5551	non-DMR
chr1	121469	121470	44	0.4733	non-DMR
chr1	121489	121490	32	0.6408	non-DMR
chr1	121521	121522	29	0.5958	non-DMR
chr1	121553	121554	33	0.5953	non-DMR
chr1	121569	121570	24	0.5167	non-DMR
chr1	121609	121610	25	0.7105	non-DMR
chr1	121709	121710	34	0.5825	non-DMR
chr1	121776	121777	29	0.6677	non-DMR
chr1	121860	121861	33	0.5722	non-DMR
chr1	121910	121911	34	0.6655	non-DMR
chr1	122010	122011	34	0.6844	non-DMR
chr1	122064	122065	30	0.6726	flank-DMR
chr1	122089	122090	25	0.0	non-DMR
chr1	122134	122135	32	0.1018	non-DMR
chr1	122154	122155	34	0.2239	non-DMR
chr1	122185	122186	33	0.1135	non-DMR
chr1	122203	122204	37	0.1614	non-DMR
chr1	122229	122230	34	0.196	non-DMR
chr1	122253	122254	35	0.1562	non-DMR
chr1	122282	122283	26	0.2523	non-DMR
chr1	122332	122333	32	0.1987	non-DMR
chr1	122382	122383	40	0.2437	non-DMR
chr1	122410	122411	33	0.1895	non-DMR
chr1	122437	122438	31	0.0385	non-DMR
chr1	122458	122459	30	0.156	non-DMR
chr1	122476	122477	27	0.2235	non-DMR
chr1	122504	122505	18	0.0	non-DMR
chr1	122531	122532	34	0.1576	non-DMR
chr1	122581	122582	25	0.1931	non-DMR
chr1	122681	122682	35	0.094	non-DMR
chr1	122781	122782	33	0.1693	non-DMR
chr1	122831	122832	35	0.1169	non-DMR
chr1	122931	122932	24	0.327	non-DMR
chr1	122965	122966	30	0.1972	flank-DMR
chr1	122967	122968	32	0.0535	flank-DMR
chr1	122972	122973	23	0.0728	good-DMR
chr1	122987	122988	29	0.198	good-DMR
chr1	123020	123021	26	0.1114	good-DMR
chr1	123062	123063	37	0.1259	good-DMR
chr1	123097	123098	31	0.0289	good-DMR
chr1	123118	123119	24	0.1429	good-DMR
chr1	123140	123141	27	0.219	good-DMR
chr1	123190	123191	30	0.0706	good-DMR
chr1	123226	123227	32	0.14	good-DMR
chr1	123241	123242	31	0.1414	good-DMR
chr1	123264	123265	29	0.1235	good-DMR
chr1	123291	123292	39	0.1005	good-DMR
chr1	123307	123308	32	0.0521	good-DMR
chr1	123335	123336	31	0.0013	good-DMR
chr1	123358	123359	26	0.0012	good-DMR
chr1	123391	123392	38	0.0948	good-DMR
chr1	123417	123418	38	0.1054	good-DMR
chr1	123438	123439	30	0.193	good-DMR
chr1	123463	123464	33	0.0309	good-DMR
chr1	123490	123491	23	0.163	good-DMR
chr1	123590	123591	27	0.1837	good-DMR
chr1	123678	123679	37	0.0652	good-DMR
chr1	123778	123779	27	0.0	good-DMR
chr1	123878	123879	34	0.1265	good-DMR
chr1	123929	123930	23	0.1982	good-DMR
chr1	123963	123964	36	0.2042	flank-DMR
chr1	123967	123968	26	0.0878	flank-DMR
chr1	124047	124048	32	0.2182	flank-DMR
chr1	124195	124196	28	0.126	flank-DMR
chr1	124263	124264	28	0.0944	flank-DMR
chr1	124373	124374	28	0.1547	flank-DMR
chr1	124415	124416	22	0.1325	flank-DMR
chr1	124435	124436	30	0.6549	non-DMR
chr1	124458	124459	36	0.8497	non-DMR
chr1	124489	124490	35	0.5957	non-DMR
chr1	124512	124513	35	0.8044	non-DMR
chr1	124545	124546	29	0.7526	non-DMR
chr1	124576	124577	26	0.5802	non-DMR
chr1	124596	124597	34	0.6146	non-DMR
chr1	124641	124642	32	0.8033	non-DMR
chr1	124656	124657	31	0.6846	non-DMR
chr1	124706	124707	30	0.5909	non-DMR
chr1	124741	124742	28	0.7074	non-DMR
chr1	124781	124782	30	0.6842	non-DMR
chr1	124796	124797	21	0.6365	non-DMR
chr1	124825	124826	41	0.6208	non-DMR
chr1	124875	124876	27	0.6537	non-DMR
chr1	124903	124904	26	0.5169	non-DMR
chr1	124935	124936	31	0.7185	non-DMR
chr1	124952	124953	30	0.7745	non-DMR
chr1	124967	124968	30	0.6766	non-DMR
chr1	124969	124970	30	0.7602	non-DMR
chr1	125036	125037	22	0.639	non-DMR
chr1	125108	125109	24	0.7043	non-DMR
chr1	125208	125209	20	0.6655	non-DMR
chr1	125308	125309	31	0.6041	non-DMR
chr1	125408	125409	22	0.5702	non-DMR
chr1	125462	125463	33	0.6758	flank-DMR
chr1	125496	125497	32	0.9199	non-DMR
chr1	125519	125520	38	0.8235	non-DMR
chr1	125535	125536	34	0.6608	non-DMR
chr1	125560	125561	38	0.8694	non-DMR
chr1	125604	125605	28	0.7901	non-DMR
chr1	125648	125649	32	0.8105	non-DMR
chr1	125672	125673	29	0.6667	non-DMR
chr1	125692	125693	27	0.6728	non-DMR
chr1	125710	125711	20	0.5851	non-DMR
chr1	125738	125739	16	0.8514	non-DMR
chr1	125770	125771	32	0.7995	non-DMR
chr1	125820	125821	25	0.7299	non-DMR
chr1	125852	125853	33	0.7573	non-DMR
chr1	125893	125894	26	0.7656	non-DMR
chr1	125913	125914	28	0.8233	non-DMR
chr1	125944	125945	33	0.6983	non-DMR
chr1	125976	125977	25	0.6922	non-DMR
chr1	126004	126005	41	0.5857	non-DMR
chr1	126022	126023	26	0.6279	non-DMR
chr1	126122	126123	33	0.6393	non-DMR
chr1	126222	126223	29	0.6602	non-DMR
chr1	126322	126323	40	0.7522	non-DMR
chr1	126372	126373	38	0.6761	non-DMR
chr1	126472	126473	29	0.7129	non-DMR
chr1	126522	126523	39	0.6967	non-DMR
chr1	126544	126545	21	0.8701	flank-DMR
chr1	126606	126607	37	0.8339	flank-DMR
chr1	126645	126646	27	0.7351	non-DMR
chr1	126679	126680	25	0.6008	non-DMR
chr1	126702	126703	34	0.5803	non-DMR
chr1	126745	126746	31	0.6232	non-DMR
chr1	126760	126761	31	0.6709	non-DMR
chr1	126810	126811	27	0.7431	non-DMR
