chr	start	end	coverage	methylation_level
chr1	108408	108409	24	0.8338	flank-DMR
chr1	108416	108417	42	0.7166	flank-DMR
chr1	108431	108432	21	0.8154	non-DMR
chr1	108468	108469	26	0.9081	non-DMR
chr1	108500	108501	20	0.6861	non-DMR
chr1	108534	108535	26	0.6861	non-DMR
chr1	108584	108585	30	0.8385	non-DMR
chr1	108622	108623	31	0.784	non-DMR
chr1	108672	108673	31	0.7427	non-DMR
chr1	108696	108697	35	0.6977	non-DMR
chr1	108711	108712	25	0.8666	non-DMR
chr1	108732	108733	27	0.6198	non-DMR
chr1	108755	108756	33	0.8693	non-DMR
chr1	108805	108806	21	0.9241	non-DMR
chr1	108848	108849	27	0.6081	non-DMR
chr1	108870	108871	31	0.7706	non-DMR
chr1	108915	108916	33	0.9068	non-DMR
chr1	108943	108944	25	0.7489	non-DMR
chr1	108993	108994	22	0.7193	non-DMR
chr1	108995	108996	30	0.8175	non-DMR
chr1	109045	109046	30	0.6258	non-DMR
chr1	109134	109135	21	0.808	non-DMR
chr1	109216	109217	20	0.7108	non-DMR
chr1	109266	109267	31	0.856	non-DMR
chr1	109366	109367	21	0.7275	non-DMR
chr1	109466	109467	29	0.708	non-DMR
chr1	109517	109518	28	0.8568	non-DMR
chr1	109599	109600	25	0.7896	flank-DMR
chr1	109601	109602	24	0.8322	flank-DMR
chr1	109613	109614	27	0.8703	non-DMR
chr1	109636	109637	38	0.8146	non-DMR
chr1	109668	109669	29	0.8765	non-DMR
chr1	109697	109698	32	0.7508	non-DMR
chr1	109747	109748	28	0.8106	non-DMR
chr1	109773	109774	33	0.806	non-DMR
chr1	109805	109806	34	0.8374	non-DMR
chr1	109820	109821	29	0.9352	non-DMR
chr1	109855	109856	23	0.8386	non-DMR
chr1	109875	109876	28	0.8035	non-DMR
chr1	109890	109891	29	0.9302	non-DMR
chr1	109940	109941	32	0.9562	non-DMR
chr1	109969	109970	30	0.8762	non-DMR
chr1	109984	109985	30	0.848	non-DMR
chr1	110004	110005	34	0.939	non-DMR
chr1	110034	110035	27	0.8735	non-DMR
chr1	110065	110066	21	0.9164	non-DMR
chr1	110088	110089	32	0.91	non-DMR
chr1	110103	110104	33	0.9247	non-DMR
chr1	110126	110127	29	0.9739	non-DMR
chr1	110127	110128	25	0.8048	non-DMR
chr1	110227	110228	30	0.7687	non-DMR
chr1	110296	110297	20	0.8378	non-DMR
chr1	110396	110397	33	0.8771	non-DMR
chr1	110446	110447	41	0.7409	non-DMR
chr1	110508	110509	28	0.8292	non-DMR
chr1	110608	110609	29	0.8706	non-DMR
chr1	110666	110667	22	0.7787	flank-DMR
chr1	110716	110717	25	0.8362	non-DMR
chr1	110741	110742	26	0.8935	non-DMR
chr1	110768	110769	34	0.9723	non-DMR
chr1	110788	110789	30	0.8906	non-DMR
chr1	110810	110811	31	0.7741	non-DMR
chr1	110860	110861	29	0.8433	non-DMR
chr1	110908	110909	24	0.8244	non-DMR
chr1	110923	110924	29	0.7623	non-DMR
chr1	110973	110974	33	1.0	non-DMR
chr1	111023	111024	36	0.7569	non-DMR
chr1	111049	111050	33	0.7252	non-DMR
chr1	111084	111085	30	0.8538	non-DMR
chr1	111114	111115	31	0.9846	non-DMR
chr1	111164	111165	31	0.7406	non-DMR
chr1	111184	111185	24	0.7394	non-DMR
chr1	111216	111217	23	0.8294	non-DMR
chr1	111240	111241	41	0.8084	non-DMR
chr1	111255	111256	24	0.8516	non-DMR
chr1	111305	111306	29	0.6376	non-DMR
chr1	111318	111319	23	0.8638	non-DMR
chr1	111418	111419	32	0.7889	non-DMR
chr1	111468	111469	24	0.8611	non-DMR
chr1	111547	111548	23	0.827	non-DMR
chr1	111647	111648	40	0.9129	non-DMR
chr1	111708	111709	26	0.979	non-DMR
chr1	111808	111809	25	0.8757	non-DMR
chr1	111893	111894	20	0.9227	non-DMR
chr1	111931	111932	28	0.7081	flank-DMR
chr1	111971	111972	33	0.8476	flank-DMR
chr1	111995	111996	24	0.0405	non-DMR
chr1	112029	112030	31	0.0453	non-DMR
chr1	112067	112068	30	0.0765	non-DMR
chr1	112103	112104	26	0.0	non-DMR
chr1	112128	112129	24	0.0	non-DMR
chr1	112170	112171	31	0.2337	non-DMR
chr1	112186	112187	24	0.0039	non-DMR
chr1	112257	112258	28	0.1161	non-DMR
chr1	112292	112293	28	0.0746	non-DMR
chr1	112317	112318	26	0.1188	non-DMR
chr1	112367	112368	22	0.0822	non-DMR
chr1	112404	112405	33	0.129	non-DMR
chr1	112435	112436	24	0.2019	non-DMR
chr1	112535	112536	25	0.0847	non-DMR
chr1	112622	112623	34	0.1527	non-DMR
chr1	112722	112723	21	0.1254	non-DMR
chr1	112822	112823	27	0.0189	non-DMR
chr1	112920	112921	31	0.1313	flank-DMR
chr1	112928	112929	23	0.1368	good-DMR
chr1	112978	112979	31	0.1425	good-DMR
chr1	113006	113007	36	0.0772	good-DMR
chr1	113021	113022	40	0.0	good-DMR
chr1	113045	113046	32	0.2541	good-DMR
chr1	113081	113082	20	0.2219	good-DMR
chr1	113104	113105	22	0.1619	good-DMR
chr1	113134	113135	30	0.2209	good-DMR
chr1	113177	113178	33	0.0807	good-DMR
chr1	113204	113205	31	0.164	good-DMR
chr1	113223	113224	25	0.1574	good-DMR
chr1	113249	113250	21	0.0363	good-DMR
chr1	113299	113300	36	0.0327	good-DMR
chr1	113349	113350	27	0.1225	good-DMR
chr1	113364	113365	28	0.2765	good-DMR
chr1	113414	113415	30	0.0257	good-DMR
chr1	113448	113449	26	0.1018	good-DMR
chr1	113461	113462	27	0.1656	good-DMR
chr1	113533	113534	31	0.0	good-DMR
chr1	113583	113584	35	0.1475	good-DMR
chr1	113683	113684	24	0.1296	good-DMR
chr1	113740	113741	19	0.1212	good-DMR
chr1	113790	113791	40	0.1043	good-DMR
chr1	113840	113841	26	0.1204	good-DMR
chr1	113940	113941	29	0.1658	good-DMR
chr1	113960	113961	32	0.1891	flank-DMR
chr1	114012	114013	31	0.0921	flank-DMR
chr1	114032	114033	25	0.1117	flank-DMR
chr1	114086	114087	36	0.1474	flank-DMR
chr1	114096	114097	35	0.2592	flank-DMR
chr1	114116	114117	31	0.1021	flank-DMR
chr1	114216	114217	35	0.0828	flank-DMR
chr1	114298	114299	25	0.1351	flank-DMR
chr1	114404	114405	29	0.1495	flank-DMR
chr1	114437	114438	28	0.6177	non-DMR
chr1	114452	114453	26	0.7167	non-DMR
chr1	114496	114497	29	0.7913	non-DMR
chr1	114524	114525	28	0.8274	non-DMR
chr1	114553	114554	31	0.6426	non-DMR
chr1	114603	114604	31	0.6665	non-DMR
chr1	114618	114619	36	0.6852	non-DMR
chr1	114635	114636	28	0.8336	non-DMR
chr1	114670	114671	19	0.6678	non-DMR
chr1	114685	114686	31	0.702	non-DMR
chr1	114707	114708	19	0.6532	non-DMR
chr1	114756	114757	27	0.7112	non-DMR
chr1	114784	114785	36	0.8172	non-DMR
chr1	114799	114800	26	0.7577	non-DMR
chr1	114832	114833	27	0.7168	non-DMR
chr1	114857	114858	33	0.7239	non-DMR
chr1	114878	114879	32	0.6865	non-DMR
chr1	114928	114929	27	0.6688	non-DMR
chr1	114951	114952	26	0.7145	non-DMR
chr1	115035	115036	28	0.7945	non-DMR
chr1	115135	115136	25	0.7252	non-DMR
chr1	115219	115220	35	0.7565	non-DMR
chr1	115292	115293	25	0.6682	non-DMR
chr1	115392	115393	31	0.7446	non-DMR
chr1	115462	115463	26	0.6472	flank-DMR
chr1	115464	115465	28	0.7205	flank-DMR
chr1	115491	115492	28	0.7633	non-DMR
chr1	115528	115529	34	0.5064	non-DMR
chr1	115563	115564	27	0.3727	non-DMR
chr1	115582	115583	32	0.4204	non-DMR
chr1	115602	115603	23	0.6002	non-DMR
chr1	115652	115653	25	0.561	non-DMR
chr1	115692	115693	41	0.5152	non-DMR
chr1	115739	115740	30	0.4772	non-DMR
chr1	115772	115773	25	0.5508	non-DMR
chr1	115809	115810	39	0.4233	non-DMR
chr1	115837	115838	29	0.5915	non-DMR
chr1	115867	115868	27	0.6713	non-DMR
chr1	115891	115892	28	0.5407	non-DMR
chr1	115941	115942	30	0.5595	non-DMR
chr1	115962	115963	29	0.4113	non-DMR
chr1	115997	115998	23	0.6671	non-DMR
chr1	116025	116026	29	0.5004	non-DMR
chr1	116059	116060	37	0.5394	non-DMR
chr1	116159	116160	25	0.5565	non-DMR
chr1	116259	116260	25	0.6327	non-DMR
chr1	116359	116360	26	0.6767	non-DMR
chr1	116414	116415	24	0.3814	non-DMR
chr1	116514	116515	31	0.4872	non-DMR
chr1	116608	116609	33	0.6513	non-DMR
chr1	116626	116627	25	0.6877	flank-DMR
chr1	116676	116677	32	0.7107	non-DMR
chr1	116726	116727	29	0.6676	non-DMR
chr1	116744	116745	29	0.6904	non-DMR
chr1	116764	116765	28	0.6719	non-DMR
chr1	116814	116815	30	0.813	non-DMR
chr1	116832	116833	35	0.5128	non-DMR
chr1	116855	116856	23	0.5681	non-DMR
chr1	116905	116906	22	0.5727	non-DMR
chr1	116955	116956	21	0.6409	non-DMR
chr1	116970	116971	28	0.8248	non-DMR
chr1	117014	117015	30	0.6203	non-DMR
chr1	117041	117042	30	0.5634	non-DMR
chr1	117069	117070	22	0.8036	non-DMR
chr1	117119	117120	30	0.7347	non-DMR
chr1	117144	117145	37	0.6375	non-DMR
chr1	117167	117168	31	0.6086	non-DMR
chr1	117193	117194	31	0.639	non-DMR
chr1	117202	117203	36	0.7463	non-DMR
chr1	117302	117303	32	0.6584	non-DMR
chr1	117402	117403	26	0.7656	non-DMR
chr1	117502	117503	32	0.6814	non-DMR
chr1	117601	117602	31	0.7944	non-DMR
chr1	117701	117702	29	0.596	non-DMR
chr1	117745	117746	29	0.7287	flank-DMR
chr1	117750	117751	28	0.7619	good-DMR
chr1	117765	117766	34	0.6511	good-DMR
chr1	117809	117810	26	0.7293	good-DMR
chr1	117846	117847	33	0.7939	good-DMR
chr1	117891	117892	22	0.716	good-DMR
chr1	117932	117933	33	0.6649	good-DMR
chr1	117965	117966	21	0.7363	good-DMR
chr1	118009	118010	33	0.9176	good-DMR
chr1	118033	118034	32	0.7498	good-DMR
chr1	118073	118074	25	0.8656	good-DMR
chr1	118096	118097	32	0.6923	good-DMR
chr1	118137	118138	20	0.6026	good-DMR
chr1	118164	118165	24	0.7595	good-DMR
chr1	118202	118203	29	0.7846	good-DMR
chr1	118209	118210	29	0.6992	good-DMR
chr1	118294	118295	31	0.7241	good-DMR
chr1	118381	118382	21	0.8301	good-DMR
chr1	118431	118432	31	0.8602	good-DMR
chr1	118531	118532	34	0.815	good-DMR
chr1	118631	118632	28	0.7908	good-DMR
chr1	118633	118634	31	0.8467	flank-DMR
chr1	118717	118718	29	0.761	flank-DMR
chr1	118803	118804	36	0.8629	flank-DMR
chr1	118807	118808	34	0.7418	flank-DMR
chr1	119041	119042	30	0.8303	flank-DMR
chr1	119053	119054	28	0.0973	non-DMR
chr1	119068	119069	27	0.0591	non-DMR
chr1	119092	119093	31	0.168	non-DMR
chr1	119110	119111	40	0.1117	non-DMR
chr1	119160	119161	35	0.0097	non-DMR
chr1	119206	119207	26	0.0061	non-DMR
chr1	119224	119225	29	0.0	non-DMR
chr1	119263	119264	36	0.1178	non-DMR
chr1	119280	119281	24	0.0	non-DMR
chr1	119295	119296	28	0.0793	non-DMR
chr1	119316	119317	31	0.1827	non-DMR
chr1	119344	119345	31	0.1552	non-DMR
chr1	119380	119381	28	0.0191	non-DMR
chr1	119426	119427	25	0.1372	non-DMR
chr1	119451	119452	21	0.062	non-DMR
chr1	119493	119494	28	0.083	non-DMR
chr1	119508	119509	22	0.0746	non-DMR
chr1	119546	119547	31	0.0	non-DMR
chr1	119596	119597	24	0.0804	non-DMR
chr1	119670	119671	32	0.1101	non-DMR
chr1	119736	119737	32	0.049	non-DMR
chr1	119786	119787	22	0.1352	non-DMR
chr1	119886	119887	23	0.0	non-DMR
chr1	119986	119987	34	0.1605	non-DMR
chr1	120036	120037	27	0.0791	non-DMR
chr1	120046	120047	33	0.1156	flank-DMR
chr1	120088	120089	23	0.0026	flank-DMR
chr1	120134	120135	34	0.8072	non-DMR
chr1	120184	120185	33	0.8152	non-DMR
chr1	120225	120226	29	0.9346	non-DMR
chr1	120256	120257	28	0.8013	non-DMR
chr1	120284	120285	28	0.793	non-DMR
chr1	120333	120334	28	0.7446	non-DMR
chr1	120355	120356	31	0.6408	non-DMR
chr1	120370	120371	32	0.6918	non-DMR
chr1	120401	120402	39	0.8213	non-DMR
chr1	120451	120452	34	0.6135	non-DMR
chr1	120501	120502	34	0.8643	non-DMR
chr1	120529	120530	31	0.7092	non-DMR
chr1	120560	120561	26	0.6298	non-DMR
chr1	120599	120600	35	0.6068	non-DMR
chr1	120615	120616	32	0.6925	non-DMR
chr1	120715	120716	35	0.7264	non-DMR
chr1	120810	120811	26	0.8223	non-DMR
chr1	120910	120911	27	0.6854	non-DMR
chr1	121010	121011	38	0.8097	non-DMR
chr1	121060	121061	30	0.898	flank-DMR
chr1	121084	121085	29	0.8258	flank-DMR
chr1	121125	121126	29	0.4889	non-DMR
chr1	121158	121159	31	0.4949	non-DMR
chr1	121205	121206	31	0.5458	non-DMR
chr1	121221	121222	26	0.5998	non-DMR
chr1	121248	121249	34	0.8088	non-DMR
chr1	121274	121275	28	0.7136	non-DMR
chr1	121306	121307	27	0.6288	non-DMR
chr1	121356	121357	36	0.7624	non-DMR
chr1	121378	121379	33	0.6542	non-DMR
chr1	121419	121420	30	0.4727	non-DMR
chr1	121469	121470	28	0.4479	non-DMR
chr1	121489	121490	35	0.7926	non-DMR
chr1	121521	121522	22	0.5229	non-DMR
chr1	121553	121554	29	0.548	non-DMR
chr1	121569	121570	30	0.5068	non-DMR
chr1	121609	121610	31	0.7473	non-DMR
chr1	121709	121710	28	0.6068	non-DMR
chr1	121776	121777	21	0.6666	non-DMR
chr1	121860	121861	20	0.4945	non-DMR
chr1	121910	121911	27	0.6239	non-DMR
chr1	122010	122011	31	0.6666	non-DMR
chr1	122064	122065	35	0.8115	flank-DMR
chr1	122089	122090	29	0.0331	non-DMR
chr1	122134	122135	25	0.0944	non-DMR
chr1	122154	122155	24	0.3062	non-DMR
chr1	122185	122186	30	0.2123	non-DMR
chr1	122203	122204	32	0.2023	non-DMR
chr1	122229	122230	29	0.2367	non-DMR
chr1	122253	122254	31	0.1582	non-DMR
chr1	122282	122283	32	0.2985	non-DMR
chr1	122332	122333	21	0.2372	non-DMR
chr1	122382	122383	41	0.1335	non-DMR
chr1	122410	122411	35	0.2115	non-DMR
chr1	122437	122438	22	0.1308	non-DMR
chr1	122458	122459	31	0.3101	non-DMR
chr1	122476	122477	16	0.158	non-DMR
chr1	122504	122505	28	0.0291	non-DMR
chr1	122531	122532	25	0.03	non-DMR
chr1	122581	122582	33	0.142	non-DMR
chr1	122681	122682	27	0.1699	non-DMR
chr1	122781	122782	34	0.1471	non-DMR
chr1	122831	122832	22	0.225	non-DMR
chr1	122931	122932	25	0.3776	non-DMR
chr1	122965	122966	32	0.1903	flank-DMR
chr1	122967	122968	32	0.0024	flank-DMR
chr1	122972	122973	32	0.01	good-DMR
chr1	122987	122988	32	0.2304	good-DMR
chr1	123020	123021	26	0.1002	good-DMR
chr1	123062	123063	32	0.1272	good-DMR
chr1	123097	123098	26	0.13	good-DMR
chr1	123118	123119	31	0.1992	good-DMR
chr1	123140	123141	35	0.222	good-DMR
chr1	123190	123191	26	0.1407	good-DMR
chr1	123226	123227	26	0.1355	good-DMR
chr1	123241	123242	21	0.2045	good-DMR
chr1	123264	123265	19	0.0553	good-DMR
chr1	123291	123292	24	0.1328	good-DMR
chr1	123307	123308	26	0.0894	good-DMR
chr1	123335	123336	31	0.0	good-DMR
chr1	123358	123359	35	0.0102	good-DMR
chr1	123391	123392	37	0.1297	good-DMR
chr1	123417	123418	26	0.1439	good-DMR
chr1	123438	123439	28	0.1959	good-DMR
chr1	123463	123464	33	0.0513	good-DMR
chr1	123490	123491	34	0.1523	good-DMR
chr1	123590	123591	33	0.1779	good-DMR
chr1	123678	123679	34	0.0514	good-DMR
chr1	123778	123779	30	0.1374	good-DMR
chr1	123878	123879	35	0.0757	good-DMR
chr1	123929	123930	25	0.2399	good-DMR
chr1	123963	123964	38	0.1217	flank-DMR
chr1	123967	123968	28	0.1343	flank-DMR
chr1	124047	124048	26	0.2211	flank-DMR
chr1	124195	124196	31	0.1674	flank-DMR
chr1	124263	124264	32	0.0	flank-DMR
chr1	124373	124374	34	0.1615	flank-DMR
chr1	124415	124416	29	0.1074	flank-DMR
chr1	124435	124436	29	0.6771	non-DMR
chr1	124458	124459	34	0.7694	non-DMR
chr1	124489	124490	22	0.6676	non-DMR
chr1	124512	124513	37	0.7776	non-DMR
chr1	124545	124546	26	0.6214	non-DMR
chr1	124576	124577	28	0.5639	non-DMR
chr1	124596	124597	28	0.5861	non-DMR
chr1	124641	124642	35	0.7689	non-DMR
chr1	124656	124657	24	0.6756	non-DMR
chr1	124706	124707	30	0.5151	non-DMR
chr1	124741	124742	35	0.7297	non-DMR
chr1	124781	124782	28	0.6208	non-DMR
chr1	124796	124797	32	0.6784	non-DMR
chr1	124825	124826	29	0.6603	non-DMR
chr1	124875	124876	22	0.5514	non-DMR
chr1	124903	124904	33	0.7428	non-DMR
chr1	124935	124936	34	0.8482	non-DMR
chr1	124952	124953	27	0.7261	non-DMR
chr1	124967	124968	32	0.8097	non-DMR
chr1	124969	124970	23	0.7273	non-DMR
chr1	125036	125037	29	0.6811	non-DMR
chr1	125108	125109	27	0.7092	non-DMR
chr1	125208	125209	32	0.6639	non-DMR
chr1	125308	125309	31	0.5733	non-DMR
chr1	125408	125409	32	0.5624	non-DMR
chr1	125462	125463	28	0.5612	flank-DMR
chr1	125496	125497	28	0.9144	non-DMR
chr1	125519	125520	37	0.7712	non-DMR
chr1	125535	125536	33	0.6823	non-DMR
chr1	125560	125561	33	0.852	non-DMR
chr1	125604	125605	28	0.8115	non-DMR
chr1	125648	125649	28	0.7382	non-DMR
chr1	125672	125673	31	0.656	non-DMR
chr1	125692	125693	23	0.642	non-DMR
chr1	125710	125711	26	0.674	non-DMR
chr1	125738	125739	26	0.8515	non-DMR
chr1	125770	125771	26	0.8548	non-DMR
chr1	125820	125821	26	0.703	non-DMR
chr1	125852	125853	31	0.8142	non-DMR
chr1	125893	125894	35	0.7695	non-DMR
chr1	125913	125914	23	0.8859	non-DMR
chr1	125944	125945	26	0.7012	non-DMR
chr1	125976	125977	24	0.705	non-DMR
chr1	126004	126005	26	0.6232	non-DMR
chr1	126022	126023	29	0.6432	non-DMR
chr1	126122	126123	33	0.5989	non-DMR
chr1	126222	126223	26	0.589	non-DMR
chr1	126322	126323	30	0.6872	non-DMR
chr1	126372	126373	26	0.6441	non-DMR
chr1	126472	126473	34	0.7486	non-DMR
chr1	126522	126523	22	0.653	non-DMR
chr1	126544	126545	34	0.8798	flank-DMR
chr1	126606	126607	25	0.8409	flank-DMR
chr1	126645	126646	24	0.6965	non-DMR
chr1	126679	126680	27	0.5919	non-DMR
chr1	126702	126703	29	0.6254	non-DMR
chr1	126745	126746	23	0.5568	non-DMR
chr1	126760	126761	29	0.7371	non-DMR
chr1	126810	126811	37	0.6897	non-DMR
