chr	start	end	coverage	methylation_level
chr1	102472	102473	34	0.0704	flank-DMR
chr1	102478	102479	27	0.0055	flank-DMR
chr1	102498	102499	27	0.1198	flank-DMR
chr1	102504	102505	22	0.138	flank-DMR
chr1	102620	102621	33	0.2313	flank-DMR
chr1	102636	102637	30	0.294	non-DMR
chr1	102684	102685	29	0.1418	non-DMR
chr1	102715	102716	31	0.2034	non-DMR
chr1	102749	102750	29	0.1984	non-DMR
chr1	102799	102800	30	0.2358	non-DMR
chr1	102838	102839	37	0.1666	non-DMR
chr1	102877	102878	22	0.0321	non-DMR
chr1	102927	102928	29	0.1752	non-DMR
chr1	102952	102953	29	0.2266	non-DMR
chr1	102972	102973	31	0.3303	non-DMR
chr1	102990	102991	37	0.0546	non-DMR
chr1	103005	103006	30	0.214	non-DMR
chr1	103055	103056	37	0.0165	non-DMR
chr1	103072	103073	36	0.2965	non-DMR
chr1	103099	103100	33	0.3011	non-DMR
chr1	103103	103104	37	0.2739	non-DMR
chr1	103203	103204	24	0.2255	non-DMR
chr1	103303	103304	27	0.1495	non-DMR
chr1	103403	103404	23	0.4605	non-DMR
chr1	103473	103474	32	0.2196	non-DMR
chr1	103563	103564	37	0.2618	non-DMR
chr1	103597	103598	26	0.112	flank-DMR
chr1	103612	103613	31	0.8016	non-DMR
chr1	103638	103639	20	0.9758	non-DMR
chr1	103653	103654	36	0.7571	non-DMR
chr1	103690	103691	24	0.7114	non-DMR
chr1	103723	103724	30	0.8548	non-DMR
chr1	103757	103758	30	0.8283	non-DMR
chr1	103804	103805	37	0.9304	non-DMR
chr1	103854	103855	24	0.9381	non-DMR
chr1	103879	103880	38	0.8926	non-DMR
chr1	103917	103918	24	0.7471	non-DMR
chr1	103952	103953	19	0.7367	non-DMR
chr1	103988	103989	27	0.8512	non-DMR
chr1	104025	104026	26	0.7985	non-DMR
chr1	104075	104076	27	0.6242	non-DMR
chr1	104151	104152	33	0.6817	non-DMR
chr1	104201	104202	30	0.8061	non-DMR
chr1	104267	104268	28	0.8542	non-DMR
chr1	104367	104368	31	0.8058	non-DMR
chr1	104467	104468	29	0.7029	non-DMR
chr1	104541	104542	32	0.7457	flank-DMR
chr1	104563	104564	32	0.6918	flank-DMR
chr1	104607	104608	23	0.5617	non-DMR
chr1	104629	104630	35	0.7592	non-DMR
chr1	104659	104660	37	0.7125	non-DMR
chr1	104688	104689	31	0.771	non-DMR
chr1	104703	104704	22	0.5803	non-DMR
chr1	104722	104723	36	0.6696	non-DMR
chr1	104745	104746	36	0.7859	non-DMR
chr1	104760	104761	33	0.6807	non-DMR
chr1	104791	104792	34	0.5817	non-DMR
chr1	104817	104818	29	0.6327	non-DMR
chr1	104832	104833	43	0.7359	non-DMR
chr1	104869	104870	24	0.811	non-DMR
chr1	104912	104913	27	0.5495	non-DMR
chr1	104946	104947	29	0.4926	non-DMR
chr1	104972	104973	31	0.5425	non-DMR
chr1	105012	105013	35	0.5356	non-DMR
chr1	105054	105055	27	0.7316	non-DMR
chr1	105089	105090	28	0.8158	non-DMR
chr1	105109	105110	24	0.6728	non-DMR
chr1	105143	105144	32	0.6659	non-DMR
chr1	105158	105159	30	0.6383	non-DMR
chr1	105228	105229	38	0.748	non-DMR
chr1	105328	105329	25	0.7089	non-DMR
chr1	105401	105402	28	0.5466	non-DMR
chr1	105501	105502	31	0.5736	non-DMR
chr1	105568	105569	28	0.844	non-DMR
chr1	105668	105669	32	0.5878	non-DMR
chr1	105676	105677	26	0.7515	flank-DMR
chr1	105762	105763	27	0.6465	flank-DMR
chr1	105768	105769	31	0.7153	good-DMR
chr1	105810	105811	29	0.8126	good-DMR
chr1	105839	105840	37	0.6531	good-DMR
chr1	105883	105884	30	0.5798	good-DMR
chr1	105924	105925	31	0.6593	good-DMR
chr1	105951	105952	30	0.8577	good-DMR
chr1	105966	105967	39	0.4917	good-DMR
chr1	105989	105990	27	0.7838	good-DMR
chr1	106039	106040	37	0.6918	good-DMR
chr1	106075	106076	32	0.7	good-DMR
chr1	106097	106098	29	0.6336	good-DMR
chr1	106131	106132	27	0.5813	good-DMR
chr1	106173	106174	38	0.7435	good-DMR
chr1	106195	106196	36	0.8281	good-DMR
chr1	106235	106236	34	0.6715	good-DMR
chr1	106335	106336	24	0.6722	good-DMR
chr1	106387	106388	20	0.765	good-DMR
chr1	106487	106488	25	0.7313	good-DMR
chr1	106565	106566	35	0.7603	good-DMR
chr1	106655	106656	24	0.7964	good-DMR
chr1	106679	106680	32	0.6524	flank-DMR
chr1	106735	106736	29	0.7274	flank-DMR
chr1	106787	106788	33	0.7981	flank-DMR
chr1	106915	106916	33	0.783	flank-DMR
chr1	106975	106976	40	0.5596	flank-DMR
chr1	106977	106978	37	0.7951	flank-DMR
chr1	106987	106988	31	0.713	flank-DMR
chr1	107013	107014	29	0.7232	flank-DMR
chr1	107061	107062	29	0.5896	flank-DMR
chr1	107149	107150	34	0.7592	flank-DMR
chr1	107168	107169	21	0.668	non-DMR
chr1	107190	107191	23	0.8011	non-DMR
chr1	107231	107232	23	0.8359	non-DMR
chr1	107281	107282	32	0.751	non-DMR
chr1	107301	107302	22	0.8347	non-DMR
chr1	107335	107336	33	0.6969	non-DMR
chr1	107385	107386	22	0.8522	non-DMR
chr1	107400	107401	27	0.8078	non-DMR
chr1	107445	107446	26	0.9201	non-DMR
chr1	107462	107463	16	0.8505	non-DMR
chr1	107495	107496	34	0.7965	non-DMR
chr1	107545	107546	29	0.7492	non-DMR
chr1	107560	107561	29	0.7931	non-DMR
chr1	107604	107605	35	0.8187	non-DMR
chr1	107654	107655	25	0.7992	non-DMR
chr1	107677	107678	24	0.9051	non-DMR
chr1	107717	107718	26	0.8286	non-DMR
chr1	107767	107768	29	0.7023	non-DMR
chr1	107773	107774	38	0.7523	non-DMR
chr1	107873	107874	33	0.8463	non-DMR
chr1	107973	107974	35	0.7463	non-DMR
chr1	108073	108074	28	0.7253	non-DMR
chr1	108173	108174	26	0.7766	non-DMR
chr1	108228	108229	27	0.8616	non-DMR
chr1	108328	108329	26	0.8325	non-DMR
chr1	108408	108409	33	0.838	flank-DMR
chr1	108416	108417	34	0.7222	flank-DMR
chr1	108431	108432	30	0.7988	non-DMR
chr1	108468	108469	18	0.8671	non-DMR
chr1	108500	108501	21	0.6867	non-DMR
chr1	108534	108535	27	0.7111	non-DMR
chr1	108584	108585	34	0.8568	non-DMR
chr1	108622	108623	27	0.7919	non-DMR
chr1	108672	108673	27	0.6851	non-DMR
chr1	108696	108697	28	0.726	non-DMR
chr1	108711	108712	37	0.8502	non-DMR
chr1	108732	108733	25	0.6582	non-DMR
chr1	108755	108756	31	0.8045	non-DMR
chr1	108805	108806	33	0.8744	non-DMR
chr1	108848	108849	27	0.7235	non-DMR
chr1	108870	108871	28	0.783	non-DMR
chr1	108915	108916	36	0.8705	non-DMR
chr1	108943	108944	31	0.7795	non-DMR
chr1	108993	108994	28	0.7098	non-DMR
chr1	108995	108996	25	0.8552	non-DMR
chr1	109045	109046	38	0.7061	non-DMR
chr1	109134	109135	24	0.8688	non-DMR
chr1	109216	109217	30	0.7773	non-DMR
chr1	109266	109267	25	0.8532	non-DMR
chr1	109366	109367	34	0.6215	non-DMR
chr1	109466	109467	27	0.7586	non-DMR
chr1	109517	109518	34	0.9434	non-DMR
chr1	109599	109600	20	0.7989	flank-DMR
chr1	109601	109602	35	0.8787	flank-DMR
chr1	109613	109614	32	0.9058	non-DMR
chr1	109636	109637	32	0.7484	non-DMR
chr1	109668	109669	18	0.9003	non-DMR
chr1	109697	109698	26	0.7855	non-DMR
chr1	109747	109748	32	0.804	non-DMR
chr1	109773	109774	29	0.8442	non-DMR
chr1	109805	109806	27	0.9421	non-DMR
chr1	109820	109821	26	1.0	non-DMR
chr1	109855	109856	28	0.8167	non-DMR
chr1	109875	109876	30	0.9545	non-DMR
chr1	109890	109891	34	0.9621	non-DMR
chr1	109940	109941	44	0.9935	non-DMR
chr1	109969	109970	26	0.9266	non-DMR
chr1	109984	109985	28	0.8173	non-DMR
chr1	110004	110005	23	1.0	non-DMR
chr1	110034	110035	34	0.7518	non-DMR
chr1	110065	110066	26	0.9698	non-DMR
chr1	110088	110089	35	0.8094	non-DMR
chr1	110103	110104	33	0.8126	non-DMR
chr1	110126	110127	29	1.0	non-DMR
chr1	110127	110128	27	0.7717	non-DMR
chr1	110227	110228	30	0.7298	non-DMR
chr1	110296	110297	33	0.7707	non-DMR
chr1	110396	110397	26	0.7799	non-DMR
chr1	110446	110447	30	0.767	non-DMR
chr1	110508	110509	24	0.8587	non-DMR
chr1	110608	110609	35	0.8762	non-DMR
chr1	110666	110667	31	0.8197	flank-DMR
chr1	110716	110717	31	0.8755	non-DMR
chr1	110741	110742	26	0.7787	non-DMR
chr1	110768	110769	37	1.0	non-DMR
chr1	110788	110789	29	0.9022	non-DMR
chr1	110810	110811	33	0.7737	non-DMR
chr1	110860	110861	30	0.822	non-DMR
chr1	110908	110909	25	0.7923	non-DMR
chr1	110923	110924	29	0.672	non-DMR
chr1	110973	110974	30	1.0	non-DMR
chr1	111023	111024	27	0.7727	non-DMR
chr1	111049	111050	25	0.6283	non-DMR
chr1	111084	111085	28	0.8865	non-DMR
chr1	111114	111115	28	0.8403	non-DMR
chr1	111164	111165	32	0.814	non-DMR
chr1	111184	111185	31	0.8075	non-DMR
chr1	111216	111217	35	0.9108	non-DMR
chr1	111240	111241	23	0.8769	non-DMR
chr1	111255	111256	38	0.7804	non-DMR
chr1	111305	111306	29	0.6598	non-DMR
chr1	111318	111319	29	0.8533	non-DMR
chr1	111418	111419	23	0.8252	non-DMR
chr1	111468	111469	27	0.9459	non-DMR
chr1	111547	111548	32	0.8481	non-DMR
chr1	111647	111648	26	1.0	non-DMR
chr1	111708	111709	31	0.874	non-DMR
chr1	111808	111809	25	0.9166	non-DMR
chr1	111893	111894	26	0.8286	non-DMR
chr1	111931	111932	34	0.7939	flank-DMR
chr1	111971	111972	27	0.9585	flank-DMR
chr1	111995	111996	28	0.1402	non-DMR
chr1	112029	112030	35	0.0	non-DMR
chr1	112067	112068	29	0.0626	non-DMR
chr1	112103	112104	32	0.0486	non-DMR
chr1	112128	112129	32	0.0192	non-DMR
chr1	112170	112171	25	0.1722	non-DMR
chr1	112186	112187	34	0.0536	non-DMR
chr1	112233	112234	34	0.0439	non-DMR
chr1	112257	112258	24	0.1047	non-DMR
chr1	112292	112293	30	0.0205	non-DMR
chr1	112317	112318	36	0.0	non-DMR
chr1	112367	112368	26	0.0345	non-DMR
chr1	112404	112405	15	0.0972	non-DMR
chr1	112435	112436	33	0.1525	non-DMR
chr1	112535	112536	37	0.1923	non-DMR
chr1	112622	112623	32	0.1667	non-DMR
chr1	112722	112723	30	0.0	non-DMR
chr1	112822	112823	23	0.044	non-DMR
chr1	112920	112921	33	0.1145	flank-DMR
chr1	112928	112929	28	0.1248	good-DMR
chr1	112978	112979	32	0.1553	good-DMR
chr1	113006	113007	31	0.1373	good-DMR
chr1	113021	113022	28	0.0061	good-DMR
chr1	113045	113046	29	0.3043	good-DMR
chr1	113081	113082	23	0.1652	good-DMR
chr1	113104	113105	32	0.1497	good-DMR
chr1	113134	113135	29	0.147	good-DMR
chr1	113177	113178	34	0.2361	good-DMR
chr1	113204	113205	23	0.237	good-DMR
chr1	113223	113224	33	0.0793	good-DMR
chr1	113249	113250	28	0.0992	good-DMR
chr1	113299	113300	21	0.0647	good-DMR
chr1	113349	113350	32	0.0808	good-DMR
chr1	113364	113365	22	0.2519	good-DMR
chr1	113414	113415	41	0.0653	good-DMR
chr1	113448	113449	26	0.134	good-DMR
chr1	113461	113462	37	0.0774	good-DMR
chr1	113533	113534	33	0.0775	good-DMR
chr1	113583	113584	28	0.1015	good-DMR
chr1	113683	113684	28	0.0329	good-DMR
chr1	113740	113741	27	0.0767	good-DMR
chr1	113790	113791	21	0.1138	good-DMR
chr1	113840	113841	36	0.2765	good-DMR
chr1	113940	113941	34	0.1383	good-DMR
chr1	113960	113961	20	0.226	flank-DMR
chr1	114012	114013	22	0.0596	flank-DMR
chr1	114032	114033	34	0.1817	flank-DMR
chr1	114086	114087	25	0.0297	flank-DMR
chr1	114096	114097	31	0.2758	flank-DMR
chr1	114116	114117	37	0.0	flank-DMR
chr1	114216	114217	30	0.1458	flank-DMR
chr1	114298	114299	27	0.0292	flank-DMR
chr1	114404	114405	25	0.1389	flank-DMR
chr1	114437	114438	26	0.6134	non-DMR
chr1	114452	114453	33	0.8564	non-DMR
chr1	114496	114497	34	0.7895	non-DMR
chr1	114524	114525	28	0.7466	non-DMR
chr1	114553	114554	24	0.68	non-DMR
chr1	114603	114604	22	0.608	non-DMR
chr1	114618	114619	33	0.7258	non-DMR
chr1	114635	114636	25	0.7447	non-DMR
chr1	114670	114671	35	0.6774	non-DMR
chr1	114685	114686	26	0.7012	non-DMR
chr1	114707	114708	37	0.6295	non-DMR
chr1	114756	114757	40	0.6846	non-DMR
chr1	114784	114785	27	0.7317	non-DMR
chr1	114799	114800	35	0.7427	non-DMR
chr1	114832	114833	25	0.7141	non-DMR
chr1	114857	114858	32	0.7147	non-DMR
chr1	114878	114879	31	0.743	non-DMR
chr1	114928	114929	27	0.6009	non-DMR
chr1	114951	114952	28	0.6848	non-DMR
chr1	115035	115036	23	0.7553	non-DMR
chr1	115135	115136	33	0.7089	non-DMR
chr1	115219	115220	27	0.6768	non-DMR
chr1	115292	115293	26	0.6512	non-DMR
chr1	115392	115393	27	0.6794	non-DMR
chr1	115462	115463	29	0.8164	flank-DMR
chr1	115464	115465	24	0.7195	flank-DMR
chr1	115491	115492	36	0.59	non-DMR
chr1	115528	115529	32	0.4823	non-DMR
chr1	115563	115564	36	0.3854	non-DMR
chr1	115582	115583	30	0.3391	non-DMR
chr1	115602	115603	20	0.7058	non-DMR
chr1	115652	115653	21	0.4586	non-DMR
chr1	115692	115693	35	0.5423	non-DMR
chr1	115739	115740	26	0.4146	non-DMR
chr1	115772	115773	32	0.5491	non-DMR
chr1	115809	115810	26	0.4278	non-DMR
chr1	115837	115838	27	0.6426	non-DMR
chr1	115867	115868	36	0.55	non-DMR
chr1	115891	115892	34	0.6044	non-DMR
chr1	115941	115942	33	0.4804	non-DMR
chr1	115962	115963	31	0.3807	non-DMR
chr1	115997	115998	29	0.6368	non-DMR
chr1	116025	116026	34	0.5514	non-DMR
chr1	116059	116060	32	0.5202	non-DMR
chr1	116159	116160	30	0.6312	non-DMR
chr1	116259	116260	28	0.6758	non-DMR
chr1	116359	116360	27	0.5418	non-DMR
chr1	116414	116415	26	0.4572	non-DMR
chr1	116514	116515	28	0.4173	non-DMR
chr1	116608	116609	43	0.6271	non-DMR
chr1	116626	116627	29	0.6071	flank-DMR
chr1	116676	116677	31	0.6972	non-DMR
chr1	116726	116727	20	0.6241	non-DMR
chr1	116744	116745	35	0.5971	non-DMR
chr1	116764	116765	35	0.6162	non-DMR
chr1	116814	116815	32	0.7123	non-DMR
chr1	116832	116833	34	0.6017	non-DMR
chr1	116855	116856	30	0.5564	non-DMR
chr1	116905	116906	27	0.5693	non-DMR
chr1	116955	116956	32	0.6083	non-DMR
chr1	116970	116971	31	0.6791	non-DMR
chr1	117014	117015	33	0.7292	non-DMR
chr1	117041	117042	29	0.6343	non-DMR
chr1	117069	117070	35	0.7615	non-DMR
chr1	117119	117120	32	0.7419	non-DMR
chr1	117144	117145	38	0.5291	non-DMR
chr1	117167	117168	24	0.6032	non-DMR
chr1	117193	117194	31	0.7565	non-DMR
chr1	117202	117203	27	0.7632	non-DMR
chr1	117302	117303	27	0.6502	non-DMR
chr1	117402	117403	29	0.8154	non-DMR
chr1	117502	117503	23	0.7283	non-DMR
chr1	117601	117602	25	0.8092	non-DMR
chr1	117701	117702	31	0.6429	non-DMR
chr1	117745	117746	29	0.7527	flank-DMR
chr1	117750	117751	31	0.7873	good-DMR
chr1	117765	117766	30	0.6489	good-DMR
chr1	117809	117810	26	0.767	good-DMR
chr1	117846	117847	36	0.786	good-DMR
chr1	117891	117892	27	0.7742	good-DMR
chr1	117932	117933	28	0.7341	good-DMR
chr1	117965	117966	29	0.7951	good-DMR
chr1	118009	118010	27	0.91	good-DMR
chr1	118033	118034	36	0.7153	good-DMR
chr1	118073	118074	35	0.7894	good-DMR
chr1	118096	118097	27	0.7309	good-DMR
chr1	118137	118138	30	0.7194	good-DMR
chr1	118164	118165	30	0.7984	good-DMR
chr1	118202	118203	33	0.7462	good-DMR
chr1	118209	118210	32	0.7356	good-DMR
chr1	118294	118295	24	0.7696	good-DMR
chr1	118381	118382	21	0.815	good-DMR
chr1	118431	118432	24	0.7014	good-DMR
chr1	118531	118532	31	0.8847	good-DMR
chr1	118631	118632	29	0.8532	good-DMR
chr1	118633	118634	30	0.7809	flank-DMR
chr1	118717	118718	25	0.8161	flank-DMR
chr1	118803	118804	32	0.7811	flank-DMR
chr1	118807	118808	23	0.7473	flank-DMR
chr1	119041	119042	35	0.7837	flank-DMR
chr1	119053	119054	33	0.0017	non-DMR
chr1	119068	119069	36	0.1887	non-DMR
chr1	119092	119093	32	0.1057	non-DMR
chr1	119110	119111	37	0.1069	non-DMR
chr1	119160	119161	31	0.1051	non-DMR
chr1	119206	119207	26	0.0	non-DMR
chr1	119224	119225	25	0.0593	non-DMR
chr1	119263	119264	29	0.2171	non-DMR
chr1	119280	119281	22	0.0313	non-DMR
chr1	119295	119296	21	0.0071	non-DMR
chr1	119316	119317	31	0.1858	non-DMR
chr1	119344	119345	30	0.1635	non-DMR
chr1	119380	119381	25	0.0937	non-DMR
chr1	119426	119427	38	0.0	non-DMR
chr1	119451	119452	29	0.0175	non-DMR
chr1	119493	119494	22	0.0	non-DMR
chr1	119508	119509	31	0.0942	non-DMR
chr1	119546	119547	37	0.0744	non-DMR
chr1	119596	119597	21	0.0731	non-DMR
chr1	119670	119671	23	0.0407	non-DMR
chr1	119736	119737	32	0.1127	non-DMR
chr1	119786	119787	32	0.1131	non-DMR
chr1	119886	119887	33	0.0	non-DMR
chr1	119986	119987	35	0.1682	non-DMR
chr1	120036	120037	28	0.1246	non-DMR
chr1	120046	120047	29	0.1848	flank-DMR
chr1	120088	120089	31	0.0999	flank-DMR
chr1	120134	120135	34	0.8401	non-DMR
chr1	120184	120185	34	0.77	non-DMR
chr1	120225	120226	22	0.8368	non-DMR
chr1	120256	120257	33	0.8004	non-DMR
chr1	120284	120285	28	0.7811	non-DMR
chr1	120333	120334	27	0.6997	non-DMR
chr1	120355	120356	31	0.6401	non-DMR
chr1	120370	120371	38	0.6841	non-DMR
chr1	120401	120402	24	0.7952	non-DMR
chr1	120451	120452	33	0.8334	non-DMR
chr1	120501	120502	30	0.7829	non-DMR
chr1	120529	120530	24	0.7929	non-DMR
chr1	120560	120561	31	0.7166	non-DMR
chr1	120599	120600	31	0.631	non-DMR
chr1	120615	120616	23	0.7398	non-DMR
chr1	120715	120716	27	0.6916	non-DMR
chr1	120810	120811	24	0.7833	non-DMR
chr1	120910	120911	38	0.8071	non-DMR
chr1	121010	121011	20	0.7521	non-DMR
chr1	121060	121061	29	0.7574	flank-DMR
chr1	121084	121085	35	0.8371	flank-DMR
chr1	121125	121126	27	0.5564	non-DMR
chr1	121158	121159	29	0.469	non-DMR
chr1	121205	121206	25	0.571	non-DMR
chr1	121221	121222	25	0.723	non-DMR
chr1	121248	121249	32	0.6413	non-DMR
chr1	121274	121275	30	0.7118	non-DMR
chr1	121306	121307	31	0.543	non-DMR
chr1	121356	121357	29	0.744	non-DMR
chr1	121378	121379	27	0.5906	non-DMR
chr1	121419	121420	34	0.5176	non-DMR
chr1	121469	121470	32	0.4214	non-DMR
chr1	121489	121490	28	0.7615	non-DMR
chr1	121521	121522	31	0.4128	non-DMR
chr1	121553	121554	38	0.4588	non-DMR
chr1	121569	121570	30	0.6328	non-DMR
chr1	121609	121610	22	0.7382	non-DMR
chr1	121709	121710	22	0.6186	non-DMR
chr1	121776	121777	25	0.7447	non-DMR
chr1	121860	121861	36	0.4237	non-DMR
chr1	121910	121911	22	0.684	non-DMR
chr1	122010	122011	33	0.6325	non-DMR
chr1	122064	122065	30	0.739	flank-DMR
chr1	122089	122090	23	0.031	non-DMR
chr1	122134	122135	28	0.0998	non-DMR
chr1	122154	122155	34	0.2735	non-DMR
chr1	122185	122186	24	0.0948	non-DMR
chr1	122203	122204	27	0.1069	non-DMR
chr1	122229	122230	36	0.2475	non-DMR
chr1	122253	122254	32	0.1929	non-DMR
chr1	122282	122283	25	0.2085	non-DMR
chr1	122332	122333	29	0.2599	non-DMR
chr1	122382	122383	22	0.1233	non-DMR
chr1	122410	122411	30	0.146	non-DMR
chr1	122437	122438	22	0.0799	non-DMR
chr1	122458	122459	23	0.22	non-DMR
chr1	122476	122477	28	0.2357	non-DMR
chr1	122504	122505	25	0.0585	non-DMR
chr1	122531	122532	33	0.0252	non-DMR
chr1	122581	122582	25	0.1592	non-DMR
chr1	122681	122682	22	0.139	non-DMR
chr1	122781	122782	33	0.0994	non-DMR
chr1	122831	122832	34	0.2251	non-DMR
chr1	122931	122932	15	0.2578	non-DMR
chr1	122965	122966	26	0.2284	flank-DMR
chr1	122967	122968	32	0.0538	flank-DMR
chr1	122972	122973	31	0.0	good-DMR
chr1	122987	122988	34	0.1858	good-DMR
chr1	123020	123021	27	0.0802	good-DMR
chr1	123062	123063	31	0.2496	good-DMR
chr1	123097	123098	32	0.0923	good-DMR
chr1	123118	123119	35	0.2074	good-DMR
chr1	123140	123141	40	0.1771	good-DMR
chr1	123190	123191	32	0.0069	good-DMR
chr1	123226	123227	41	0.0964	good-DMR
chr1	123241	123242	34	0.1177	good-DMR
chr1	123264	123265	32	0.0	good-DMR
chr1	123291	123292	35	0.1281	good-DMR
chr1	123307	123308	27	0.0	good-DMR
chr1	123335	123336	37	0.0888	good-DMR
chr1	123358	123359	33	0.0017	good-DMR
chr1	123391	123392	28	0.1657	good-DMR
chr1	123417	123418	28	0.1619	good-DMR
chr1	123438	123439	29	0.1734	good-DMR
chr1	123463	123464	29	0.0855	good-DMR
chr1	123490	123491	38	0.1582	good-DMR
chr1	123590	123591	31	0.1931	good-DMR
chr1	123678	123679	24	0.1489	good-DMR
chr1	123778	123779	31	0.0561	good-DMR
chr1	123878	123879	29	0.0467	good-DMR
chr1	123929	123930	30	0.1903	good-DMR
chr1	123963	123964	26	0.1087	flank-DMR
chr1	123967	123968	26	0.0795	flank-DMR
chr1	124047	124048	30	0.1754	flank-DMR
chr1	124195	124196	24	0.0353	flank-DMR
chr1	124263	124264	23	0.0856	flank-DMR
chr1	124373	124374	25	0.0808	flank-DMR
chr1	124415	124416	36	0.0415	flank-DMR
chr1	124435	124436	24	0.7161	non-DMR
chr1	124458	124459	33	0.7567	non-DMR
chr1	124489	124490	26	0.5709	non-DMR
chr1	124512	124513	39	0.7809	non-DMR
chr1	124545	124546	36	0.6601	non-DMR
chr1	124576	124577	27	0.5792	non-DMR
chr1	124596	124597	40	0.5968	non-DMR
chr1	124641	124642	34	0.7655	non-DMR
chr1	124656	124657	22	0.5874	non-DMR
chr1	124706	124707	27	0.5684	non-DMR
chr1	124741	124742	34	0.6445	non-DMR
chr1	124781	124782	33	0.6191	non-DMR
chr1	124796	124797	30	0.7114	non-DMR
chr1	124825	124826	38	0.6222	non-DMR
chr1	124875	124876	23	0.6046	non-DMR
chr1	124903	124904	34	0.6663	non-DMR
chr1	124935	124936	33	0.7295	non-DMR
chr1	124952	124953	23	0.7875	non-DMR
chr1	124967	124968	23	0.7967	non-DMR
chr1	124969	124970	33	0.7146	non-DMR
chr1	125036	125037	29	0.7249	non-DMR
chr1	125108	125109	26	0.5979	non-DMR
chr1	125208	125209	29	0.6273	non-DMR
chr1	125308	125309	36	0.5779	non-DMR
chr1	125408	125409	35	0.5526	non-DMR
chr1	125462	125463	23	0.598	flank-DMR
chr1	125496	125497	23	0.8803	non-DMR
chr1	125519	125520	35	0.7918	non-DMR
chr1	125535	125536	31	0.753	non-DMR
chr1	125560	125561	25	0.8295	non-DMR
chr1	125604	125605	25	0.7509	non-DMR
chr1	125648	125649	27	0.7808	non-DMR
chr1	125672	125673	33	0.7324	non-DMR
chr1	125692	125693	31	0.6498	non-DMR
chr1	125710	125711	40	0.8012	non-DMR
chr1	125738	125739	28	0.834	non-DMR
chr1	125770	125771	32	0.7724	non-DMR
chr1	125820	125821	24	0.5958	non-DMR
chr1	125852	125853	36	0.7124	non-DMR
chr1	125893	125894	32	0.7717	non-DMR
chr1	125913	125914	24	0.8766	non-DMR
chr1	125944	125945	31	0.7062	non-DMR
chr1	125976	125977	31	0.623	non-DMR
chr1	126004	126005	35	0.6896	non-DMR
chr1	126022	126023	33	0.6154	non-DMR
chr1	126122	126123	30	0.6894	non-DMR
chr1	126222	126223	36	0.7817	non-DMR
chr1	126322	126323	26	0.6515	non-DMR
chr1	126372	126373	30	0.6613	non-DMR
chr1	126472	126473	29	0.6735	non-DMR
chr1	126522	126523	36	0.6665	non-DMR
chr1	126544	126545	23	0.745	flank-DMR
chr1	126606	126607	31	0.9221	flank-DMR
chr1	126645	126646	20	0.741	non-DMR
chr1	126679	126680	33	0.5412	non-DMR
chr1	126702	126703	30	0.6492	non-DMR
chr1	126745	126746	22	0.4721	non-DMR
chr1	126760	126761	34	0.6846	non-DMR
