chr	start	end	coverage	methylation_level
chr1	106987	106988	30	0.6546	flank-DMR
chr1	107013	107014	25	0.5755	flank-DMR
chr1	107061	107062	26	0.6764	flank-DMR
chr1	107149	107150	34	0.6372	flank-DMR
chr1	107168	107169	30	0.589	non-DMR
chr1	107190	107191	21	0.816	non-DMR
chr1	107231	107232	28	0.7364	non-DMR
chr1	107281	107282	29	0.6502	non-DMR
chr1	107301	107302	17	0.7961	non-DMR
chr1	107335	107336	26	0.6601	non-DMR
chr1	107385	107386	24	0.713	non-DMR
chr1	107400	107401	37	0.8178	non-DMR
chr1	107445	107446	34	0.8472	non-DMR
chr1	107462	107463	21	0.8311	non-DMR
chr1	107495	107496	32	0.7748	non-DMR
chr1	107545	107546	28	0.5668	non-DMR
chr1	107560	107561	35	0.7341	non-DMR
chr1	107604	107605	32	0.7075	non-DMR
chr1	107654	107655	31	0.7915	non-DMR
chr1	107677	107678	36	0.7654	non-DMR
chr1	107717	107718	30	0.7297	non-DMR
chr1	107767	107768	20	0.6963	non-DMR
chr1	107773	107774	36	0.8178	non-DMR
chr1	107873	107874	39	0.7663	non-DMR
chr1	107973	107974	38	0.6222	non-DMR
chr1	108073	108074	38	0.7863	non-DMR
chr1	108173	108174	27	0.5822	non-DMR
chr1	108228	108229	33	0.7767	non-DMR
chr1	108328	108329	24	0.7198	non-DMR
chr1	108408	108409	32	0.9075	flank-DMR
chr1	108416	108417	25	0.6126	flank-DMR
chr1	108431	108432	38	0.6902	non-DMR
chr1	108468	108469	36	0.7717	non-DMR
chr1	108500	108501	37	0.7105	non-DMR
chr1	108534	108535	22	0.7001	non-DMR
chr1	108584	108585	39	0.9355	non-DMR
chr1	108622	108623	33	0.6947	non-DMR
chr1	108672	108673	31	0.7309	non-DMR
chr1	108696	108697	29	0.7316	non-DMR
chr1	108711	108712	32	0.8217	non-DMR
chr1	108732	108733	33	0.6762	non-DMR
chr1	108755	108756	28	0.8889	non-DMR
chr1	108805	108806	30	0.7576	non-DMR
chr1	108848	108849	25	0.5837	non-DMR
chr1	108870	108871	34	0.7137	non-DMR
chr1	108915	108916	37	0.7337	non-DMR
chr1	108943	108944	31	0.787	non-DMR
chr1	108993	108994	24	0.6305	non-DMR
chr1	108995	108996	31	0.7601	non-DMR
chr1	109045	109046	32	0.5417	non-DMR
chr1	109134	109135	28	0.7819	non-DMR
chr1	109216	109217	17	0.8018	non-DMR
chr1	109266	109267	26	0.91	non-DMR
chr1	109366	109367	26	0.6419	non-DMR
chr1	109466	109467	23	0.7843	non-DMR
chr1	109517	109518	32	0.896	non-DMR
chr1	109599	109600	28	0.8079	flank-DMR
chr1	109601	109602	21	0.7298	flank-DMR
chr1	109613	109614	27	0.7897	non-DMR
chr1	109636	109637	32	0.696	non-DMR
chr1	109668	109669	30	0.7397	non-DMR
chr1	109697	109698	24	0.7606	non-DMR
chr1	109747	109748	28	0.7166	non-DMR
chr1	109773	109774	39	0.7296	non-DMR
chr1	109805	109806	30	0.8142	non-DMR
chr1	109820	109821	26	0.959	non-DMR
chr1	109855	109856	24	0.8146	non-DMR
chr1	109875	109876	19	0.9207	non-DMR
chr1	109890	109891	30	0.7303	non-DMR
chr1	109940	109941	33	0.9956	non-DMR
chr1	109969	109970	25	0.8725	non-DMR
chr1	109984	109985	27	0.7055	non-DMR
chr1	110004	110005	25	0.8397	non-DMR
chr1	110034	110035	27	0.8162	non-DMR
chr1	110065	110066	27	0.8941	non-DMR
chr1	110088	110089	33	0.7913	non-DMR
chr1	110103	110104	27	0.9465	non-DMR
chr1	110126	110127	31	0.9177	non-DMR
chr1	110127	110128	31	0.7919	non-DMR
chr1	110227	110228	29	0.6868	non-DMR
chr1	110296	110297	34	0.7523	non-DMR
chr1	110396	110397	29	0.8988	non-DMR
chr1	110446	110447	28	0.7545	non-DMR
chr1	110508	110509	28	0.7715	non-DMR
chr1	110608	110609	28	0.8382	non-DMR
chr1	110666	110667	26	0.8434	flank-DMR
chr1	110716	110717	25	0.81	non-DMR
chr1	110741	110742	33	0.8825	non-DMR
chr1	110768	110769	26	0.9263	non-DMR
chr1	110788	110789	20	0.8306	non-DMR
chr1	110810	110811	30	0.7367	non-DMR
chr1	110860	110861	27	0.7602	non-DMR
chr1	110908	110909	35	0.6926	non-DMR
chr1	110923	110924	20	0.779	non-DMR
chr1	110973	110974	25	0.9258	non-DMR
chr1	111023	111024	39	0.7968	non-DMR
chr1	111049	111050	25	0.6079	non-DMR
chr1	111084	111085	26	0.8066	non-DMR
chr1	111114	111115	28	0.8521	non-DMR
chr1	111164	111165	33	0.7515	non-DMR
chr1	111184	111185	34	0.7723	non-DMR
chr1	111216	111217	28	0.8	non-DMR
chr1	111240	111241	25	0.7519	non-DMR
chr1	111255	111256	25	0.872	non-DMR
chr1	111305	111306	27	0.631	non-DMR
chr1	111318	111319	33	0.9235	non-DMR
chr1	111418	111419	28	0.7461	non-DMR
chr1	111468	111469	29	0.8005	non-DMR
chr1	111547	111548	27	0.8614	non-DMR
chr1	111647	111648	26	0.9271	non-DMR
chr1	111708	111709	32	0.8985	non-DMR
chr1	111808	111809	33	0.8213	non-DMR
chr1	111893	111894	19	0.802	non-DMR
chr1	111931	111932	30	0.6855	flank-DMR
chr1	111971	111972	33	1.0	flank-DMR
chr1	111995	111996	35	0.1152	non-DMR
chr1	112029	112030	33	0.0	non-DMR
chr1	112067	112068	26	0.0938	non-DMR
chr1	112103	112104	41	0.0644	non-DMR
chr1	112128	112129	25	0.0	non-DMR
chr1	112170	112171	32	0.1531	non-DMR
chr1	112186	112187	35	0.0866	non-DMR
chr1	112233	112234	28	0.0	non-DMR
chr1	112257	112258	29	0.2034	non-DMR
chr1	112292	112293	28	0.0547	non-DMR
chr1	112317	112318	33	0.0659	non-DMR
chr1	112367	112368	29	0.1219	non-DMR
chr1	112404	112405	26	0.148	non-DMR
chr1	112435	112436	33	0.1107	non-DMR
chr1	112535	112536	38	0.1925	non-DMR
chr1	112622	112623	24	0.2458	non-DMR
chr1	112722	112723	30	0.1302	non-DMR
chr1	112822	112823	30	0.0821	non-DMR
chr1	112920	112921	28	0.0	flank-DMR
chr1	112928	112929	27	0.2289	good-DMR
chr1	112978	112979	34	0.1936	good-DMR
chr1	113006	113007	26	0.2896	good-DMR
chr1	113021	113022	28	0.2856	good-DMR
chr1	113045	113046	29	0.5633	good-DMR
chr1	113081	113082	36	0.4499	good-DMR
chr1	113104	113105	27	0.2989	good-DMR
chr1	113134	113135	34	0.3148	good-DMR
chr1	113177	113178	41	0.3004	good-DMR
chr1	113204	113205	28	0.38	good-DMR
chr1	113223	113224	38	0.263	good-DMR
chr1	113249	113250	31	0.3124	good-DMR
chr1	113299	113300	30	0.1562	good-DMR
chr1	113349	113350	26	0.2463	good-DMR
chr1	113364	113365	36	0.398	good-DMR
chr1	113414	113415	34	0.1882	good-DMR
chr1	113448	113449	22	0.3039	good-DMR
chr1	113461	113462	37	0.3574	good-DMR
chr1	113533	113534	31	0.3059	good-DMR
chr1	113583	113584	35	0.2455	good-DMR
chr1	113683	113684	33	0.2135	good-DMR
chr1	113740	113741	39	0.283	good-DMR
chr1	113790	113791	25	0.3505	good-DMR
chr1	113840	113841	30	0.2943	good-DMR
chr1	113940	113941	31	0.2425	good-DMR
chr1	113960	113961	38	0.1907	flank-DMR
chr1	114012	114013	36	0.0006	flank-DMR
chr1	114032	114033	32	0.1089	flank-DMR
chr1	114086	114087	35	0.107	flank-DMR
chr1	114096	114097	30	0.1431	flank-DMR
chr1	114116	114117	38	0.1888	flank-DMR
chr1	114216	114217	26	0.1933	flank-DMR
chr1	114298	114299	22	0.2028	flank-DMR
chr1	114404	114405	22	0.057	flank-DMR
chr1	114437	114438	25	0.62	non-DMR
chr1	114452	114453	18	0.7322	non-DMR
chr1	114496	114497	35	0.7146	non-DMR
chr1	114524	114525	35	0.6478	non-DMR
chr1	114553	114554	35	0.6629	non-DMR
chr1	114603	114604	32	0.6616	non-DMR
chr1	114618	114619	36	0.6134	non-DMR
chr1	114635	114636	24	0.7493	non-DMR
chr1	114670	114671	38	0.6188	non-DMR
chr1	114685	114686	29	0.6123	non-DMR
chr1	114707	114708	34	0.5924	non-DMR
chr1	114756	114757	33	0.6929	non-DMR
chr1	114784	114785	40	0.7281	non-DMR
chr1	114799	114800	27	0.7797	non-DMR
chr1	114832	114833	35	0.7115	non-DMR
chr1	114857	114858	29	0.7164	non-DMR
chr1	114878	114879	23	0.674	non-DMR
chr1	114928	114929	31	0.6629	non-DMR
chr1	114951	114952	26	0.644	non-DMR
chr1	115035	115036	35	0.7684	non-DMR
chr1	115135	115136	28	0.6986	non-DMR
chr1	115219	115220	34	0.5341	non-DMR
chr1	115292	115293	29	0.6369	non-DMR
chr1	115392	115393	22	0.6035	non-DMR
chr1	115462	115463	33	0.7626	flank-DMR
chr1	115464	115465	28	0.6705	flank-DMR
chr1	115491	115492	35	0.7759	non-DMR
chr1	115528	115529	27	0.5285	non-DMR
chr1	115563	115564	34	0.479	non-DMR
chr1	115582	115583	33	0.5281	non-DMR
chr1	115602	115603	35	0.7174	non-DMR
chr1	115652	115653	24	0.4756	non-DMR
chr1	115692	115693	27	0.5689	non-DMR
chr1	115739	115740	37	0.5887	non-DMR
chr1	115772	115773	34	0.4653	non-DMR
chr1	115809	115810	37	0.5293	non-DMR
chr1	115837	115838	25	0.7341	non-DMR
chr1	115867	115868	28	0.5905	non-DMR
chr1	115891	115892	28	0.5772	non-DMR
chr1	115941	115942	38	0.5873	non-DMR
chr1	115962	115963	30	0.5772	non-DMR
chr1	115997	115998	18	0.6284	non-DMR
chr1	116025	116026	28	0.5132	non-DMR
chr1	116059	116060	29	0.6644	non-DMR
chr1	116159	116160	33	0.6829	non-DMR
chr1	116259	116260	30	0.627	non-DMR
chr1	116359	116360	19	0.5445	non-DMR
chr1	116414	116415	31	0.4706	non-DMR
chr1	116514	116515	28	0.5046	non-DMR
chr1	116608	116609	40	0.6439	non-DMR
chr1	116626	116627	34	0.5391	flank-DMR
chr1	116676	116677	24	0.6462	non-DMR
chr1	116726	116727	26	0.6142	non-DMR
chr1	116744	116745	37	0.5212	non-DMR
chr1	116764	116765	37	0.5032	non-DMR
chr1	116814	116815	28	0.7703	non-DMR
chr1	116832	116833	29	0.5309	non-DMR
chr1	116855	116856	36	0.5201	non-DMR
chr1	116905	116906	38	0.4848	non-DMR
chr1	116955	116956	27	0.4621	non-DMR
chr1	116970	116971	23	0.7471	non-DMR
chr1	117014	117015	32	0.7119	non-DMR
chr1	117041	117042	29	0.5265	non-DMR
chr1	117069	117070	31	0.9544	non-DMR
chr1	117119	117120	35	0.614	non-DMR
chr1	117144	117145	32	0.4736	non-DMR
chr1	117167	117168	33	0.6107	non-DMR
chr1	117193	117194	32	0.6755	non-DMR
chr1	117202	117203	39	0.5937	non-DMR
chr1	117302	117303	28	0.7231	non-DMR
chr1	117402	117403	26	0.7494	non-DMR
chr1	117502	117503	26	0.7371	non-DMR
chr1	117601	117602	26	0.684	non-DMR
chr1	117701	117702	28	0.7284	non-DMR
chr1	117745	117746	31	0.7979	flank-DMR
chr1	117750	117751	28	0.4196	good-DMR
chr1	117765	117766	29	0.3825	good-DMR
chr1	117809	117810	28	0.3776	good-DMR
chr1	117846	117847	25	0.4346	good-DMR
chr1	117891	117892	30	0.3896	good-DMR
chr1	117932	117933	38	0.5093	good-DMR
chr1	117965	117966	26	0.4633	good-DMR
chr1	118009	118010	29	0.5949	good-DMR
chr1	118033	118034	33	0.5672	good-DMR
chr1	118073	118074	29	0.5618	good-DMR
chr1	118096	118097	32	0.5029	good-DMR
chr1	118137	118138	28	0.4711	good-DMR
chr1	118164	118165	26	0.5033	good-DMR
chr1	118202	118203	37	0.5298	good-DMR
chr1	118209	118210	31	0.4372	good-DMR
chr1	118294	118295	32	0.47	good-DMR
chr1	118381	118382	22	0.5153	good-DMR
chr1	118431	118432	32	0.5293	good-DMR
chr1	118531	118532	20	0.5693	good-DMR
chr1	118631	118632	21	0.4826	good-DMR
chr1	118633	118634	35	0.7864	flank-DMR
chr1	118717	118718	33	0.9397	flank-DMR
chr1	118803	118804	36	0.8576	flank-DMR
chr1	118807	118808	25	0.7557	flank-DMR
chr1	119041	119042	30	0.9341	flank-DMR
chr1	119053	119054	22	0.0397	non-DMR
chr1	119068	119069	37	0.0421	non-DMR
chr1	119092	119093	30	0.1669	non-DMR
chr1	119110	119111	41	0.0814	non-DMR
chr1	119160	119161	26	0.0	non-DMR
chr1	119206	119207	35	0.0626	non-DMR
chr1	119224	119225	28	0.0086	non-DMR
chr1	119263	119264	34	0.2549	non-DMR
chr1	119280	119281	34	0.0704	non-DMR
chr1	119295	119296	21	0.15	non-DMR
chr1	119316	119317	28	0.1979	non-DMR
chr1	119344	119345	37	0.2136	non-DMR
chr1	119380	119381	32	0.0979	non-DMR
chr1	119426	119427	28	0.2102	non-DMR
chr1	119451	119452	30	0.1463	non-DMR
chr1	119493	119494	35	0.1385	non-DMR
chr1	119508	119509	24	0.1034	non-DMR
chr1	119546	119547	37	0.1936	non-DMR
chr1	119596	119597	28	0.1196	non-DMR
chr1	119670	119671	31	0.1707	non-DMR
chr1	119736	119737	31	0.2352	non-DMR
chr1	119786	119787	20	0.1292	non-DMR
chr1	119886	119887	33	0.0572	non-DMR
chr1	119986	119987	31	0.2413	non-DMR
chr1	120036	120037	38	0.1969	non-DMR
chr1	120046	120047	37	0.1801	flank-DMR
chr1	120088	120089	28	0.0	flank-DMR
chr1	120134	120135	24	0.7922	non-DMR
chr1	120184	120185	28	0.8144	non-DMR
chr1	120225	120226	37	0.7312	non-DMR
chr1	120256	120257	29	0.7038	non-DMR
chr1	120284	120285	28	0.7811	non-DMR
chr1	120333	120334	27	0.6952	non-DMR
chr1	120355	120356	39	0.5495	non-DMR
chr1	120370	120371	28	0.667	non-DMR
chr1	120401	120402	41	0.746	non-DMR
chr1	120451	120452	37	0.7192	non-DMR
chr1	120501	120502	30	0.7924	non-DMR
chr1	120529	120530	28	0.8421	non-DMR
chr1	120560	120561	28	0.6226	non-DMR
chr1	120599	120600	35	0.6725	non-DMR
chr1	120615	120616	27	0.7366	non-DMR
chr1	120715	120716	25	0.7281	non-DMR
chr1	120810	120811	21	0.7915	non-DMR
chr1	120910	120911	25	0.749	non-DMR
chr1	121010	121011	30	0.7106	non-DMR
chr1	121060	121061	33	0.8041	flank-DMR
chr1	121084	121085	32	0.8118	flank-DMR
chr1	121125	121126	33	0.5303	non-DMR
chr1	121158	121159	29	0.4978	non-DMR
chr1	121205	121206	28	0.5802	non-DMR
chr1	121221	121222	32	0.5591	non-DMR
chr1	121248	121249	38	0.6772	non-DMR
chr1	121274	121275	21	0.5441	non-DMR
chr1	121306	121307	32	0.5099	non-DMR
chr1	121356	121357	21	0.652	non-DMR
chr1	121378	121379	28	0.6138	non-DMR
chr1	121419	121420	31	0.4217	non-DMR
chr1	121469	121470	27	0.4119	non-DMR
chr1	121489	121490	32	0.5815	non-DMR
chr1	121521	121522	30	0.46	non-DMR
chr1	121553	121554	28	0.528	non-DMR
chr1	121569	121570	32	0.4681	non-DMR
chr1	121609	121610	29	0.686	non-DMR
chr1	121709	121710	32	0.5381	non-DMR
chr1	121776	121777	35	0.7189	non-DMR
chr1	121860	121861	35	0.5444	non-DMR
chr1	121910	121911	26	0.653	non-DMR
chr1	122010	122011	33	0.5548	non-DMR
chr1	122064	122065	36	0.7226	flank-DMR
chr1	122089	122090	31	0.1107	non-DMR
chr1	122134	122135	23	0.1624	non-DMR
chr1	122154	122155	34	0.3052	non-DMR
chr1	122185	122186	33	0.2386	non-DMR
chr1	122203	122204	25	0.2231	non-DMR
chr1	122229	122230	32	0.4042	non-DMR
chr1	122253	122254	24	0.2241	non-DMR
chr1	122282	122283	32	0.2439	non-DMR
chr1	122332	122333	36	0.2631	non-DMR
chr1	122382	122383	25	0.1781	non-DMR
chr1	122410	122411	25	0.1506	non-DMR
chr1	122437	122438	33	0.2375	non-DMR
chr1	122458	122459	31	0.1675	non-DMR
chr1	122476	122477	31	0.3382	non-DMR
chr1	122504	122505	20	0.0908	non-DMR
chr1	122531	122532	29	0.1867	non-DMR
chr1	122581	122582	31	0.2782	non-DMR
chr1	122681	122682	27	0.1491	non-DMR
chr1	122781	122782	34	0.1978	non-DMR
chr1	122831	122832	30	0.1452	non-DMR
chr1	122931	122932	29	0.2164	non-DMR
chr1	122965	122966	27	0.2632	flank-DMR
chr1	122967	122968	33	0.004	flank-DMR
chr1	122972	122973	23	0.2213	good-DMR
chr1	122987	122988	37	0.3246	good-DMR
chr1	123020	123021	28	0.317	good-DMR
chr1	123062	123063	41	0.2691	good-DMR
chr1	123097	123098	33	0.2826	good-DMR
chr1	123118	123119	24	0.3553	good-DMR
chr1	123140	123141	32	0.4185	good-DMR
chr1	123190	123191	30	0.3001	good-DMR
chr1	123226	123227	30	0.2961	good-DMR
chr1	123241	123242	23	0.3153	good-DMR
chr1	123264	123265	33	0.2747	good-DMR
chr1	123291	123292	26	0.2154	good-DMR
chr1	123307	123308	35	0.3432	good-DMR
chr1	123335	123336	32	0.2138	good-DMR
chr1	123358	123359	19	0.2847	good-DMR
chr1	123391	123392	37	0.3426	good-DMR
chr1	123417	123418	35	0.3072	good-DMR
chr1	123438	123439	26	0.4078	good-DMR
chr1	123463	123464	26	0.298	good-DMR
chr1	123490	123491	32	0.4038	good-DMR
chr1	123590	123591	23	0.4119	good-DMR
chr1	123678	123679	31	0.4492	good-DMR
chr1	123778	123779	33	0.3685	good-DMR
chr1	123878	123879	30	0.2701	good-DMR
chr1	123929	123930	39	0.3756	good-DMR
chr1	123963	123964	28	0.1495	flank-DMR
chr1	123967	123968	32	0.0029	flank-DMR
chr1	124047	124048	25	0.3041	flank-DMR
chr1	124195	124196	28	0.0191	flank-DMR
chr1	124263	124264	32	0.1151	flank-DMR
chr1	124373	124374	31	0.016	flank-DMR
chr1	124415	124416	17	0.1723	flank-DMR
chr1	124435	124436	31	0.6875	non-DMR
chr1	124458	124459	36	0.664	non-DMR
chr1	124489	124490	37	0.6134	non-DMR
chr1	124512	124513	28	0.7627	non-DMR
chr1	124545	124546	27	0.5797	non-DMR
chr1	124576	124577	23	0.5399	non-DMR
chr1	124596	124597	19	0.5361	non-DMR
chr1	124641	124642	29	0.783	non-DMR
chr1	124656	124657	27	0.6604	non-DMR
chr1	124706	124707	29	0.5443	non-DMR
chr1	124741	124742	31	0.7345	non-DMR
chr1	124781	124782	27	0.5563	non-DMR
chr1	124796	124797	31	0.6246	non-DMR
chr1	124825	124826	30	0.5609	non-DMR
chr1	124875	124876	36	0.6153	non-DMR
chr1	124903	124904	26	0.5397	non-DMR
chr1	124935	124936	38	0.6089	non-DMR
chr1	124952	124953	27	0.7203	non-DMR
chr1	124967	124968	38	0.7175	non-DMR
chr1	124969	124970	30	0.6642	non-DMR
chr1	125036	125037	30	0.6085	non-DMR
chr1	125108	125109	26	0.6992	non-DMR
chr1	125208	125209	27	0.6139	non-DMR
chr1	125308	125309	29	0.4856	non-DMR
chr1	125408	125409	35	0.5112	non-DMR
chr1	125462	125463	26	0.654	flank-DMR
chr1	125496	125497	23	0.7044	non-DMR
chr1	125519	125520	28	0.7876	non-DMR
chr1	125535	125536	25	0.6612	non-DMR
chr1	125560	125561	35	0.8113	non-DMR
chr1	125604	125605	41	0.7162	non-DMR
chr1	125648	125649	27	0.6463	non-DMR
chr1	125672	125673	28	0.6248	non-DMR
chr1	125692	125693	21	0.6842	non-DMR
chr1	125710	125711	30	0.8596	non-DMR
chr1	125738	125739	27	0.7321	non-DMR
chr1	125770	125771	33	0.7307	non-DMR
chr1	125820	125821	32	0.6524	non-DMR
chr1	125852	125853	23	0.7233	non-DMR
chr1	125893	125894	33	0.8496	non-DMR
chr1	125913	125914	30	0.7843	non-DMR
chr1	125944	125945	36	0.6404	non-DMR
chr1	125976	125977	39	0.6445	non-DMR
chr1	126004	126005	29	0.5599	non-DMR
chr1	126022	126023	29	0.6739	non-DMR
chr1	126122	126123	22	0.5347	non-DMR
chr1	126222	126223	21	0.6049	non-DMR
chr1	126322	126323	26	0.6625	non-DMR
chr1	126372	126373	31	0.6171	non-DMR
chr1	126472	126473	36	0.7192	non-DMR
chr1	126522	126523	35	0.613	non-DMR
chr1	126544	126545	31	0.8469	flank-DMR
chr1	126606	126607	31	0.711	flank-DMR
chr1	126645	126646	35	0.6135	non-DMR
chr1	126679	126680	35	0.4408	non-DMR
chr1	126702	126703	31	0.5569	non-DMR
chr1	126745	126746	23	0.4846	non-DMR
chr1	126760	126761	27	0.576	non-DMR
