1	182705	+	CG	8	34
1	183071	+	CG	11	26
1	189232	+	CG	20	20
1	189507	+	CG	21	21
1	189793	+	CG	20	20
1	189987	+	CG	0	36
1	190136	+	CG	0	36
1	190990	+	CG	10	38
1	191110	+	CG	7	28
1	191606	+	CG	8	24
1	191784	+	CG	14	30
1	192626	+	CG	8	27
1	192913	+	CG	22	31
1	193353	+	CG	13	26
1	194630	+	CG	4	24
1	195105	+	CG	2	30
1	195378	+	CG	8	37
1	195439	+	CG	14	41
1	196498	+	CG	9	36
1	196545	+	CG	6	34
1	196588	+	CG	5	39
1	196611	+	CG	6	24
1	198042	+	CG	16	28
1	198739	+	CG	19	38
1	199001	+	CG	19	35
1	200983	+	CG	12	34
1	201073	+	CG	13	23
1	201132	+	CG	9	32
1	201313	+	CG	17	38
1	203040	+	CG	19	40
1	203462	+	CG	10	33
1	203823	+	CG	14	39
1	203940	+	CG	13	28
1	210683	+	CG	13	27
1	210860	+	CG	17	29
1	210968	+	CG	14	33
1	211031	+	CG	22	33
1	211457	+	CG	19	34
1	211554	+	CG	26	37
1	211635	+	CG	16	30
1	212381	+	CG	9	22
1	212682	+	CG	13	37
1	212834	+	CG	9	29
1	212946	+	CG	5	18
1	214060	+	CG	15	26
1	214475	+	CG	28	38
1	214752	+	CG	18	24
1	214846	+	CG	21	33
1	215070	+	CG	18	29
1	216962	+	CG	25	27
1	216998	+	CG	24	29
1	217018	+	CG	20	24
1	217039	+	CG	18	25
1	217098	+	CG	35	36
1	217145	+	CG	22	25
1	217233	+	CG	22	30
1	217271	+	CG	12	17
1	217321	+	CG	15	21
1	217330	+	CG	25	26
1	217344	+	CG	29	35
1	217354	+	CG	32	36
1	217371	+	CG	19	25
1	217404	+	CG	25	27
1	217407	+	CG	37	38
1	217432	+	CG	17	19
1	217469	+	CG	22	29
1	217507	+	CG	22	32
1	217532	+	CG	32	34
1	217563	+	CG	34	35
1	217600	+	CG	33	37
1	217610	+	CG	33	38
1	217651	+	CG	25	29
1	217658	+	CG	20	26
1	217664	+	CG	23	28
1	217685	+	CG	27	36
1	217712	+	CG	24	28
1	217759	+	CG	26	28
1	217807	+	CG	22	27
1	217839	+	CG	27	32
1	217874	+	CG	20	23
1	217930	+	CG	22	31
1	217968	+	CG	21	25
1	217974	+	CG	20	23
1	218006	+	CG	14	21
1	218018	+	CG	21	30
1	218020	+	CG	26	29
1	219080	+	CG	18	28
1	219395	+	CG	22	30
1	219590	+	CG	16	29
1	219748	+	CG	11	21
1	222887	+	CG	11	35
1	223359	+	CG	21	37
1	223851	+	CG	11	32
1	223908	+	CG	8	20
1	223968	+	CG	9	25
1	225749	+	CG	4	22
1	225777	+	CG	7	23
1	225818	+	CG	7	36
1	228221	+	CG	4	29
1	228599	+	CG	8	31
1	228803	+	CG	4	32
1	229100	+	CG	2	34
1	229181	+	CG	4	30
1	230325	+	CG	22	31
1	230455	+	CG	23	30
1	230730	+	CG	18	24
1	230992	+	CG	19	33
1	231289	+	CG	27	37
1	231368	+	CG	11	19
1	233126	+	CG	12	23
1	233242	+	CG	11	33
1	233681	+	CG	13	28
1	233920	+	CG	13	31
1	234002	+	CG	15	28
1	245156	+	CG	2	41
1	245398	+	CG	3	26
1	245489	+	CG	1	25
1	245888	+	CG	3	34
1	246022	+	CG	0	28
1	248705	+	CG	8	20
1	248896	+	CG	6	27
1	249042	+	CG	6	26
1	249540	+	CG	8	29
1	251676	+	CG	13	30
1	251720	+	CG	12	34
1	251748	+	CG	14	37
1	251789	+	CG	13	36
1	254918	+	CG	31	36
1	255363	+	CG	22	27
1	255757	+	CG	26	35
1	255817	+	CG	28	34
1	262383	+	CG	15	18
1	262462	+	CG	15	23
1	262799	+	CG	33	40
1	263060	+	CG	27	42
1	265690	+	CG	29	30
1	265751	+	CG	34	34
1	265809	+	CG	20	20
1	271530	+	CG	23	36
1	271969	+	CG	11	21
1	272182	+	CG	15	30
1	272284	+	CG	19	32
1	272357	+	CG	10	22
