chr	pos	strand	context	meth_count	coverage
1	189793	+	CG	25	25
1	189987	+	CG	28	28
1	190136	+	CG	29	29
1	190990	+	CG	7	27
1	191110	+	CG	9	32
1	191606	+	CG	9	26
1	191784	+	CG	15	34
1	192626	+	CG	9	26
1	192821	+	CG	19	29
1	192913	+	CG	20	30
1	193353	+	CG	15	28
1	194630	+	CG	6	34
1	195105	+	CG	3	29
1	195378	+	CG	6	28
1	195439	+	CG	11	30
1	196498	+	CG	9	30
1	196545	+	CG	3	23
1	196588	+	CG	4	28
1	196611	+	CG	6	25
1	198042	+	CG	18	31
1	198333	+	CG	10	19
1	198739	+	CG	12	24
1	199001	+	CG	20	38
1	200983	+	CG	12	32
1	201073	+	CG	16	30
1	201132	+	CG	9	31
1	201313	+	CG	9	29
1	203040	+	CG	14	31
1	203462	+	CG	7	24
1	203823	+	CG	9	25
1	203940	+	CG	12	28
1	210683	+	CG	13	25
1	210860	+	CG	17	29
1	210968	+	CG	13	30
1	211031	+	CG	23	32
1	211554	+	CG	19	26
1	211635	+	CG	11	23
1	212381	+	CG	14	31
1	212682	+	CG	7	22
1	212834	+	CG	8	26
1	212946	+	CG	10	29
1	214060	+	CG	20	38
1	214475	+	CG	32	40
1	214846	+	CG	17	27
1	215070	+	CG	11	18
1	216962	+	CG	16	17
1	216998	+	CG	27	30
1	217018	+	CG	20	24
1	217039	+	CG	26	33
1	217098	+	CG	27	28
1	217145	+	CG	22	26
1	217191	+	CG	25	33
1	217233	+	CG	20	28
1	217246	+	CG	22	25
1	217271	+	CG	30	37
1	217305	+	CG	14	19
1	217321	+	CG	20	28
1	217330	+	CG	34	35
1	217344	+	CG	24	29
1	217354	+	CG	30	31
1	217371	+	CG	21	27
1	217404	+	CG	28	31
1	217407	+	CG	22	23
1	217432	+	CG	24	29
1	217469	+	CG	23	31
1	217507	+	CG	23	36
1	217532	+	CG	31	33
1	217563	+	CG	26	27
1	217600	+	CG	25	30
1	217610	+	CG	26	29
1	217651	+	CG	23	27
1	217658	+	CG	20	25
1	217664	+	CG	23	27
1	217712	+	CG	26	31
1	217759	+	CG	21	25
1	217839	+	CG	29	33
1	217874	+	CG	24	27
1	217902	+	CG	23	27
1	217930	+	CG	25	33
1	217968	+	CG	21	27
1	217974	+	CG	23	26
1	217984	+	CG	32	35
1	218006	+	CG	22	32
1	218018	+	CG	13	21
1	218020	+	CG	32	36
1	218853	+	CG	15	24
1	219080	+	CG	15	23
1	219395	+	CG	25	36
1	219590	+	CG	19	31
1	219748	+	CG	11	22
1	222887	+	CG	10	31
1	223359	+	CG	17	31
1	223851	+	CG	15	42
1	223908	+	CG	13	34
1	223968	+	CG	14	37
1	224018	+	CG	11	28
1	225749	+	CG	7	30
1	225777	+	CG	9	29
1	225818	+	CG	5	30
1	228221	+	CG	4	31
1	228599	+	CG	4	28
1	228803	+	CG	3	30
1	229100	+	CG	2	27
1	229181	+	CG	2	30
1	230325	+	CG	22	28
1	230455	+	CG	18	25
1	230730	+	CG	23	32
1	230992	+	CG	15	26
1	231289	+	CG	23	28
1	231368	+	CG	24	40
1	233126	+	CG	11	18
1	233242	+	CG	10	32
1	233681	+	CG	18	32
1	233920	+	CG	14	32
1	234002	+	CG	22	39
1	245156	+	CG	3	33
1	245398	+	CG	1	32
1	245489	+	CG	4	36
1	245888	+	CG	1	32
1	246022	+	CG	2	33
1	248705	+	CG	16	32
1	248896	+	CG	8	36
1	249042	+	CG	9	31
1	249540	+	CG	8	32
1	251676	+	CG	11	27
1	251720	+	CG	13	33
1	251748	+	CG	10	26
1	251789	+	CG	8	25
1	254918	+	CG	24	27
1	255363	+	CG	27	33
1	255757	+	CG	18	26
1	255817	+	CG	29	37
1	262383	+	CG	23	30
1	262462	+	CG	28	41
1	262799	+	CG	28	33
1	263060	+	CG	15	25
1	264968	+	CG	30	31
1	265451	+	CG	26	26
1	265690	+	CG	29	29
1	265751	+	CG	36	36
1	265809	+	CG	37	37
1	271530	+	CG	16	26
1	271969	+	CG	13	23
1	272182	+	CG	17	31
1	272284	+	CG	17	27
1	272357	+	CG	18	35
