chr	pos	strand	context	meth_count	coverage
1	217432	+	CG	30	36
1	217469	+	CG	27	31
1	217507	+	CG	24	34
1	217532	+	CG	30	34
1	217563	+	CG	29	30
1	217600	+	CG	29	35
1	217610	+	CG	23	26
1	217651	+	CG	27	30
1	217658	+	CG	23	27
1	217664	+	CG	20	25
1	217685	+	CG	24	31
1	217712	+	CG	28	37
1	217759	+	CG	30	34
1	217807	+	CG	26	30
1	217839	+	CG	30	34
1	217874	+	CG	24	28
1	217930	+	CG	23	30
1	217974	+	CG	25	28
1	217984	+	CG	31	36
1	218006	+	CG	16	23
1	218018	+	CG	20	30
1	218020	+	CG	22	25
1	218853	+	CG	20	31
1	219080	+	CG	15	26
1	219395	+	CG	21	29
1	219590	+	CG	21	32
1	219748	+	CG	18	39
1	222887	+	CG	8	28
1	223359	+	CG	9	21
1	223851	+	CG	12	37
1	223908	+	CG	9	23
1	223968	+	CG	13	35
1	224018	+	CG	14	36
1	225711	+	CG	9	34
1	225749	+	CG	5	28
1	225777	+	CG	9	30
1	225818	+	CG	3	19
1	228221	+	CG	3	36
1	228599	+	CG	5	28
1	228803	+	CG	2	29
1	229100	+	CG	2	27
1	229181	+	CG	4	37
1	230325	+	CG	14	20
1	230455	+	CG	21	30
1	230730	+	CG	29	36
1	230992	+	CG	18	33
1	231289	+	CG	18	24
1	231368	+	CG	16	29
1	233126	+	CG	15	27
1	233242	+	CG	7	24
1	233681	+	CG	14	28
1	233920	+	CG	14	33
1	234002	+	CG	12	23
1	245156	+	CG	1	26
1	245398	+	CG	0	27
1	245489	+	CG	1	33
1	245888	+	CG	1	33
1	246022	+	CG	2	22
1	248705	+	CG	13	31
1	248896	+	CG	8	33
1	249042	+	CG	8	29
1	249540	+	CG	12	41
1	251676	+	CG	13	31
1	251720	+	CG	7	26
1	251748	+	CG	15	35
1	251789	+	CG	10	34
1	254918	+	CG	26	31
1	255363	+	CG	23	27
1	255757	+	CG	22	31
1	255817	+	CG	24	30
1	262383	+	CG	21	26
1	262462	+	CG	19	30
1	262799	+	CG	23	27
1	264968	+	CG	32	33
1	265690	+	CG	25	25
1	265751	+	CG	32	32
1	265809	+	CG	27	27
1	271530	+	CG	17	30
1	271969	+	CG	13	24
1	272182	+	CG	10	20
1	272284	+	CG	19	32
1	272357	+	CG	18	39
