chr	pos	strand	context	meth_count	coverage
1	201313	+	CG	9	26
1	203040	+	CG	16	32
1	203462	+	CG	5	28
1	203823	+	CG	9	23
1	210683	+	CG	15	30
1	210860	+	CG	17	33
1	210968	+	CG	11	27
1	211031	+	CG	16	26
1	211457	+	CG	14	24
1	211554	+	CG	24	31
1	212381	+	CG	12	29
1	212682	+	CG	11	35
1	212834	+	CG	8	29
1	212946	+	CG	10	31
1	214060	+	CG	18	27
1	214475	+	CG	18	23
1	214752	+	CG	18	25
1	214846	+	CG	17	25
1	215070	+	CG	20	30
1	216962	+	CG	31	35
1	216998	+	CG	28	32
1	217018	+	CG	21	24
1	217039	+	CG	29	38
1	217051	+	CG	25	26
1	217098	+	CG	28	29
1	217145	+	CG	36	41
1	217191	+	CG	23	30
1	217246	+	CG	30	36
1	217271	+	CG	25	31
1	217305	+	CG	21	28
1	217321	+	CG	24	34
1	217330	+	CG	25	28
1	217344	+	CG	25	32
1	217354	+	CG	33	36
1	217371	+	CG	19	24
1	217404	+	CG	33	36
1	217407	+	CG	17	18
1	217432	+	CG	23	28
1	217469	+	CG	27	33
1	217507	+	CG	27	40
1	217532	+	CG	31	34
1	217563	+	CG	21	22
1	217600	+	CG	29	35
1	217610	+	CG	25	30
1	217651	+	CG	31	37
1	217658	+	CG	20	24
1	217664	+	CG	29	33
1	217685	+	CG	25	32
1	217712	+	CG	22	27
1	217759	+	CG	30	32
1	217807	+	CG	31	37
1	217874	+	CG	26	28
1	217930	+	CG	29	38
1	217974	+	CG	24	27
1	217984	+	CG	23	26
1	218006	+	CG	25	33
1	218018	+	CG	18	26
1	218020	+	CG	33	36
1	218853	+	CG	19	33
1	219080	+	CG	14	23
1	219395	+	CG	15	21
1	219590	+	CG	17	28
1	219748	+	CG	12	24
1	222887	+	CG	8	23
1	223359	+	CG	18	34
1	223851	+	CG	10	33
1	223908	+	CG	14	37
1	223968	+	CG	10	30
1	225711	+	CG	7	28
1	225749	+	CG	7	37
1	225777	+	CG	7	23
1	225818	+	CG	2	17
1	228221	+	CG	4	32
1	228599	+	CG	4	29
1	228803	+	CG	3	27
1	229100	+	CG	3	35
1	229181	+	CG	3	32
1	230325	+	CG	23	33
1	230455	+	CG	20	29
1	230730	+	CG	26	33
1	230992	+	CG	19	29
1	231289	+	CG	29	39
1	231368	+	CG	15	24
1	233126	+	CG	19	31
1	233242	+	CG	9	31
1	233681	+	CG	17	36
1	233920	+	CG	11	30
1	234002	+	CG	14	28
1	245156	+	CG	2	30
1	245398	+	CG	1	38
1	245489	+	CG	3	34
1	245888	+	CG	2	33
1	248705	+	CG	13	30
1	248896	+	CG	7	35
1	249042	+	CG	12	36
1	249540	+	CG	11	37
1	251676	+	CG	13	33
1	251720	+	CG	8	27
1	251748	+	CG	11	26
1	251789	+	CG	10	28
1	254918	+	CG	23	30
1	255363	+	CG	31	37
1	255757	+	CG	23	35
1	255817	+	CG	19	24
1	262383	+	CG	22	27
1	262462	+	CG	18	25
1	262799	+	CG	30	37
1	263060	+	CG	21	31
1	264968	+	CG	23	24
1	265690	+	CG	27	27
1	265751	+	CG	29	29
1	265809	+	CG	34	34
1	271530	+	CG	16	27
1	271969	+	CG	12	20
1	272182	+	CG	13	30
1	272284	+	CG	15	24
1	272357	+	CG	17	35
