1	210968	+	CG	8	28
1	211031	+	CG	5	29
1	211554	+	CG	5	27
1	211635	+	CG	10	24
1	212381	+	CG	17	33
1	212682	+	CG	7	24
1	212834	+	CG	6	23
1	212946	+	CG	13	28
1	214060	+	CG	26	35
1	214475	+	CG	22	29
1	214752	+	CG	18	29
1	214846	+	CG	17	24
1	215070	+	CG	18	28
1	216962	+	CG	24	35
1	216998	+	CG	24	33
1	217018	+	CG	16	34
1	217098	+	CG	21	35
1	217145	+	CG	19	32
1	217246	+	CG	7	19
1	217271	+	CG	20	34
1	217321	+	CG	17	33
1	217330	+	CG	18	35
1	217344	+	CG	19	32
1	217354	+	CG	27	42
1	217371	+	CG	25	34
1	217404	+	CG	22	40
1	217407	+	CG	15	32
1	217432	+	CG	14	36
1	217469	+	CG	14	32
1	217507	+	CG	25	37
1	217532	+	CG	10	28
1	217563	+	CG	13	36
1	217600	+	CG	19	29
1	217610	+	CG	11	24
1	217651	+	CG	15	26
1	217664	+	CG	21	35
1	217712	+	CG	21	30
1	217759	+	CG	20	33
1	217807	+	CG	12	24
1	217874	+	CG	7	23
1	217930	+	CG	15	27
1	217968	+	CG	19	32
1	217974	+	CG	18	30
1	217984	+	CG	13	24
1	218006	+	CG	16	28
1	218018	+	CG	12	30
1	218020	+	CG	26	39
1	218853	+	CG	20	28
1	219080	+	CG	20	28
1	219395	+	CG	16	36
1	219590	+	CG	26	39
1	219748	+	CG	20	36
1	222887	+	CG	22	30
1	223359	+	CG	27	33
1	223851	+	CG	22	36
1	223908	+	CG	13	22
1	223968	+	CG	17	29
1	224018	+	CG	27	37
1	225711	+	CG	7	25
1	225749	+	CG	5	24
1	225777	+	CG	7	31
1	225818	+	CG	13	33
1	228221	+	CG	9	31
1	228599	+	CG	12	32
1	228803	+	CG	14	37
1	229100	+	CG	17	27
1	229181	+	CG	13	36
1	230325	+	CG	17	29
1	230730	+	CG	31	39
1	230992	+	CG	20	34
1	231289	+	CG	22	27
1	231368	+	CG	32	44
1	233126	+	CG	12	23
1	233242	+	CG	19	35
1	233681	+	CG	14	34
1	233920	+	CG	13	27
1	234002	+	CG	13	25
1	245156	+	CG	21	41
1	245398	+	CG	3	25
1	245489	+	CG	8	25
1	245888	+	CG	6	28
1	246022	+	CG	6	23
1	248705	+	CG	6	29
1	248896	+	CG	9	32
1	249042	+	CG	3	32
1	249540	+	CG	10	36
1	251676	+	CG	10	30
1	251720	+	CG	6	17
1	251748	+	CG	13	27
1	251789	+	CG	9	22
1	254918	+	CG	24	27
1	255363	+	CG	18	25
1	255757	+	CG	26	31
1	255817	+	CG	19	24
1	262383	+	CG	22	38
1	262462	+	CG	18	25
1	262799	+	CG	24	33
1	264968	+	CG	25	35
1	265451	+	CG	27	32
1	265690	+	CG	22	29
1	265751	+	CG	23	34
1	265809	+	CG	26	32
1	271530	+	CG	21	28
1	271969	+	CG	24	31
1	272182	+	CG	25	31
1	272284	+	CG	20	27
1	272357	+	CG	31	37
