chr	pos	strand	context	meth_count	coverage
1	201073	+	CG	10	35
1	201132	+	CG	8	36
1	201313	+	CG	5	17
1	203040	+	CG	13	25
1	203462	+	CG	10	35
1	203823	+	CG	12	35
1	203940	+	CG	14	37
1	210683	+	CG	9	29
1	210860	+	CG	8	25
1	210968	+	CG	6	22
1	211031	+	CG	5	23
1	211457	+	CG	9	27
1	211554	+	CG	7	35
1	211635	+	CG	13	36
1	212381	+	CG	18	36
1	212682	+	CG	9	29
1	212834	+	CG	7	28
1	212946	+	CG	13	30
1	214060	+	CG	22	29
1	214475	+	CG	24	34
1	214846	+	CG	23	34
1	215070	+	CG	17	30
1	216962	+	CG	28	40
1	216998	+	CG	18	27
1	217018	+	CG	18	37
1	217039	+	CG	18	27
1	217051	+	CG	17	33
1	217098	+	CG	15	26
1	217145	+	CG	22	34
1	217233	+	CG	14	25
1	217271	+	CG	23	40
1	217305	+	CG	12	33
1	217321	+	CG	18	33
1	217330	+	CG	17	33
1	217344	+	CG	18	35
1	217354	+	CG	18	30
1	217371	+	CG	18	25
1	217404	+	CG	14	28
1	217407	+	CG	16	33
1	217432	+	CG	9	27
1	217469	+	CG	11	28
1	217507	+	CG	20	31
1	217532	+	CG	9	24
1	217563	+	CG	6	17
1	217600	+	CG	18	27
1	217610	+	CG	15	38
1	217651	+	CG	12	22
1	217658	+	CG	19	30
1	217664	+	CG	17	30
1	217685	+	CG	16	30
1	217712	+	CG	24	33
1	217759	+	CG	16	27
1	217807	+	CG	16	33
1	217839	+	CG	20	27
1	217874	+	CG	8	23
1	217902	+	CG	19	32
1	217930	+	CG	21	35
1	217968	+	CG	19	33
1	217974	+	CG	20	32
1	217984	+	CG	20	32
1	218006	+	CG	22	36
1	218018	+	CG	15	33
1	218020	+	CG	26	37
1	218853	+	CG	22	33
1	219080	+	CG	23	33
1	219395	+	CG	17	34
1	219590	+	CG	10	17
1	219748	+	CG	16	27
1	222887	+	CG	21	29
1	223359	+	CG	21	28
1	223851	+	CG	13	24
1	223908	+	CG	21	36
1	223968	+	CG	24	36
1	225749	+	CG	6	28
1	225777	+	CG	6	26
1	225818	+	CG	12	31
1	228221	+	CG	8	31
1	228599	+	CG	12	29
1	228803	+	CG	12	34
1	229100	+	CG	21	34
1	229181	+	CG	15	35
1	230325	+	CG	22	32
1	230455	+	CG	26	32
1	230992	+	CG	14	25
1	231289	+	CG	31	37
1	231368	+	CG	19	25
1	233126	+	CG	14	28
1	233242	+	CG	12	25
1	233681	+	CG	12	31
1	233920	+	CG	17	31
1	234002	+	CG	16	32
1	245156	+	CG	16	29
1	245398	+	CG	4	33
1	245489	+	CG	10	31
1	245888	+	CG	5	25
1	246022	+	CG	9	34
1	248705	+	CG	7	28
1	248896	+	CG	5	24
1	249042	+	CG	2	26
1	249540	+	CG	8	36
1	251676	+	CG	13	39
1	251720	+	CG	12	27
1	251748	+	CG	16	29
1	251789	+	CG	13	39
1	254918	+	CG	28	32
1	255363	+	CG	20	29
1	255757	+	CG	28	32
1	255817	+	CG	24	30
1	262383	+	CG	26	39
1	262462	+	CG	16	22
1	262799	+	CG	20	28
1	263060	+	CG	16	28
1	264968	+	CG	28	39
1	265451	+	CG	29	36
1	265690	+	CG	24	31
1	265751	+	CG	23	30
1	265809	+	CG	26	32
1	271530	+	CG	24	31
1	271969	+	CG	22	27
1	272182	+	CG	20	27
1	272284	+	CG	31	38
1	272357	+	CG	33	37
