assembly	position	strand	class	mc	h
1	106787	+	CG	26	33
1	106915	+	CG	25	33
1	106975	+	CG	22	40
1	106977	+	CG	29	37
1	106987	+	CG	22	31
1	107013	+	CG	20	29
1	107061	+	CG	17	29
1	107149	+	CG	25	34
1	107168	+	CG	14	21
1	107190	+	CG	18	23
1	107231	+	CG	19	23
1	107281	+	CG	24	32
1	107301	+	CG	18	22
1	107335	+	CG	22	33
1	107385	+	CG	18	22
1	107400	+	CG	21	27
1	107445	+	CG	23	26
1	107462	+	CG	13	16
1	107495	+	CG	27	34
1	107545	+	CG	21	29
1	107560	+	CG	22	29
1	107604	+	CG	28	35
1	107654	+	CG	19	25
1	107677	+	CG	21	24
1	107717	+	CG	21	26
1	107767	+	CG	20	29
1	107773	+	CG	28	38
1	107873	+	CG	27	33
1	107973	+	CG	26	35
1	108073	+	CG	20	28
1	108173	+	CG	20	26
1	108228	+	CG	23	27
1	108328	+	CG	21	26
1	108408	+	CG	27	33
1	108416	+	CG	24	34
1	108431	+	CG	23	30
1	108468	+	CG	15	18
1	108500	+	CG	14	21
1	108534	+	CG	19	27
1	108584	+	CG	29	34
1	108622	+	CG	21	27
1	108672	+	CG	18	27
1	108696	+	CG	20	28
1	108711	+	CG	31	37
1	108732	+	CG	16	25
1	108755	+	CG	24	31
1	108805	+	CG	28	33
1	108848	+	CG	19	27
1	108870	+	CG	21	28
1	108915	+	CG	31	36
1	108943	+	CG	24	31
1	108993	+	CG	19	28
1	108995	+	CG	21	25
1	109045	+	CG	26	38
1	109134	+	CG	20	24
1	109216	+	CG	23	30
1	109266	+	CG	21	25
1	109366	+	CG	21	34
1	109466	+	CG	20	27
1	109517	+	CG	32	34
1	109599	+	CG	15	20
1	109601	+	CG	30	35
1	109613	+	CG	28	32
1	109636	+	CG	23	32
1	109668	+	CG	16	18
1	109697	+	CG	20	26
1	109747	+	CG	25	32
1	109773	+	CG	24	29
1	109805	+	CG	25	27
1	109820	+	CG	26	26
1	109855	+	CG	22	28
1	109875	+	CG	28	30
1	109890	+	CG	32	34
1	109940	+	CG	43	44
1	109969	+	CG	24	26
1	109984	+	CG	22	28
1	110004	+	CG	23	23
1	110034	+	CG	25	34
1	110065	+	CG	25	26
1	110088	+	CG	28	35
1	110103	+	CG	26	33
1	110126	+	CG	29	29
1	110127	+	CG	20	27
1	110227	+	CG	21	30
1	110296	+	CG	25	33
1	110396	+	CG	20	26
1	110446	+	CG	23	30
1	110508	+	CG	20	24
1	110608	+	CG	30	35
1	110666	+	CG	25	31
1	110716	+	CG	27	31
1	110741	+	CG	20	26
1	110768	+	CG	37	37
1	110788	+	CG	26	29
1	110810	+	CG	25	33
1	110860	+	CG	24	30
1	110908	+	CG	19	25
1	110923	+	CG	19	29
1	110973	+	CG	30	30
1	111023	+	CG	20	27
1	111049	+	CG	15	25
1	111084	+	CG	24	28
1	111114	+	CG	23	28
1	111164	+	CG	26	32
1	111184	+	CG	25	31
1	111216	+	CG	31	35
1	111240	+	CG	20	23
1	111255	+	CG	29	38
1	111305	+	CG	19	29
1	111318	+	CG	24	29
1	111418	+	CG	18	23
1	111468	+	CG	25	27
1	111547	+	CG	27	32
1	111647	+	CG	26	26
1	111708	+	CG	27	31
1	111808	+	CG	22	25
1	111893	+	CG	21	26
1	111931	+	CG	26	34
1	111971	+	CG	25	27
1	111995	+	CG	3	28
1	112029	+	CG	0	35
1	112067	+	CG	1	29
1	112103	+	CG	1	32
1	112128	+	CG	0	32
1	112170	+	CG	4	25
1	112186	+	CG	1	34
1	112233	+	CG	1	34
1	112257	+	CG	2	24
1	112292	+	CG	0	30
1	112317	+	CG	0	36
1	112367	+	CG	0	26
1	112404	+	CG	1	15
1	112435	+	CG	5	33
1	112535	+	CG	7	37
1	112622	+	CG	5	32
1	112722	+	CG	0	30
1	112822	+	CG	1	23
1	112920	+	CG	3	33
1	112928	+	CG	3	28
1	112978	+	CG	4	32
1	113006	+	CG	4	31
1	113021	+	CG	0	28
1	113045	+	CG	8	29
1	113081	+	CG	3	23
1	113104	+	CG	4	32
1	113134	+	CG	4	29
1	113177	+	CG	8	34
1	113204	+	CG	5	23
1	113223	+	CG	2	33
1	113249	+	CG	2	28
1	113299	+	CG	1	21
1	113349	+	CG	2	32
1	113364	+	CG	5	22
1	113414	+	CG	2	41
1	113448	+	CG	3	26
1	113461	+	CG	2	37
1	113533	+	CG	2	33
1	113583	+	CG	2	28
1	113683	+	CG	0	28
1	113740	+	CG	2	27
1	113790	+	CG	2	21
1	113840	+	CG	9	36
1	113940	+	CG	4	34
1	113960	+	CG	4	20
1	114012	+	CG	1	22
1	114032	+	CG	6	34
1	114086	+	CG	0	25
1	114096	+	CG	8	31
1	114116	+	CG	0	37
1	114216	+	CG	4	30
1	114298	+	CG	0	27
1	114404	+	CG	3	25
1	114437	+	CG	15	26
1	114452	+	CG	28	33
1	114496	+	CG	26	34
1	114524	+	CG	20	28
1	114553	+	CG	16	24
1	114603	+	CG	13	22
1	114618	+	CG	23	33
1	114635	+	CG	18	25
1	114670	+	CG	23	35
1	114685	+	CG	18	26
1	114707	+	CG	23	37
1	114756	+	CG	27	40
1	114784	+	CG	19	27
1	114799	+	CG	25	35
1	114832	+	CG	17	25
1	114857	+	CG	22	32
1	114878	+	CG	23	31
1	114928	+	CG	16	27
1	114951	+	CG	19	28
1	115035	+	CG	17	23
1	115135	+	CG	23	33
1	115219	+	CG	18	27
1	115292	+	CG	16	26
1	115392	+	CG	18	27
1	115462	+	CG	23	29
1	115464	+	CG	17	24
1	115491	+	CG	21	36
1	115528	+	CG	15	32
1	115563	+	CG	13	36
1	115582	+	CG	10	30
1	115602	+	CG	14	20
1	115652	+	CG	9	21
1	115692	+	CG	18	35
1	115739	+	CG	10	26
1	115772	+	CG	17	32
1	115809	+	CG	11	26
1	115837	+	CG	17	27
1	115867	+	CG	19	36
1	115891	+	CG	20	34
1	115941	+	CG	15	33
1	115962	+	CG	11	31
1	115997	+	CG	18	29
1	116025	+	CG	18	34
1	116059	+	CG	16	32
1	116159	+	CG	18	30
1	116259	+	CG	18	28
1	116359	+	CG	14	27
1	116414	+	CG	11	26
1	116514	+	CG	11	28
1	116608	+	CG	26	43
1	116626	+	CG	17	29
1	116676	+	CG	21	31
1	116726	+	CG	12	20
1	116744	+	CG	20	35
1	116764	+	CG	21	35
1	116814	+	CG	22	32
1	116832	+	CG	20	34
1	116855	+	CG	16	30
1	116905	+	CG	15	27
1	116955	+	CG	19	32
1	116970	+	CG	21	31
1	117014	+	CG	24	33
1	117041	+	CG	18	29
1	117069	+	CG	26	35
1	117119	+	CG	23	32
1	117144	+	CG	20	38
1	117167	+	CG	14	24
1	117193	+	CG	23	31
1	117202	+	CG	20	27
1	117302	+	CG	17	27
1	117402	+	CG	23	29
1	117502	+	CG	16	23
1	117601	+	CG	20	25
1	117701	+	CG	19	31
1	117745	+	CG	21	29
1	117750	+	CG	24	31
1	117765	+	CG	19	30
1	117809	+	CG	19	26
1	117846	+	CG	28	36
1	117891	+	CG	20	27
1	117932	+	CG	20	28
1	117965	+	CG	23	29
1	118009	+	CG	24	27
1	118033	+	CG	25	36
1	118073	+	CG	27	35
1	118096	+	CG	19	27
1	118137	+	CG	21	30
1	118164	+	CG	23	30
1	118202	+	CG	24	33
1	118209	+	CG	23	32
1	118294	+	CG	18	24
1	118381	+	CG	17	21
1	118431	+	CG	16	24
1	118531	+	CG	27	31
1	118631	+	CG	24	29
1	118633	+	CG	23	30
1	118717	+	CG	20	25
1	118803	+	CG	24	32
1	118807	+	CG	17	23
1	119041	+	CG	27	35
1	119053	+	CG	0	33
1	119068	+	CG	6	36
1	119092	+	CG	3	32
1	119110	+	CG	3	37
1	119160	+	CG	3	31
1	119206	+	CG	0	26
1	119224	+	CG	1	25
1	119263	+	CG	6	29
1	119280	+	CG	0	22
1	119295	+	CG	0	21
1	119316	+	CG	5	31
1	119344	+	CG	4	30
1	119380	+	CG	2	25
1	119426	+	CG	0	38
1	119451	+	CG	0	29
1	119493	+	CG	0	22
1	119508	+	CG	2	31
1	119546	+	CG	2	37
1	119596	+	CG	1	21
1	119670	+	CG	0	23
1	119736	+	CG	3	32
1	119786	+	CG	3	32
1	119886	+	CG	0	33
1	119986	+	CG	5	35
1	120036	+	CG	3	28
1	120046	+	CG	5	29
1	120088	+	CG	3	31
1	120134	+	CG	28	34
1	120184	+	CG	26	34
1	120225	+	CG	18	22
1	120256	+	CG	26	33
1	120284	+	CG	21	28
1	120333	+	CG	18	27
1	120355	+	CG	19	31
1	120370	+	CG	25	38
1	120401	+	CG	19	24
1	120451	+	CG	27	33
1	120501	+	CG	23	30
1	120529	+	CG	19	24
1	120560	+	CG	22	31
1	120599	+	CG	19	31
1	120615	+	CG	17	23
1	120715	+	CG	18	27
1	120810	+	CG	18	24
1	120910	+	CG	30	38
1	121010	+	CG	15	20
1	121060	+	CG	21	29
1	121084	+	CG	29	35
1	121125	+	CG	15	27
1	121158	+	CG	13	29
1	121205	+	CG	14	25
1	121221	+	CG	18	25
1	121248	+	CG	20	32
1	121274	+	CG	21	30
1	121306	+	CG	16	31
1	121356	+	CG	21	29
1	121378	+	CG	15	27
1	121419	+	CG	17	34
1	121469	+	CG	13	32
1	121489	+	CG	21	28
1	121521	+	CG	12	31
1	121553	+	CG	17	38
1	121569	+	CG	18	30
1	121609	+	CG	16	22
1	121709	+	CG	13	22
1	121776	+	CG	18	25
1	121860	+	CG	15	36
1	121910	+	CG	15	22
1	122010	+	CG	20	33
1	122064	+	CG	22	30
1	122089	+	CG	0	23
1	122134	+	CG	2	28
1	122154	+	CG	9	34
1	122185	+	CG	2	24
1	122203	+	CG	2	27
1	122229	+	CG	8	36
1	122253	+	CG	6	32
1	122282	+	CG	5	25
1	122332	+	CG	7	29
1	122382	+	CG	2	22
1	122410	+	CG	4	30
1	122437	+	CG	1	22
1	122458	+	CG	5	23
1	122476	+	CG	6	28
1	122504	+	CG	1	25
1	122531	+	CG	0	33
1	122581	+	CG	3	25
1	122681	+	CG	3	22
1	122781	+	CG	3	33
1	122831	+	CG	7	34
1	122931	+	CG	3	15
1	122965	+	CG	5	26
1	122967	+	CG	1	32
1	122972	+	CG	0	31
1	122987	+	CG	6	34
1	123020	+	CG	2	27
1	123062	+	CG	7	31
1	123097	+	CG	2	32
1	123118	+	CG	7	35
1	123140	+	CG	7	40
1	123190	+	CG	0	32
1	123226	+	CG	3	41
1	123241	+	CG	4	34
1	123264	+	CG	0	32
1	123291	+	CG	4	35
1	123307	+	CG	0	27
1	123335	+	CG	3	37
1	123358	+	CG	0	33
1	123391	+	CG	4	28
1	123417	+	CG	4	28
1	123438	+	CG	5	29
1	123463	+	CG	2	29
1	123490	+	CG	6	38
1	123590	+	CG	5	31
1	123678	+	CG	3	24
1	123778	+	CG	1	31
1	123878	+	CG	1	29
1	123929	+	CG	5	30
1	123963	+	CG	2	26
1	123967	+	CG	2	26
1	124047	+	CG	5	30
1	124195	+	CG	0	24
1	124263	+	CG	1	23
1	124373	+	CG	2	25
1	124415	+	CG	1	36
1	124435	+	CG	17	24
1	124458	+	CG	24	33
1	124489	+	CG	14	26
1	124512	+	CG	30	39
1	124545	+	CG	23	36
1	124576	+	CG	15	27
1	124596	+	CG	23	40
1	124641	+	CG	26	34
1	124656	+	CG	12	22
1	124706	+	CG	15	27
1	124741	+	CG	21	34
1	124781	+	CG	20	33
1	124796	+	CG	21	30
1	124825	+	CG	23	38
1	124875	+	CG	13	23
1	124903	+	CG	22	34
1	124935	+	CG	24	33
1	124952	+	CG	18	23
1	124967	+	CG	18	23
1	124969	+	CG	23	33
1	125036	+	CG	21	29
1	125108	+	CG	15	26
1	125208	+	CG	18	29
1	125308	+	CG	20	36
1	125408	+	CG	19	35
1	125462	+	CG	13	23
1	125496	+	CG	20	23
1	125519	+	CG	27	35
1	125535	+	CG	23	31
1	125560	+	CG	20	25
1	125604	+	CG	18	25
1	125648	+	CG	21	27
1	125672	+	CG	24	33
1	125692	+	CG	20	31
1	125710	+	CG	32	40
1	125738	+	CG	23	28
1	125770	+	CG	24	32
1	125820	+	CG	14	24
1	125852	+	CG	25	36
1	125893	+	CG	24	32
1	125913	+	CG	21	24
1	125944	+	CG	21	31
1	125976	+	CG	19	31
1	126004	+	CG	24	35
1	126022	+	CG	20	33
1	126122	+	CG	20	30
1	126222	+	CG	28	36
1	126322	+	CG	16	26
1	126372	+	CG	19	30
1	126472	+	CG	19	29
1	126522	+	CG	23	36
1	126544	+	CG	17	23
1	126606	+	CG	28	31
1	126645	+	CG	14	20
1	126679	+	CG	17	33
1	126702	+	CG	19	30
1	126745	+	CG	10	22
1	126760	+	CG	23	34
1	126810	+	CG	26	34
1	126826	+	CG	6	13
1	126844	+	CG	13	24
1	126881	+	CG	12	20
1	126920	+	CG	25	33
1	126970	+	CG	19	29
1	127005	+	CG	26	34
1	127034	+	CG	14	24
1	127067	+	CG	16	31
1	127117	+	CG	25	32
1	127125	+	CG	13	21
1	127215	+	CG	17	27
1	127315	+	CG	20	31
1	127411	+	CG	24	34
1	127506	+	CG	23	28
1	127524	+	CG	17	34
1	127533	+	CG	14	31
1	127574	+	CG	13	25
1	127624	+	CG	13	28
1	127653	+	CG	13	28
1	127670	+	CG	19	32
1	127720	+	CG	19	28
1	127762	+	CG	17	28
1	127779	+	CG	21	32
1	127807	+	CG	19	33
1	127845	+	CG	11	20
1	127866	+	CG	22	31
1	127882	+	CG	16	26
1	127927	+	CG	16	25
1	127942	+	CG	17	27
1	127965	+	CG	13	27
1	127988	+	CG	16	30
1	128006	+	CG	18	24
1	128031	+	CG	18	29
1	128058	+	CG	20	33
1	128073	+	CG	22	32
1	128107	+	CG	15	25
1	128108	+	CG	17	25
1	128208	+	CG	22	38
1	128305	+	CG	18	36
1	128355	+	CG	14	26
1	128455	+	CG	20	33
1	128555	+	CG	20	34
1	128655	+	CG	19	34
1	128659	+	CG	20	32
1	128753	+	CG	10	22
1	128771	+	CG	22	32
1	128791	+	CG	15	30
1	128875	+	CG	19	36
1	128919	+	CG	16	32
1	128951	+	CG	18	33
1	129137	+	CG	17	31
1	129187	+	CG	16	29
1	129205	+	CG	21	30
1	129254	+	CG	17	39
1	129271	+	CG	13	31
1	129305	+	CG	13	30
1	129325	+	CG	20	26
1	129351	+	CG	17	30
1	129366	+	CG	19	29
1	129394	+	CG	12	31
1	129436	+	CG	18	39
1	129486	+	CG	15	36
1	129515	+	CG	27	34
1	129531	+	CG	22	33
1	129576	+	CG	20	31
1	129612	+	CG	23	36
1	129640	+	CG	11	26
1	129663	+	CG	22	30
1	129671	+	CG	24	33
1	129771	+	CG	27	35
1	129871	+	CG	13	22
1	129931	+	CG	12	23
1	129998	+	CG	11	28
1	130085	+	CG	18	28
1	130135	+	CG	10	25
1	130233	+	CG	25	32
1	130266	+	CG	21	34
1	130288	+	CG	14	23
1	130336	+	CG	15	28
1	130364	+	CG	13	26
1	130387	+	CG	10	26
1	130437	+	CG	21	32
1	130452	+	CG	17	31
1	130502	+	CG	12	31
1	130552	+	CG	14	28
1	130571	+	CG	11	19
1	130593	+	CG	11	32
1	130610	+	CG	23	37
1	130656	+	CG	18	29
1	130678	+	CG	23	32
1	130706	+	CG	22	36
1	130747	+	CG	15	32
1	130762	+	CG	18	28
1	130770	+	CG	17	31
1	130870	+	CG	13	27
1	130949	+	CG	17	34
1	131004	+	CG	11	25
1	131104	+	CG	7	16
1	131197	+	CG	11	28
1	131255	+	CG	18	36
1	131281	+	CG	9	18
1	131319	+	CG	13	24
1	131334	+	CG	8	27
1	131384	+	CG	7	23
1	131412	+	CG	28	28
1	131428	+	CG	33	33
1	131473	+	CG	6	33
1	131488	+	CG	7	22
1	131505	+	CG	9	28
1	131535	+	CG	33	33
1	131565	+	CG	7	23
1	131598	+	CG	30	38
1	131648	+	CG	27	27
1	131679	+	CG	12	36
1	131701	+	CG	33	34
1	131723	+	CG	34	34
1	131747	+	CG	21	25
1	131763	+	CG	25	38
1	131803	+	CG	22	26
1	131805	+	CG	15	22
1	131905	+	CG	21	21
1	132005	+	CG	21	21
1	132105	+	CG	9	26
1	132155	+	CG	25	30
1	132239	+	CG	26	30
1	132277	+	CG	11	33
1	132331	+	CG	10	30
1	132345	+	CG	32	35
1	132395	+	CG	27	31
1	132445	+	CG	22	27
1	132478	+	CG	24	32
1	132502	+	CG	21	26
1	132552	+	CG	17	23
1	132567	+	CG	28	32
1	132617	+	CG	25	27
1	132667	+	CG	25	31
1	132707	+	CG	21	26
1	132724	+	CG	20	28
1	132774	+	CG	28	28
1	132788	+	CG	16	21
1	132880	+	CG	30	37
1	132936	+	CG	28	34
1	132986	+	CG	29	33
1	133086	+	CG	23	24
1	133182	+	CG	23	29
1	133196	+	CG	34	38
1	133242	+	CG	27	30
1	133250	+	CG	24	32
1	133280	+	CG	29	34
1	133295	+	CG	21	25
1	133335	+	CG	22	25
1	133384	+	CG	28	37
1	133409	+	CG	23	24
1	133429	+	CG	21	27
1	133479	+	CG	29	29
1	133511	+	CG	30	31
1	133540	+	CG	28	30
1	133569	+	CG	28	33
1	133619	+	CG	29	37
1	133653	+	CG	33	36
1	133690	+	CG	28	40
1	133718	+	CG	29	35
1	133734	+	CG	28	34
1	133817	+	CG	21	25
1	133917	+	CG	20	28
1	133968	+	CG	17	20
1	134068	+	CG	25	29
1	134148	+	CG	26	31
1	134164	+	CG	20	25
1	134186	+	CG	29	35
1	134284	+	CG	21	26
1	134306	+	CG	21	28
1	134418	+	CG	24	34
1	134454	+	CG	24	29
1	134538	+	CG	32	36
1	134594	+	CG	19	24
1	134612	+	CG	19	29
1	134622	+	CG	0	24
1	134637	+	CG	4	35
1	134672	+	CG	0	36
1	134687	+	CG	1	31
1	134702	+	CG	0	29
1	134719	+	CG	4	33
1	134750	+	CG	1	31
1	134783	+	CG	2	26
1	134833	+	CG	0	17
1	134849	+	CG	2	31
1	134870	+	CG	0	29
1	134920	+	CG	3	37
1	134959	+	CG	3	29
1	134994	+	CG	1	36
1	135023	+	CG	1	28
1	135060	+	CG	3	36
1	135090	+	CG	2	25
1	135122	+	CG	2	25
1	135160	+	CG	6	28
1	135169	+	CG	0	23
1	135269	+	CG	0	32
1	135319	+	CG	2	38
1	135419	+	CG	3	36
1	135493	+	CG	1	20
1	135593	+	CG	3	33
1	135643	+	CG	3	27
1	135793	+	CG	3	22
1	135809	+	CG	2	26
1	135819	+	CG	0	30
1	135973	+	CG	2	21
1	136047	+	CG	3	29
1	136057	+	CG	27	35
1	136079	+	CG	21	25
1	136113	+	CG	20	23
1	136146	+	CG	24	27
1	136178	+	CG	33	40
1	136199	+	CG	25	31
1	136214	+	CG	24	31
1	136234	+	CG	29	34
1	136279	+	CG	25	29
1	136329	+	CG	25	36
1	136368	+	CG	22	25
1	136393	+	CG	26	32
1	136438	+	CG	35	36
1	136453	+	CG	30	35
1	136483	+	CG	32	33
1	136505	+	CG	24	27
1	136531	+	CG	21	27
1	136554	+	CG	25	28
1	136571	+	CG	18	20
1	136621	+	CG	19	23
1	136643	+	CG	29	33
1	136665	+	CG	20	27
1	136693	+	CG	32	34
1	136793	+	CG	27	31
1	136893	+	CG	25	29
1	136993	+	CG	17	18
1	137093	+	CG	25	30
1	137143	+	CG	20	28
1	137243	+	CG	18	27
1	137306	+	CG	26	35
1	137320	+	CG	23	38
1	137406	+	CG	21	29
1	137408	+	CG	27	33
1	137456	+	CG	32	35
1	137664	+	CG	31	38
1	137718	+	CG	19	21
1	137798	+	CG	21	35
1	137831	+	CG	16	26
1	137881	+	CG	22	28
1	137931	+	CG	19	29
1	137981	+	CG	24	35
1	138010	+	CG	22	30
1	138034	+	CG	16	27
1	138067	+	CG	22	33
1	138113	+	CG	19	26
1	138163	+	CG	26	38
1	138185	+	CG	25	33
1	138235	+	CG	14	29
1	138268	+	CG	18	30
1	138368	+	CG	13	22
1	138468	+	CG	16	25
1	138568	+	CG	22	33
1	138668	+	CG	18	30
1	138686	+	CG	23	30
1	138736	+	CG	21	25
1	138760	+	CG	23	30
1	138775	+	CG	15	35
1	138803	+	CG	26	41
1	138853	+	CG	18	28
1	138903	+	CG	18	30
1	138933	+	CG	16	29
1	138951	+	CG	17	27
1	138966	+	CG	19	27
1	139013	+	CG	17	25
1	139036	+	CG	17	24
1	139077	+	CG	18	26
1	139127	+	CG	16	25
1	139147	+	CG	20	29
1	139172	+	CG	18	30
1	139222	+	CG	14	26
1	139249	+	CG	20	36
1	139289	+	CG	21	33
1	139297	+	CG	15	25
1	139347	+	CG	21	29
1	139447	+	CG	25	42
1	139547	+	CG	22	36
1	139647	+	CG	19	27
1	139809	+	CG	13	23
1	139831	+	CG	17	24
1	139855	+	CG	24	28
1	139905	+	CG	22	28
1	139923	+	CG	13	23
1	139952	+	CG	16	22
1	139975	+	CG	21	29
1	139999	+	CG	22	30
1	140035	+	CG	26	32
1	140056	+	CG	32	42
1	140104	+	CG	25	30
1	140145	+	CG	18	24
1	140195	+	CG	33	34
1	140245	+	CG	17	28
1	140264	+	CG	17	24
1	140288	+	CG	13	21
1	140317	+	CG	20	29
1	140332	+	CG	23	25
1	140344	+	CG	24	33
1	140444	+	CG	24	32
1	140543	+	CG	27	30
1	140637	+	CG	17	21
1	140704	+	CG	19	27
1	140785	+	CG	22	24
1	140815	+	CG	25	32
1	140821	+	CG	3	35
1	140860	+	CG	3	22
1	140890	+	CG	2	32
1	140915	+	CG	2	29
1	140965	+	CG	0	32
1	140991	+	CG	1	35
1	141041	+	CG	1	26
1	141071	+	CG	3	40
1	141091	+	CG	4	33
1	141106	+	CG	1	27
1	141156	+	CG	3	31
1	141204	+	CG	1	38
1	141249	+	CG	1	29
1	141299	+	CG	3	25
1	141345	+	CG	0	35
1	141395	+	CG	0	26
1	141445	+	CG	1	16
1	141529	+	CG	6	31
1	141629	+	CG	0	26
1	141729	+	CG	2	40
1	141829	+	CG	0	34
1	141897	+	CG	4	31
1	141951	+	CG	0	30
1	142019	+	CG	2	25
1	142123	+	CG	4	22
1	142157	+	CG	0	35
1	142203	+	CG	14	23
1	142229	+	CG	20	33
1	142244	+	CG	26	32
1	142272	+	CG	23	28
1	142315	+	CG	28	38
1	142365	+	CG	16	26
1	142380	+	CG	17	30
1	142399	+	CG	19	24
1	142428	+	CG	17	24
1	142478	+	CG	13	20
1	142493	+	CG	24	36
1	142509	+	CG	26	31
1	142531	+	CG	20	31
1	142546	+	CG	21	34
1	142561	+	CG	16	24
1	142611	+	CG	24	28
1	142635	+	CG	15	24
1	142655	+	CG	23	38
1	142670	+	CG	20	35
1	142697	+	CG	25	37
1	142718	+	CG	19	30
1	142726	+	CG	13	25
1	142776	+	CG	18	29
1	142865	+	CG	28	34
1	142951	+	CG	15	23
1	143051	+	CG	24	32
1	143131	+	CG	24	32
1	143231	+	CG	24	32
1	143243	+	CG	10	23
1	143253	+	CG	0	30
1	143295	+	CG	4	27
1	143323	+	CG	12	40
1	143341	+	CG	2	30
1	143358	+	CG	3	31
1	143393	+	CG	3	32
1	143440	+	CG	7	33
1	143472	+	CG	2	27
1	143509	+	CG	5	31
1	143551	+	CG	4	41
1	143575	+	CG	4	20
1	143613	+	CG	2	39
1	143652	+	CG	0	30
1	143669	+	CG	2	29
1	143702	+	CG	4	35
1	143739	+	CG	3	23
1	143772	+	CG	4	19
1	143872	+	CG	2	31
1	143972	+	CG	5	34
1	144072	+	CG	5	37
1	144172	+	CG	1	26
1	144272	+	CG	3	19
1	144282	+	CG	6	28
1	144326	+	CG	7	31
