chr	pos	meth_level	coverage
chr1	210683	0.5056	32
chr1	210860	0.582	24
chr1	210968	0.4833	33
chr1	211031	0.7182	41
chr1	211457	0.5723	33
chr1	211554	0.7381	25
chr1	211635	0.4333	35
chr1	212381	0.351	32
chr1	212682	0.3172	30
chr1	212834	0.2487	23
chr1	212946	0.3564	27
chr1	214060	0.6252	31
chr1	214475	0.7732	27
chr1	214846	0.6485	32
chr1	215070	0.6046	36
chr1	216962	0.9525	28
chr1	216998	0.9387	24
chr1	217018	0.82	34
chr1	217051	0.9517	35
chr1	217098	0.9943	29
chr1	217145	0.849	26
chr1	217191	0.7982	35
chr1	217246	0.8513	34
chr1	217271	0.8393	36
chr1	217305	0.762	36
chr1	217321	0.7151	30
chr1	217330	0.9849	33
chr1	217344	0.8271	31
chr1	217354	0.95	35
chr1	217371	0.8109	25
chr1	217404	0.9228	22
chr1	217407	0.9841	33
chr1	217432	0.8511	26
chr1	217469	0.8002	26
chr1	217507	0.6939	30
chr1	217532	0.9128	35
chr1	217563	0.9721	32
chr1	217600	0.9024	22
chr1	217610	0.8591	32
chr1	217651	0.8553	32
chr1	217658	0.8369	30
chr1	217664	0.8713	30
chr1	217712	0.8527	31
chr1	217759	0.8992	24
chr1	217839	0.8534	33
chr1	217874	0.8574	33
chr1	217902	0.8694	26
chr1	217930	0.7794	30
chr1	217968	0.8418	28
chr1	217974	0.9126	21
chr1	217984	0.9174	39
chr1	218006	0.7524	40
chr1	218018	0.6992	36
chr1	218020	0.9316	20
chr1	219080	0.6447	34
chr1	219395	0.7249	32
chr1	219590	0.6261	25
chr1	219748	0.5183	28
chr1	222887	0.351	23
chr1	223359	0.6235	30
chr1	223851	0.3381	32
chr1	223908	0.3701	36
chr1	223968	0.3773	26
chr1	224018	0.4278	24
chr1	225711	0.3108	35
chr1	225749	0.182	28
chr1	225777	0.329	42
chr1	225818	0.1692	29
chr1	228221	0.1726	26
chr1	228599	0.1707	29
chr1	228803	0.0935	36
chr1	229100	0.0955	30
chr1	229181	0.056	31
chr1	230325	0.7098	29
chr1	230455	0.7072	25
chr1	230730	0.7758	38
chr1	230992	0.5895	27
chr1	231289	0.8066	27
chr1	231368	0.6137	29
chr1	233126	0.5484	29
chr1	233242	0.3525	27
chr1	233681	0.5364	34
chr1	233920	0.4419	29
chr1	234002	0.5474	22
chr1	245156	0.0119	22
chr1	245398	0.0765	30
chr1	245489	0.0466	25
chr1	245888	0.1037	30
chr1	246022	0.0187	22
chr1	248705	0.4964	28
chr1	248896	0.2117	28
chr1	249042	0.3102	25
chr1	249540	0.3089	24
chr1	251676	0.4224	26
chr1	251720	0.3753	26
chr1	251748	0.4196	21
chr1	251789	0.3899	30
chr1	254918	0.8596	27
chr1	255363	0.8357	27
chr1	255757	0.7056	29
chr1	255817	0.846	35
chr1	262383	0.8877	24
chr1	262462	0.6762	27
chr1	262799	0.8283	29
chr1	263060	0.6234	28
chr1	264968	0.9532	29
chr1	265451	1.0	31
chr1	265690	1.0	21
chr1	265751	1.0	23
chr1	265809	1.0	26
chr1	271530	0.6597	35
chr1	271969	0.6119	27
chr1	272182	0.5574	36
chr1	272284	0.6068	28
chr1	272357	0.5058	37
