chr	pos	meth_level	coverage
chr1	245888	0.0439	32
chr1	246022	0.0784	33
chr1	248705	0.5076	32
chr1	248896	0.2254	36
chr1	249042	0.3019	31
chr1	249540	0.2745	32
chr1	251676	0.4443	27
chr1	251720	0.3948	33
chr1	251748	0.3959	26
chr1	251789	0.3495	25
chr1	254918	0.8905	27
chr1	255363	0.8283	33
chr1	255757	0.7268	26
chr1	255817	0.7966	37
chr1	262383	0.7966	30
chr1	262462	0.6882	41
chr1	262799	0.8694	33
chr1	263060	0.6396	25
chr1	264968	0.9861	31
chr1	265451	1.0	26
chr1	265690	1.0	29
chr1	265751	1.0	36
chr1	265809	1.0	37
chr1	271530	0.6321	26
chr1	271969	0.5922	23
chr1	272182	0.5495	31
chr1	272284	0.6357	27
chr1	272357	0.5265	35
