chr	pos	meth_level	coverage
chr1	210683	0.387	28
chr1	210860	0.4002	32
chr1	210968	0.2915	28
chr1	211031	0.19	29
chr1	211554	0.2097	27
chr1	211635	0.4389	24
chr1	212381	0.5323	33
chr1	212682	0.3168	24
chr1	212834	0.2772	23
chr1	212946	0.4665	28
chr1	214060	0.747	35
chr1	214475	0.7724	29
chr1	214752	0.63	29
chr1	214846	0.7351	24
chr1	215070	0.6575	28
chr1	216962	0.7082	35
chr1	216998	0.7378	33
chr1	217018	0.4737	34
chr1	217098	0.6043	35
chr1	217145	0.6244	32
chr1	217246	0.4146	19
chr1	217271	0.592	34
chr1	217321	0.5417	33
chr1	217330	0.5157	35
chr1	217344	0.6128	32
chr1	217354	0.643	42
chr1	217371	0.7362	34
chr1	217404	0.5686	40
chr1	217407	0.4849	32
chr1	217432	0.4091	36
chr1	217469	0.455	32
chr1	217507	0.6983	37
chr1	217532	0.3598	28
chr1	217563	0.3824	36
chr1	217600	0.6565	29
chr1	217610	0.4609	24
chr1	217651	0.6093	26
chr1	217664	0.626	35
chr1	217712	0.7208	30
chr1	217759	0.6327	33
chr1	217807	0.5152	24
chr1	217874	0.3405	23
chr1	217930	0.5773	27
chr1	217968	0.6015	32
chr1	217974	0.6029	30
chr1	217984	0.5713	24
chr1	218006	0.6037	28
chr1	218018	0.4021	30
chr1	218020	0.6699	39
chr1	218853	0.7391	28
chr1	219080	0.74	28
chr1	219395	0.4476	36
chr1	219590	0.6667	39
chr1	219748	0.5724	36
chr1	222887	0.7513	30
chr1	223359	0.8236	33
chr1	223851	0.6137	36
chr1	223908	0.6233	22
chr1	223968	0.6178	29
chr1	224018	0.7384	37
chr1	225711	0.2921	25
chr1	225749	0.2088	24
chr1	225777	0.2304	31
chr1	225818	0.4046	33
chr1	228221	0.2986	31
chr1	228599	0.3902	32
chr1	228803	0.4015	37
chr1	229100	0.6619	27
chr1	229181	0.3836	36
chr1	230325	0.6074	29
chr1	230730	0.812	39
chr1	230992	0.6103	34
chr1	231289	0.8242	27
chr1	231368	0.7415	44
chr1	233126	0.5499	23
chr1	233242	0.5566	35
chr1	233681	0.4311	34
chr1	233920	0.5022	27
chr1	234002	0.5475	25
chr1	245156	0.5287	41
chr1	245398	0.1558	25
chr1	245489	0.3304	25
chr1	245888	0.2411	28
chr1	246022	0.2941	23
chr1	248705	0.2312	29
chr1	248896	0.2853	32
chr1	249042	0.1233	32
chr1	249540	0.2848	36
chr1	251676	0.3372	30
chr1	251720	0.3565	17
chr1	251748	0.5153	27
chr1	251789	0.4205	22
chr1	254918	0.9136	27
chr1	255363	0.7207	25
chr1	255757	0.855	31
chr1	255817	0.8131	24
chr1	262383	0.5898	38
chr1	262462	0.7461	25
chr1	262799	0.7344	33
chr1	264968	0.7395	35
chr1	265451	0.8645	32
chr1	265690	0.7644	29
chr1	265751	0.6882	34
chr1	265809	0.8158	32
chr1	271530	0.7752	28
chr1	271969	0.7927	31
chr1	272182	0.8083	31
chr1	272284	0.7774	27
chr1	272357	0.8515	37
