chr	pos	meth_level	coverage
chr1	217839	0.8942	29
chr1	217874	0.8929	24
chr1	217902	0.8503	32
chr1	217930	0.7945	25
chr1	217974	0.9075	33
chr1	217984	0.9059	32
chr1	218006	0.7091	31
chr1	218018	0.6796	35
chr1	218020	0.8994	31
chr1	218853	0.675	26
chr1	219080	0.5846	27
chr1	219395	0.7031	32
chr1	219590	0.6186	31
chr1	219748	0.488	34
chr1	222887	0.3406	26
chr1	223359	0.5776	29
chr1	223851	0.3572	22
chr1	223908	0.3637	26
chr1	223968	0.3509	31
chr1	224018	0.3611	32
chr1	225711	0.2468	37
chr1	225749	0.2229	21
chr1	225777	0.3095	22
chr1	225818	0.1845	33
chr1	228221	0.162	26
chr1	228599	0.1539	28
chr1	228803	0.1023	32
chr1	229100	0.0857	29
chr1	229181	0.1034	29
chr1	230325	0.7599	33
chr1	230455	0.7779	26
chr1	230992	0.6364	33
chr1	231289	0.7882	29
chr1	231368	0.6086	27
chr1	233126	0.579	26
chr1	233242	0.3111	25
chr1	233681	0.5903	35
chr1	233920	0.4272	30
chr1	234002	0.5712	27
chr1	245156	0.0416	29
chr1	245398	0.0364	22
chr1	245489	0.0406	29
chr1	245888	0.0754	26
chr1	246022	0.0029	31
chr1	248705	0.4074	29
chr1	248896	0.2355	26
chr1	249042	0.3406	26
chr1	249540	0.2554	29
chr1	251676	0.4031	48
chr1	251720	0.3199	32
chr1	251748	0.4504	43
chr1	251789	0.4051	31
chr1	254918	0.8773	29
chr1	255363	0.8462	27
chr1	255757	0.7284	27
chr1	255817	0.8147	30
chr1	262383	0.8891	27
chr1	262462	0.6913	22
chr1	262799	0.8313	29
chr1	263060	0.6292	32
chr1	264968	1.0	30
chr1	265451	1.0	28
chr1	265690	1.0	33
chr1	265751	1.0	29
chr1	265809	1.0	29
chr1	271530	0.6501	34
chr1	271969	0.5946	33
chr1	272182	0.527	28
chr1	272284	0.627	36
chr1	272357	0.4445	28
